Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,403.0695,1040.2505,806.9899,0.0,0.0,0.0,-969.634,-9029.3334,468.4534,5344.9326,-1792.2854,1074.8219,-665.141,-1935.271499999999,-1382.6045,-3317.875999999999
1,387.2186,1018.8385,769.2862,0.0,0.0,0.0,-980.1553,-9107.3624,475.3007,5389.2325,-1715.6401,1061.2281,-652.3795,-2047.6412,-1306.7915,-3354.4327000000003
2,375.166,1020.0709,803.5221,0.0,0.0,0.0,-976.8666,-9171.3714,465.2534,5387.2618,-1689.4657,1066.2366,-657.9944,-2096.9637999999995,-1281.2235,-3378.187299999999
3,380.5794,992.5376,779.0985,0.0,0.0,0.0,-974.8727,-9067.2162,466.1471,5366.5606,-1742.8702,1079.8729,-670.3984,-2057.1657000000005,-1333.3957,-3390.5614000000005
4,402.6556,1015.3229,776.8592,0.0,0.0,0.0,-1005.3972,-9001.5909,453.4788,5364.4455,-1775.0266,1071.2829,-661.0284,-1994.226099999999,-1364.7721000000001,-3358.998199999999
5,360.3524,1034.7809,764.6531,0.0,0.0,0.0,-975.3345,-9159.6687,475.9643,5374.1867,-1659.9331,1067.1343,-653.9966,-2125.0658000000003,-1246.7954,-3371.8612000000007
6,395.0539,1054.6488,759.4246,0.0,0.0,0.0,-994.8605,-9025.2761,482.2785,5375.4069,-1788.1417,1066.5201,-658.5373,-1953.3238999999985,-1380.1589,-3333.482799999999
7,420.8692,1054.2182,767.8552,0.0,0.0,0.0,-988.9937,-8939.1108,473.3821,5371.0678,-1851.239,1072.8752,-670.2589,-1840.7120000000014,-1448.6227000000001,-3289.3347000000012
8,394.2947,1085.8444,803.5767,0.0,0.0,0.0,-982.6164,-9005.5803,482.9774,5345.966,-1799.1894,1065.8869,-656.4908,-1875.5374999999995,-1389.7933,-3265.3307999999997
9,403.9539,1063.7086,768.357,0.0,0.0,0.0,-987.4767,-9061.0682,470.5468,5378.8443,-1783.8052,1072.4641,-662.3799,-1963.1343000000006,-1373.721,-3336.8553
10,377.2906,1062.9797,765.1406,0.0,0.0,0.0,-984.2325,-9040.0904,451.3674,5370.6195,-1804.9769,1067.2855,-655.1394,-1996.9250999999995,-1392.8308,-3389.755899999999
11,390.4309,1024.7904,762.1859,0.0,0.0,0.0,-1003.0432,-8881.9904,456.4798,5338.5103,-1895.928,1069.8843,-658.13,-1912.636300000001,-1484.1737000000003,-3396.8100000000013
12,363.7418,1012.359,790.1506,0.0,0.0,0.0,-989.0807,-8998.6702,475.8709,5379.3501,-1825.8176,1072.6106,-669.7944,-1966.2785000000003,-1423.0014,-3389.2799000000005
13,419.8881,1056.482,769.8747,0.0,0.0,0.0,-953.0592,-8977.6757,463.6243,5369.7137,-1862.7314,1082.6985,-669.2532,-1851.1520999999993,-1449.2860999999998,-3300.438199999999
14,393.5226,1046.7824,783.8711,0.0,0.0,0.0,-986.8513,-8826.4196,460.7413,5313.5524,-1929.0956,1086.0296,-676.1614,-1814.8010999999997,-1519.2274,-3334.0284999999994
15,382.4989,1017.5016,789.0413,0.0,0.0,0.0,-969.8155,-8958.4218,468.6355,5337.3636,-1828.594,1069.9788,-664.5417,-1933.1963999999998,-1423.1569,-3356.3532999999998
16,395.8247,975.7649,780.315,0.0,0.0,0.0,-983.7147,-8965.5466,467.3993,5399.0431,-1871.732,1072.8847,-663.1728,-1930.9143000000004,-1462.0201,-3392.9344
17,382.3947,1006.7279,757.5174,0.0,0.0,0.0,-996.5291,-8961.0216,453.7506,5383.9428,-1848.5168,1068.1597,-658.248,-1973.2173000000003,-1438.6051000000002,-3411.8224000000005
18,393.9721,1010.8715,745.8411,0.0,0.0,0.0,-989.1987,-8934.9715,464.2875,5372.3634,-1848.1985,1078.7106,-668.746,-1936.8345999999992,-1438.2338999999997,-3375.0684999999994
19,388.1203,1036.6599,781.8867,0.0,0.0,0.0,-990.3558,-8894.1625,455.523,5358.0626,-1899.2366,1082.4197,-677.6366,-1864.2658000000001,-1494.4535,-3358.7193000000007
20,390.3973,1049.6575,770.9217,0.0,0.0,0.0,-956.3361,-8867.3263,469.9169,5314.4376,-1892.0502,1085.0846,-676.3844,-1828.3314,-1483.35,-3311.6813999999995
21,378.6537,1044.1766,792.7814,0.0,0.0,0.0,-993.1589,-9097.9399,463.5954,5378.3406,-1697.1817,1073.7115,-663.7215,-2033.5510999999988,-1287.1917000000003,-3320.742799999999
22,373.511,1039.1009,769.2866,0.0,0.0,0.0,-968.7272,-8886.0181,466.9949,5375.0974,-1893.1853,1088.0283,-681.0519,-1830.7545,-1486.2089,-3316.9634
23,421.3778,1053.7886,771.1172,0.0,0.0,0.0,-971.8253,-8955.3692,451.2313,5353.4328,-1829.8412,1077.5104,-670.3227,-1876.246799999999,-1422.6535000000003,-3298.900299999999
24,395.1546,1029.1609,786.5569,0.0,0.0,0.0,-982.4839,-8925.173,472.4848,5411.5312,-1884.337,1074.1557,-673.2996,-1812.7685000000001,-1483.4809,-3296.2494000000006
25,392.5181,1006.5868,751.0926,0.0,0.0,0.0,-983.2883,-8811.92,465.0069,5324.9113,-1910.0698,1077.1608,-669.8008,-1855.0926,-1502.7097999999999,-3357.8024
26,389.5591,1052.2408,794.7883,0.0,0.0,0.0,-980.7903,-8886.7451,455.5413,5356.6023,-1938.0775,1079.3721,-674.1077,-1818.803600000001,-1532.8131,-3351.6167000000014
27,385.9532,1064.2196,757.4845,0.0,0.0,0.0,-961.6788,-9058.4375,470.9443,5378.1384,-1793.667,1072.7902,-667.3054,-1963.3763000000008,-1388.1822,-3351.558500000001
28,376.797,1016.0155,810.5278,0.0,0.0,0.0,-991.4235,-8895.5418,459.6766,5351.4685,-1897.5899,1076.0551,-663.7623,-1872.4799000000012,-1485.2970999999998,-3357.777000000001
29,386.3944,1014.3622,776.041,0.0,0.0,0.0,-960.4703,-8984.2006,479.2724,5366.1277,-1814.8837,1067.8951,-661.5462,-1922.4731999999995,-1408.5348000000001,-3331.008
30,384.9652,1033.3111,762.8793,0.0,0.0,0.0,-990.1233,-8942.263,461.0742,5397.5739,-1866.4317,1078.2192,-663.7101,-1892.5826000000006,-1451.9226,-3344.5052000000005
31,392.3502,1031.0557,788.5421,0.0,0.0,0.0,-986.6401,-8887.0619,462.0704,5335.6113,-1879.5026,1071.316,-665.3012,-1864.0723000000016,-1473.4877999999999,-3337.5601000000015
32,392.1968,1012.8561,753.9312,0.0,0.0,0.0,-952.6833,-8893.38,452.0468,5364.1595,-1913.8711,1085.8501,-679.4031,-1870.8729000000003,-1507.4241,-3378.2970000000005
33,378.7028,1030.9966,774.7438,0.0,0.0,0.0,-967.3625,-8979.3714,488.0342,5375.1335,-1846.6289,1068.859,-666.2676,-1899.1230000000005,-1444.0375,-3343.1605000000004
34,370.4299,1061.7323,771.6334,0.0,0.0,0.0,-978.8589,-8999.4699,481.9372,5378.3025,-1799.8719,1073.9053,-665.0271,-1914.2934999999998,-1390.9937000000002,-3305.2871999999998
35,395.7981,954.4438,776.808,0.0,0.0,0.0,-994.3008,-8981.5091,462.9325,5394.8321,-1840.6932,1072.5917,-660.0989,-1990.9953999999998,-1428.2004,-3419.1957999999995
36,374.9923,1020.6253,777.7344,0.0,0.0,0.0,-975.5425,-9119.9937,471.0083,5389.6713,-1718.3892,1065.2302,-664.7629,-2061.504600000001,-1317.9219,-3379.4265000000014
37,431.2542,1028.6483,768.4863,0.0,0.0,0.0,-956.825,-9113.2123,455.0299,5399.6737,-1760.2673,1070.7253,-662.9794,-1986.9448999999995,-1352.5214,-3339.4662999999996
38,368.27,1027.5191,791.3081,0.0,0.0,0.0,-981.3124,-9036.5009,452.5597,5400.6691,-1809.272,1070.1205,-664.2577,-1977.4872999999989,-1403.4092,-3380.896499999999
39,385.6185,1043.7346,768.8271,0.0,0.0,0.0,-968.9856,-9033.3934,470.0867,5381.5264,-1803.8468,1065.8208,-660.7546,-1952.5857000000015,-1398.7806,-3351.3663000000015
40,373.9808,1041.8352,794.0525,0.0,0.0,0.0,-956.0846,-9001.9576,467.6929,5412.1342,-1810.799,1067.5265,-663.9601,-1868.346599999999,-1407.2326,-3275.579199999999
41,403.1853,1045.3464,774.1965,0.0,0.0,0.0,-1010.7112,-9050.9908,479.9456,5415.1881,-1806.3365,1059.1727,-660.6391,-1943.8400999999994,-1407.8028999999997,-3351.642999999999
42,392.6628,1021.6747,770.0753,0.0,0.0,0.0,-977.0499,-9013.5677,482.8146,5389.331,-1834.0579,1067.2005,-663.5068,-1934.0591999999997,-1430.3642,-3364.4233999999997
43,387.7023,1007.2257,784.3165,0.0,0.0,0.0,-965.001,-9061.867,471.2167,5384.939,-1779.5452,1071.9586,-673.6754,-1991.4678000000004,-1381.2620000000002,-3372.7298000000005
44,398.8264,1081.4371,764.4727,0.0,0.0,0.0,-981.1678,-8998.3592,472.9113,5384.2255,-1835.479,1070.0827,-666.7829,-1877.6540000000014,-1432.1792,-3309.833200000002
