,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,2.3092638912203256e-14,7.460698725481053e-14,1.172395514004165e-13,0.0,0.0,0.0,-40.31639999999997,-33.82899999999995,-4.973799150320702e-14,-3.410605131648481e-13,46.60810000000002,-34.02259999999984,53.39179999999993,-74.14539999999931,65.9773000000001,-8.168099999999669
1,1.4210854715202004e-14,8.881784197001252e-14,-4.263256414560601e-14,0.0,0.0,0.0,-42.427099999999975,-21.37179999999913,4.973799150320702e-14,-9.999999940646376e-05,43.86669999999998,-34.858799999999945,51.94859999999997,-63.79899999999868,60.95650000000001,-2.8424999999986653
2,-9.99999999979906e-05,-0.00010000000004950492,-1.9895196601282808e-13,0.0,0.0,0.0,-42.27419999999998,-35.265699999999136,-1.0658141036401504e-14,2.273736754432321e-13,45.749999999999964,-34.8211000000001,50.94260000000002,-77.54009999999873,61.871499999999635,-15.668599999999115
3,-2.131628207280301e-14,6.039613253960853e-14,-0.00010000000012055921,0.0,0.0,0.0,-37.582700000000095,-41.40420000000071,1.0658141036401504e-14,0.0001000000004296453,45.3442999999999,-34.69820000000015,51.04280000000009,-78.98690000000039,61.688899999999606,-17.298000000000798
4,-9.999999996779252e-05,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,0.0,-42.30659999999994,-30.658800000001012,-3.1974423109204515e-14,9.999999986121112e-05,38.668000000000156,-35.203700000000026,51.88300000000007,-72.9654000000023,55.347300000000324,-17.61810000000153
5,3.0198066269804264e-14,-9.237055564881302e-14,-2.486899575160351e-14,0.0,0.0,0.0,-32.25019999999995,-48.192099999999336,0.0,-7.389644451905042e-13,46.81170000000014,-35.36909999999997,50.9286,-80.4423000000005,62.37120000000015,-18.071099999999884
6,2.131628207280301e-14,1.0302869668521453e-13,6.927791673660977e-14,0.0,0.0,0.0,-39.246099999999906,-36.109900000000465,-1.4210854715202004e-14,5.6843418860808e-13,47.948799999999984,-34.6178000000001,50.05720000000001,-75.35599999999937,63.3881999999999,-11.9677999999995
7,-1.5987211554602254e-14,-7.460698725481053e-14,-0.00010000000005305765,0.0,0.0,0.0,-38.172499999999935,-36.9681999999998,3.1974423109204515e-14,1.1368683772161605e-13,49.5721,-35.34560000000006,50.88259999999998,-75.14080000000013,65.1090999999999,-10.031699999999743
8,-5.3290705182007506e-15,-9.999999995713438e-05,3.907985046680551e-14,0.0,0.0,0.0,-36.1193,-36.36970000000002,4.618527782440651e-14,-1.1368683772161605e-13,45.40579999999985,-33.14839999999997,51.01,-72.48910000000012,63.26739999999998,-9.221700000000368
9,-0.00010000000003529408,-7.460698725481053e-14,3.907985046680551e-14,0.0,0.0,0.0,-36.38990000000006,-46.41230000000067,0.0001000000000015433,0.00010000000054333212,48.881900000000066,-35.17069999999998,51.393399999999936,-82.80210000000098,65.10459999999979,-17.69750000000121
10,0.00010000000001220144,0.0,1.9895196601282808e-13,0.0,0.0,0.0,-37.9767,-32.91120000000015,1.77635683940025e-14,-0.00010000000025911504,43.65150000000001,-33.36570000000011,49.50989999999993,-70.88790000000041,59.79569999999962,-11.092200000000332
11,-1.4210854715202004e-14,-5.684341886080803e-14,-1.7408297026122455e-13,0.0,0.0,0.0,-37.921399999999934,-47.41910000000064,2.486899575160351e-14,0.0,47.098800000000075,-35.411600000000156,50.72099999999998,-85.34050000000113,62.40819999999979,-22.93230000000113
12,-7.105427357601002e-15,-1.1368683772161605e-13,6.217248937900878e-14,0.0,0.0,0.0,-32.4339,-44.66109999999978,-9.999999999266153e-05,2.842170943040401e-13,49.56980000000002,-32.652200000000136,48.520400000000066,-77.09509999999881,65.43799999999983,-11.657099999998989
