Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,376.0616,1029.7048,1695.3422,0.0,0.0,0.0,-984.7792,-9154.2253,489.3189,5387.7905,-1563.7368,52.6866264,-1160.7864999999993,-1511.0501735999999,-2671.836673599999
1,363.8383,1019.3453,1699.0273,0.0,0.0,0.0,-962.7698,-8916.2273,491.4789,5364.1964,-1755.5945,53.93041632,-941.1109000000006,-1701.66408368,-2642.774983680001
2,401.162,1019.2936,1691.4654,0.0,0.0,0.0,-943.8466,-9039.6909,482.6532,5403.7672,-1716.5028,54.09528624,-985.1960999999992,-1662.40751376,-2647.6036137599995
3,386.0244,1032.4788,1673.5112,0.0,0.0,0.0,-972.0606,-8817.972,475.2502,5377.1047,-1824.8099,55.50450336,-845.6632999999993,-1769.30539664,-2614.9686966399995
4,368.1774,1017.2864,1692.1791,0.0,0.0,0.0,-980.3732,-8935.7453,479.9327,5401.1636,-1736.6174,54.2492784,-957.3793000000005,-1682.3681216,-2639.7474216000005
5,363.8632,1025.5667,1712.8251,0.0,0.0,0.0,-987.6094,-8876.917,484.5299,5361.8576,-1795.0469,54.788461919999996,-915.8838999999998,-1740.2584380800001,-2656.14233808
6,381.473,1054.6736,1700.3824,0.0,0.0,0.0,-1006.5247,-8985.9494,467.5365,5390.6042,-1720.8269,53.05092192,-997.8043999999991,-1667.77597808,-2665.5803780799993
7,415.3181,1015.2297,1681.46,0.0,0.0,0.0,-963.5945,-8984.668,468.3606,5344.5898,-1694.2701,53.36756928,-1023.3042999999998,-1640.90253072,-2664.2068307199997
8,372.305,1010.7334,1694.9231,0.0,0.0,0.0,-956.2785,-9008.4476,480.8254,5384.3681,-1718.6958,54.693119519999996,-1021.5711000000001,-1664.00268048,-2685.57378048
9,371.8443,1034.7607,1709.5041,0.0,0.0,0.0,-950.7204,-8992.9806,479.6689,5401.1318,-1708.8465,52.8780096,-946.7912000000015,-1655.9684904,-2602.7596904000015
10,401.8958,1020.4936,1684.5196,0.0,0.0,0.0,-971.4869,-8996.2297,460.6944,5338.3437,-1671.7377,54.182352959999996,-1061.7694999999994,-1617.55534704,-2679.324847039999
11,361.0642,1045.9724,1701.5239,0.0,0.0,0.0,-987.8503,-8970.3858,465.859,5356.0228,-1679.2366,53.02652472,-1027.7938000000004,-1626.21007528,-2654.0038752800006
12,389.9967,1006.292,1681.0333,0.0,0.0,0.0,-993.1851,-8982.4531,470.2734,5399.2521,-1711.4623,54.71652744,-1028.7907000000014,-1656.74577256,-2685.5364725600016
13,408.4712,994.4428,1706.2912,0.0,0.0,0.0,-987.2058,-9067.9444,479.995,5410.1427,-1641.8485,52.926191280000005,-1055.8073000000004,-1588.92230872,-2644.7296087200007
14,385.1694,1003.7861,1683.4084,0.0,0.0,0.0,-960.2429,-9092.415,481.586,5430.0397,-1646.9065,54.80699256,-1068.6683000000003,-1592.09950744,-2660.7678074400005
15,417.504,996.1792,1688.0781,0.0,0.0,0.0,-966.5387,-9003.2277,473.8244,5358.0972,-1680.6209,53.00511912,-1036.0834999999988,-1627.6157808799999,-2663.6992808799987
16,407.0059,1043.0278,1718.7804,0.0,0.0,0.0,-971.7456,-9126.3075,462.4018,5394.7227,-1613.8539,52.9463628,-1072.1145000000006,-1560.9075372,-2633.022037200001
17,393.2271,995.2607,1701.333,0.0,0.0,0.0,-975.2398,-8975.4445,471.827,5418.4408,-1776.6279,56.44998216,-970.5956999999989,-1720.17791784,-2690.7736178399987
18,399.1576,998.0404,1707.8152,0.0,0.0,0.0,-950.7008,-9075.1654,461.3217,5371.8191,-1620.2609,54.76908384,-1087.7122,-1565.49181616,-2653.2040161600003
19,410.4065,1033.1527,1707.9545,0.0,0.0,0.0,-937.2863,-9011.8864,463.951,5422.0148,-1754.5201,59.32371672,-911.6931999999988,-1695.19638328,-2606.8895832799985
20,407.4244,1011.8991,1708.0925,0.0,0.0,0.0,-944.9758,-8947.5544,480.154,5407.5007,-1788.5453,54.82551384,-877.4595000000018,-1733.71978616,-2611.1792861600015
21,387.76,1041.2047,1692.6248,0.0,0.0,0.0,-959.3014,-9000.52,476.0898,5414.4598,-1724.6257,56.94797952,-947.6823000000013,-1667.67772048,-2615.3600204800014
22,389.5379,1008.3085,1689.7131,0.0,0.0,0.0,-956.4415,-9025.9971,461.3022,5389.183,-1699.2862,57.58651368,-1044.3939,-1641.69968632,-2686.09358632
23,398.0793,1029.4872,1697.4056,0.0,0.0,0.0,-940.5394,-9055.7174,479.3276,5397.3954,-1662.177,55.5210144,-994.5617000000002,-1606.6559856,-2601.2176856
24,403.9466,1064.5672,1696.9116,0.0,0.0,0.0,-966.7753,-8895.5809,473.6648,5371.2792,-1786.718,57.012855120000005,-851.9868000000015,-1729.70514488,-2581.6919448800013
25,353.1917,1066.749,1684.4764,0.0,0.0,0.0,-951.5801,-8879.6311,493.5464,5393.8746,-1808.8603,55.91676672,-839.3731000000007,-1752.94353328,-2592.316633280001
