Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,9.999999999088516e-05,-9.999999996779252e-05,0.0,0.0,0.0,0.0,-32.96690000000003,-9.730999999999597,-1.7763568394002505e-15,0.00010000000003884679,24.710900000000127,-29.547999999999995,45.26570000000001,-42.697800000000115,40.42860000000026,-2.2692000000000974
1,-2.4868995751603507e-14,9.999999993937081e-05,1.3500311979441904e-13,0.0,0.0,0.0,-31.8135,-9.382200000000495,7.105427357601002e-15,2.0605739337042905e-13,23.39969999999996,-30.407900000000005,45.43839999999999,-41.19560000000034,38.430200000000056,-2.765400000000284
2,1.9539925233402755e-14,-9.99999999109491e-05,-1.3145040611561853e-13,0.0,0.0,0.0,-34.17030000000013,-2.4229000000010927,-3.019806626980426e-14,-9.999999967647e-05,17.367900000000105,-31.711899999999922,43.56649999999999,-36.59340000000128,29.22250000000006,-7.370900000000773
3,-9.999999999976694e-05,-6.394884621840902e-14,-9.237055564881302e-14,0.0,0.0,0.0,-29.32499999999998,-13.642900000000466,-3.552713678800501e-15,-0.00010000000017384991,32.7727000000001,-31.480500000000028,45.2411,-42.96810000000089,46.53330000000008,3.565199999998967
4,3.907985046680551e-14,-1.4210854715202004e-14,2.1316282072803006e-14,0.0,0.0,0.0,-30.689699999999956,-8.834200000001317,2.6645352591003757e-14,-9.237055564881302e-14,25.783299999999997,-31.65529999999984,43.65810000000009,-39.52390000000088,37.786100000000246,-1.7378000000006324
5,0.0001000000000139778,3.552713678800501e-14,-0.0001000000000921375,0.0,0.0,0.0,-32.93379999999996,-8.239700000000155,7.105427357601002e-15,-9.999999926435521e-05,31.859100000000037,-26.50980000000004,44.87590000000007,-41.17360000000005,50.22520000000007,9.051600000000022
6,-2.1316282072803006e-14,-1.4210854715202004e-14,-4.973799150320701e-14,0.0,0.0,0.0,-36.111499999999914,-10.446999999999804,-1.4210854715202004e-14,-4.405364961712621e-13,28.756199999999968,-30.119699999999995,44.34290000000003,-46.55849999999958,42.979400000000226,-3.5790999999993574
7,1.2434497875801753e-14,-1.3500311979441904e-13,1.5987211554602254e-13,0.0,0.0,0.0,-31.985899999999933,-11.330599999999436,0.0001000000000015433,-1.6342482922482304e-13,30.59880000000014,-27.8705,42.96460000000003,-43.31640000000013,45.6929000000004,2.376500000000263
8,-9.999999998555609e-05,7.105427357601002e-15,-5.3290705182007514e-14,0.0,0.0,0.0,-32.287399999999984,-13.984099999999955,3.197442310920451e-14,-6.679101716144942e-13,35.865299999999934,-27.128799999999963,43.3441,-46.27160000000151,52.08059999999985,5.808999999998576
9,5.329070518200751e-15,8.526512829121202e-14,-1.4566126083082054e-13,0.0,0.0,0.0,-29.59969999999996,-19.799499999999718,-2.1316282072803006e-14,-8.206768598029157e-13,36.95789999999994,-28.215499999999892,41.7825,-49.3992000000012,50.524900000000045,1.1256999999988437
10,3.552713678800501e-15,-9.999999981857854e-05,9.999999998200337e-05,0.0,0.0,0.0,-33.31929999999995,-16.7286,-3.552713678800501e-14,9.999999976528784e-05,37.36450000000004,-30.067699999999974,43.75530000000005,-50.047800000000166,51.05210000000012,1.0043000000001854
11,-1.2434497875801753e-14,-0.00010000000003174137,0.0001000000000672685,0.0,0.0,0.0,-28.821499999999922,-13.73780000000012,9.999999997489795e-05,6.750155989720952e-13,29.859999999999793,-27.21860000000001,40.80179999999995,-42.559200000001,43.44319999999951,0.8839999999985011
12,3.552713678800501e-15,7.815970093361102e-14,-2.4868995751603507e-14,0.0,0.0,0.0,-29.198799999999974,-18.63180000000129,1.5987211554602254e-14,-3.268496584496461e-13,32.569999999999936,-30.233100000000185,43.50560000000003,-47.83060000000209,45.842499999999546,-1.9881000000025466
13,-0.0001000000000139778,-1.2079226507921703e-13,6.394884621840902e-14,0.0,0.0,0.0,-32.414699999999954,-13.848399999999884,-1.0658141036401503e-14,1.0658141036401503e-13,28.510999999999868,-26.126999999999967,41.85339999999998,-46.26320000000116,44.237399999999994,-2.0258000000013965
14,5.329070518200751e-15,2.842170943040401e-14,-1.2789769243681803e-13,0.0,0.0,0.0,-33.29439999999993,-23.37489999999913,-1.4210854715202004e-14,-5.684341886080802e-14,37.295799999999886,-30.932399999999824,45.659199999999984,-56.66930000000001,52.02260000000017,-4.646699999999399
15,-9.999999996779252e-05,-9.999999996068709e-05,-2.1316282072803006e-14,0.0,0.0,0.0,-31.027700000000053,-15.011799999999084,9.999999998555609e-05,9.999999988963282e-05,30.918300000000155,-29.24089999999989,42.22830000000005,-46.03949999999813,43.90570000000031,-2.133799999998047
16,-0.0001000000000264123,-2.842170943040401e-14,5.684341886080802e-14,0.0,0.0,0.0,-28.483399999999904,-10.742400000000302,-0.00010000000001042508,6.394884621840902e-13,29.276700000000073,-28.484800000000106,41.9162,-39.2259999999994,42.70809999999997,3.482100000000571
17,-1.0658141036401503e-14,-0.00010000000015963906,-1.0658141036401503e-13,0.0,0.0,0.0,-27.15309999999997,-8.412799999998782,1.2434497875801753e-14,1.7053025658242404e-13,22.196900000000014,-28.43759999999999,42.19830000000008,-35.56599999999845,35.957600000000106,0.39160000000119766
18,-9.999999998555609e-05,8.526512829121202e-14,-1.2434497875801753e-13,0.0,0.0,0.0,-24.613900000000086,-22.882099999999824,1.7763568394002505e-14,-9.999999986831654e-05,34.989399999999975,-28.872199999999943,43.17320000000001,-47.496199999999334,49.29040000000004,1.7942000000007
19,-0.00010000000001930687,-7.105427357601002e-14,6.750155989720952e-14,0.0,0.0,0.0,-32.16979999999997,-9.738900000000172,-2.842170943040401e-14,3.552713678800501e-14,24.01000000000012,-28.489500000000014,43.313099999999956,-41.90879999999913,38.83360000000006,-3.0751999999986097
20,8.881784197001252e-15,-1.0658141036401503e-13,9.99999999358181e-05,0.0,0.0,0.0,-30.96790000000004,-13.976000000000809,-1.4210854715202004e-14,-7.744915819785092e-13,29.580100000000037,-29.566899999999897,43.71270000000006,-44.943800000002824,43.7259000000002,-1.217900000002622
21,1.0658141036401503e-14,9.999999998200337e-05,1.5276668818842154e-13,0.0,0.0,0.0,-31.552799999999948,-3.2969999999998265,-1.7763568394002505e-15,2.984279490192421e-13,19.195000000000174,-28.40930000000018,43.697999999999986,-34.84969999999984,34.4837000000001,-0.36599999999975097
