Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,392.0748,1048.2193,1713.1523,0.0,0.0,0.0,-981.3378,-9071.0854,492.0519,5309.4452,-1594.2888,52.2425268,-1097.4796999999999,-1542.0462732,-2639.5259732
1,434.7197,1077.1356,1745.9982,0.0,0.0,0.0,-1019.5443,-8897.8897,486.3286,5276.094,-1722.8719,52.16688504,-897.1579000000002,-1670.7050149600002,-2567.86291496
2,405.0323,1080.4576,1736.5689,0.0,0.0,0.0,-1008.7012,-8977.9916,494.1266,5265.0588,-1623.2017,51.650570880000004,-1005.4486000000006,-1571.55112912,-2576.9997291200007
3,386.6844,1065.1262,1743.9856,0.0,0.0,0.0,-996.3938,-8916.9638,484.5819,5281.9844,-1718.7459,51.31248048,-950.9950999999992,-1667.43341952,-2618.428519519999
4,443.497,1022.2327,1706.9304,0.0,0.0,0.0,-1022.8991,-8917.6014,481.8492,5291.3328,-1688.3822,52.735003199999994,-994.6583999999993,-1635.6471968,-2630.3055967999994
5,400.8947,1063.7281,1728.8377,0.0,0.0,0.0,-1013.2465,-8950.3833,496.4541,5282.5893,-1681.1752,52.50190032,-991.1259,-1628.67329968,-2619.7991996799997
6,403.8459,1062.9323,1754.4836,0.0,0.0,0.0,-1015.5118,-8824.0041,477.3235,5283.7053,-1780.1686,53.10643968,-857.2253000000001,-1727.06216032,-2584.28746032
7,399.1495,1058.6716,1727.1015,0.0,0.0,0.0,-1011.7476,-8872.2971,488.9918,5310.5081,-1739.6992,53.65126512,-899.6222000000007,-1686.04793488,-2585.6701348800007
8,401.9814,1082.4053,1725.7491,0.0,0.0,0.0,-999.9829,-8820.4832,497.246,5256.4731,-1775.641,54.01395864,-856.6112000000003,-1721.62704136,-2578.2382413600003
9,405.194,1078.2944,1723.9867,0.0,0.0,0.0,-1000.3292,-8863.9434,476.2415,5283.0088,-1753.8982,53.70478919999999,-897.5472000000009,-1700.1934108,-2597.740610800001
10,417.7128,1043.8547,1748.9935,0.0,0.0,0.0,-989.8229,-8968.2793,478.6569,5298.8554,-1685.8424,51.81242544,-970.0288999999993,-1634.02997456,-2604.0588745599994
11,430.8147,1095.8219,1739.1109,0.0,0.0,0.0,-985.8897,-9053.6107,489.694,5339.2788,-1621.2651,51.746592959999994,-944.780099999999,-1569.51850704,-2514.2986070399993
12,412.9603,1084.8544,1734.3357,0.0,0.0,0.0,-1009.6975,-8954.0297,484.45,5288.6695,-1668.7229,52.73349336,-958.4572999999991,-1615.98940664,-2574.446706639999
13,395.3137,1044.7802,1741.5379,0.0,0.0,0.0,-1012.6588,-8930.852,476.7743,5262.8359,-1642.1925,53.59429224,-1022.2688000000007,-1588.5982077600002,-2610.867007760001
14,379.1839,1079.4175,1712.0273,0.0,0.0,0.0,-1008.7761,-8874.0081,479.1578,5271.7536,-1718.5814,54.3981528,-961.244099999999,-1664.1832472,-2625.427347199999
15,407.4593,1017.0692,1727.017,0.0,0.0,0.0,-1017.8183,-8708.19,480.3863,5270.6148,-1867.3166,54.75011832,-823.4616999999998,-1812.5664816800002,-2636.0281816799998
16,411.2783,1039.0945,1741.3761,0.0,0.0,0.0,-1012.4299,-8807.7391,495.807,5314.688,-1843.0499,54.4343508,-817.9251000000013,-1788.6155492,-2606.540649200001
17,383.9293,1031.6191,1696.7213,0.0,0.0,0.0,-1002.5231,-8864.7742,492.0999,5330.6872,-1809.8581,55.60546247999999,-932.240499999999,-1754.25263752,-2686.493137519999
18,378.026,1043.7193,1716.3469,0.0,0.0,0.0,-1015.4265,-8848.684,490.2838,5321.6633,-1794.8084,52.96055544,-914.0711999999994,-1741.8478445599999,-2655.9190445599993
19,409.5404,1065.1566,1734.3755,0.0,0.0,0.0,-1023.1738,-8895.5741,464.2062,5322.773,-1773.9744,53.677510559999995,-922.6962000000003,-1720.29688944,-2642.9930894400004
20,383.5061,1055.4607,1733.842,0.0,0.0,0.0,-1015.2328,-8836.8224,485.6652,5328.3058,-1811.8196,54.99573264,-865.2753999999986,-1756.8238673600001,-2622.0992673599985
21,387.8284,1036.2521,1738.6491,0.0,0.0,0.0,-1009.1821,-9009.0687,514.4596,5369.4547,-1677.9219,52.68208824,-971.6068999999989,-1625.23981176,-2596.846711759999
22,435.6275,1044.5517,1729.9417,0.0,0.0,0.0,-983.4434,-8848.9966,476.4705,5311.1908,-1805.0624,53.74103256,-834.6578,-1751.3213674400001,-2585.97916744
23,401.2203,1076.8091,1720.9252,0.0,0.0,0.0,-993.2621,-8777.3654,485.1357,5348.1844,-1886.9206,54.6189588,-738.3528000000006,-1832.3016412,-2570.6544412000003
24,417.0277,1014.6007,1763.1739,0.0,0.0,0.0,-988.742,-8828.4104,472.7051,5331.9269,-1846.3722,54.52903944,-817.7181,-1791.8431605600001,-2609.56126056
25,411.1325,1042.8492,1742.1962,0.0,0.0,0.0,-1014.9173,-8832.485,482.2444,5335.2474,-1799.0526,53.572276079999995,-833.7326000000012,-1745.48032392,-2579.2129239200012
26,417.8527,1043.1129,1731.342,0.0,0.0,0.0,-1008.4826,-8824.0344,491.9253,5285.6255,-1781.7998,51.87313224,-862.6586000000007,-1729.92666776,-2592.5852677600005
27,424.7288,1059.4841,1736.2998,0.0,0.0,0.0,-1002.7349,-8788.0202,485.608,5282.211,-1807.7576,52.20439776,-802.4234000000006,-1755.55320224,-2557.9766022400004
28,440.074,1049.0319,1710.5897,0.0,0.0,0.0,-962.2967,-8838.8291,471.5002,5285.1739,-1788.1672,53.77173768,-844.7561000000005,-1734.3954623200002,-2579.1515623200003
29,409.8547,1040.9975,1701.2874,0.0,0.0,0.0,-992.951,-8837.9855,508.7766,5285.0093,-1766.531,52.755507359999996,-885.0110000000013,-1713.77549264,-2598.786492640001
30,399.6343,1028.8695,1736.2528,0.0,0.0,0.0,-992.178,-8869.0549,487.1498,5288.8985,-1755.4173,52.6863744,-920.427999999999,-1702.7309256,-2623.158925599999
31,389.7868,1063.0196,1726.0357,0.0,0.0,0.0,-999.5626,-8722.9685,490.3578,5269.4273,-1886.1563,54.71135568,-783.9039000000012,-1831.44494432,-2615.3488443200013
32,383.329,1080.1136,1733.1838,0.0,0.0,0.0,-1002.7949,-8692.0779,474.6759,5281.0629,-1902.1126,55.60681752,-742.5075999999999,-1846.5057824799999,-2589.01338248
33,398.0298,1115.6876,1743.4145,0.0,0.0,0.0,-1019.4694,-8844.7398,502.1501,5293.3318,-1767.0097,54.9780192,-811.5953999999992,-1712.0316808,-2523.6270807999995
34,393.9794,1033.3445,1708.6515,0.0,0.0,0.0,-1022.4675,-8817.1751,486.1257,5282.8545,-1800.9614,55.503924479999995,-934.6870000000008,-1745.45747552,-2680.144475520001
