Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-9.999999995713438e-05,-9.999999990384367e-05,9.999999997489795e-05,0.0,0.0,0.0,-32.517999999999994,-9.458699999999666,-1.2434497875801753e-14,-0.0001000000002733259,20.442500000000155,-5.05637064000001,-41.97690000000068,15.386129360000169,-26.59077064000052
1,-1.9539925233402755e-14,-0.00010000000002463594,9.237055564881302e-14,0.0,0.0,0.0,-38.15419999999993,-9.065500000000327,2.6645352591003757e-14,-4.263256414560601e-13,23.7875999999998,-5.695044479999996,-47.21980000000151,18.092555519999753,-29.127244480001302
2,8.881784197001252e-15,-0.00010000000010990107,-4.973799150320701e-14,0.0,0.0,0.0,-30.552399999999984,-9.400299999999902,2.842170943040401e-14,4.547473508864641e-13,19.95140000000014,-4.838108399999991,-39.952799999999385,15.113291600000277,-24.839508399999104
3,1.5987211554602254e-14,9.999999992515995e-05,7.105427357601002e-15,0.0,0.0,0.0,-27.983,-12.630200000000485,-0.00010000000002108322,-7.602807272633072e-13,25.082699999999992,-4.9432269600000005,-40.613200000000916,20.139473039999956,-20.473726960001414
4,-3.375077994860476e-14,0.0001000000001454282,-2.4868995751603507e-14,0.0,0.0,0.0,-32.22880000000004,-10.033599999999481,9.999999999088516e-05,-2.1316282072803006e-14,21.59399999999996,-5.422163039999997,-42.26219999999964,16.171836960000082,-26.090363040000007
5,-7.105427357601002e-15,4.263256414560601e-14,-9.999999994292352e-05,0.0,0.0,0.0,-37.200499999999984,-9.513199999999728,-3.552713678800501e-14,0.00010000000006016307,23.332400000000035,-5.428810080000001,-46.71369999999979,17.90358992000009,-28.81011007999947
6,2.3092638912203256e-14,-4.263256414560601e-14,-3.552713678800501e-15,0.0,0.0,0.0,-29.867699999999925,-13.021100000000459,-2.1316282072803006e-14,2.8066438062523957e-13,23.684299999999936,-5.1218819999999985,-42.88880000000049,18.562417999999823,-24.326382000000436
7,-0.00010000000000331966,8.526512829121202e-14,-9.947598300641403e-14,0.0,0.0,0.0,-33.85480000000005,-5.824200000000161,-1.7763568394002505e-15,-3.126388037344441e-13,17.77390000000009,-5.217189840000001,-39.679100000000204,12.556710160000115,-27.122389839999855
8,7.105427357601002e-15,-0.00010000000001042508,4.263256414560601e-14,0.0,0.0,0.0,-30.256500000000045,-12.745399999999975,-3.375077994860476e-14,-0.00010000000000331966,26.789900000000088,-5.2908012,-43.00210000000092,21.499098800000144,-21.503001200001002
9,-2.1316282072803006e-14,-2.1316282072803006e-14,-9.999999993226538e-05,0.0,0.0,0.0,-30.571600000000053,-5.1566999999996455,9.999999996068709e-05,1.3500311979441904e-13,19.00789999999983,-5.4263793599999905,-35.728300000000615,13.581520639999788,-22.1467793600006
10,3.552713678800501e-15,5.684341886080802e-14,1.4210854715202004e-14,0.0,0.0,0.0,-31.971899999999962,-4.744899999999916,-1.5987211554602254e-14,-2.984279490192421e-13,14.808300000000003,-4.707671040000001,-36.716799999998926,10.100628959999895,-26.616171039998576
11,1.7763568394002505e-15,-8.526512829121202e-14,3.552713678800501e-15,0.0,0.0,0.0,-30.244100000000046,-2.175600000000145,1.7763568394002505e-15,0.00010000000016674448,14.289999999999893,-4.595476320000005,-32.41959999999875,9.694523679999712,-22.72507631999904
12,0.00010000000001753051,6.394884621840902e-14,0.00010000000008858478,0.0,0.0,0.0,-34.4277,-11.98750000000011,-2.1316282072803006e-14,1.4921397450962104e-13,26.451600000000056,-5.324842799999991,-46.41499999999958,21.12675720000002,-25.28824279999956
13,-2.1316282072803006e-14,-5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,0.0,-34.25000000000004,1.4862000000008635,-9.999999999799059e-05,-2.3447910280083306e-13,11.816599999999983,-4.8309336,-32.76390000000018,6.985666400000149,-25.778233600000263
14,-0.00010000000002463594,9.999999989673825e-05,-7.105427357601002e-14,0.0,0.0,0.0,-31.204599999999935,-17.189700000000144,-0.00010000000002996501,-3.197442310920451e-14,26.664300000000022,-4.985476559999997,-48.39440000000084,21.678823440000134,-26.715576560000933
15,9.999999995358166e-05,9.999999996779252e-05,5.684341886080802e-14,0.0,0.0,0.0,-33.86929999999998,-7.7289999999991466,3.197442310920451e-14,4.405364961712621e-13,18.627100000000034,-5.026597200000005,-41.59810000000016,13.600502800000164,-27.99759720000022
