Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,405.435,1044.8424,848.7469,0.0,0.0,0.0,-1029.1768,-8975.7663,485.5579,5276.7479,-1789.541,1086.847,-658.0206,-1943.6129999999994,-1360.7145999999998,-3304.3275999999996
1,406.9808,1021.0693,824.7836,0.0,0.0,0.0,-1012.6426,-8980.0226,458.0386,5322.6849,-1823.5779,1081.7157,-655.315,-1959.1080000000002,-1397.1772,-3356.2852000000007
2,389.2629,1095.2638,818.6457,0.0,0.0,0.0,-1018.5472,-9049.0947,504.8773,5335.347,-1747.925,1076.1544,-651.1864,-1924.2451999999994,-1322.957,-3247.2021999999997
3,404.379,1037.3185,827.0416,0.0,0.0,0.0,-1022.8814,-9028.866,473.903,5312.217,-1759.8515,1077.2506,-653.541,-1996.8882999999996,-1336.1419,-3333.0301999999992
4,381.1712,1050.1765,817.4292,0.0,0.0,0.0,-1013.5562,-8970.424,472.3885,5336.9016,-1816.8279,1088.9827,-661.376,-1925.9132000000009,-1389.2212,-3315.134400000001
5,428.794,1033.0603,829.5008,0.0,0.0,0.0,-1030.9755,-9028.2135,472.1288,5317.4724,-1753.2752,1078.0963,-647.8739,-1978.2326999999996,-1323.0528000000002,-3301.2854999999995
6,405.5788,1083.5013,798.6274,0.0,0.0,0.0,-1014.1609,-9066.492,482.8916,5325.7964,-1759.6487,1080.851,-652.4186,-1984.2574000000004,-1331.2162999999998,-3315.4737
7,405.3368,1070.1026,809.7133,0.0,0.0,0.0,-996.152,-9062.675,479.9153,5337.5358,-1780.2215,1080.8227,-656.1991,-1956.2231999999995,-1355.5979000000002,-3311.821099999999
8,430.9506,1052.8703,816.6216,0.0,0.0,0.0,-1018.1198,-9068.472,466.7779,5290.0914,-1738.2131,1075.6677,-650.3414,-2029.2799999999988,-1312.8868,-3342.166799999999
9,412.3508,1102.3342,817.2674,0.0,0.0,0.0,-1037.9004,-8959.4529,476.6081,5269.1029,-1797.6708,1069.2133,-639.3783,-1919.6899000000003,-1367.8358000000003,-3287.5257
10,420.1292,1045.2946,820.5134,0.0,0.0,0.0,-1035.2307,-8887.73,476.4707,5296.328,-1892.4297,1068.1502,-649.1526,-1864.224799999999,-1473.4321,-3337.6568999999986
11,414.4152,1038.3112,822.9937,0.0,0.0,0.0,-1030.9153,-8881.6088,474.9184,5285.291,-1877.229,1074.4392,-647.7228,-1876.5945999999994,-1450.5126,-3327.1072
12,406.2258,1063.3031,800.2672,0.0,0.0,0.0,-1016.6918,-8999.2053,472.7044,5285.8169,-1782.446,1071.264,-652.094,-1987.5797000000002,-1363.276,-3350.8557
13,423.2602,1086.9769,804.4626,0.0,0.0,0.0,-1049.7499,-8990.8524,462.8581,5286.9951,-1775.077,1070.9427,-648.1879,-1976.0493999999999,-1352.3222,-3328.3716
