FRAMES,3,4,5,6,7,8,9,10
0,31,12,32,36,34,33,33,35
1,33,15,34,39,32,35,40,38
2,31,11,31,45,29,35,40,32
3,37,19,26,45,35,36,40,36
4,39,20,35,41,27,34,45,38
5,34,15,29,37,32,39,47,39
6,35,15,36,38,27,30,45,38
7,37,14,31,42,29,39,44,42
8,37,17,33,43,30,35,49,45
9,34,19,37,37,34,40,47,41
10,33,20,27,35,29,37,47,40
11,39,21,38,43,25,38,51,40
12,33,19,30,50,27,33,46,42
13,39,21,35,36,33,40,53,44
14,37,20,38,41,24,39,49,47
15,38,16,33,43,34,40,46,42
16,37,21,35,46,26,40,47,38
17,35,20,34,49,31,40,45,42
18,36,22,31,37,27,43,46,45
19,30,23,34,43,27,39,43,41
20,36,21,33,44,29,41,49,46
21,38,20,33,30,27,42,50,42
22,37,26,27,42,42,44,45,44
23,36,21,35,38,31,44,48,42
24,39,24,38,46,31,39,48,40
25,28,24,29,40,27,38,42,41
26,34,21,31,48,32,37,36,40
27,41,23,34,41,25,48,45,38
28,32,28,32,38,31,42,47,38
29,36,23,30,40,27,34,51,44
30,36,22,32,42,31,43,52,48
31,34,25,31,38,27,39,38,37
32,41,22,36,29,27,40,47,35
33,32,23,27,39,32,38,49,42
34,31,24,36,35,28,29,46,33
35,33,24,31,38,27,41,46,38
36,34,21,32,44,29,40,49,36
37,35,26,29,44,28,37,42,35
38,34,20,28,32,25,41,38,37
39,43,26,30,42,25,42,46,38
40,35,23,29,43,27,40,40,44
41,40,25,28,41,32,47,46,46
42,37,22,23,41,29,45,41,45
43,36,25,28,43,33,38,53,39
44,31,26,30,38,34,37,43,43
45,36,24,31,45,37,42,55,45
46,39,21,28,42,28,40,51,40
47,36,24,29,46,34,34,49,42
48,36,21,27,38,36,36,46,40
49,39,22,31,39,34,39,44,45
50,38,20,25,38,32,41,52,43
51,35,24,31,39,32,37,50,39
52,36,24,27,43,34,35,49,44
53,34,25,26,44,29,35,43,42
54,32,24,31,41,32,38,51,39
55,35,24,27,45,27,34,51,40
56,38,24,31,50,29,37,48,39
57,38,25,27,47,28,37,46,41
58,41,24,29,44,30,36,41,39
59,38,27,30,40,31,34,54,39
60,35,24,31,37,30,34,43,35
61,33,21,28,39,32,36,43,38
62,35,25,30,43,32,35,48,39
63,37,23,35,45,30,33,39,44
64,36,23,28,37,31,37,43,46
65,38,21,24,33,29,34,42,41
66,31,25,25,40,33,35,39,44
67,35,25,30,36,27,35,41,39
68,38,27,29,45,33,35,41,51
69,37,19,30,39,28,41,48,44
70,39,19,33,36,25,40,38,47
71,36,22,29,46,28,33,42,32
72,36,22,37,39,31,39,43,40
73,39,26,27,45,27,39,43,46
74,32,20,33,48,30,40,40,40
75,34,25,29,43,28,39,34,38
76,38,21,27,40,26,38,48,36
77,38,25,25,49,33,40,42,45
78,36,21,27,45,31,42,49,41
79,37,23,28,48,26,41,43,40
80,36,23,29,49,32,37,46,43
81,35,21,27,38,30,39,40,46
82,37,22,29,35,29,40,49,48
83,34,22,28,40,29,42,47,49
84,41,26,27,35,31,39,45,39
85,36,27,27,43,32,37,43,38
86,35,29,29,38,33,35,47,39
87,35,23,30,45,30,40,44,39
88,37,24,32,41,32,34,46,44
89,34,22,27,46,32,40,47,44
90,36,23,26,50,31,38,42,36
91,39,20,30,45,36,40,39,41
92,31,26,29,43,28,40,45,41
93,35,24,25,39,33,38,45,37
94,41,20,29,38,26,35,46,42
95,36,24,29,47,27,36,45,41
96,34,24,30,41,28,36,43,40
97,40,23,26,44,30,30,46,37
98,36,29,24,43,33,37,38,44
99,31,22,31,40,36,41,41,42
100,38,21,27,42,29,38,38,44
101,37,22,29,43,32,41,47,37
102,34,25,27,39,35,38,46,41
103,36,25,28,39,36,40,43,37
104,35,24,26,42,34,38,39,48
105,39,28,24,43,34,41,48,38
106,40,24,28,41,32,35,35,47
107,33,24,24,43,31,45,47,36
108,37,22,26,44,33,48,43,41
109,42,24,27,37,28,44,46,42
110,37,21,25,43,33,47,49,36
111,37,21,30,39,32,38,44,44
112,41,24,28,39,27,39,40,42
113,37,23,26,35,32,41,45,39
114,34,23,25,35,28,45,46,44
115,34,23,27,41,29,37,43,42
116,36,27,27,45,24,35,45,37
117,32,24,22,44,33,43,46,42
118,36,24,27,41,27,39,48,36
119,32,27,31,41,27,38,47,33
120,40,23,29,43,28,38,45,39
121,35,25,29,41,28,40,45,43
122,36,15,31,47,32,41,43,37
123,36,19,28,46,37,42,38,42
124,39,21,25,43,32,35,38,37
125,37,21,33,45,32,40,40,43
126,37,22,27,41,37,33,37,42
127,42,27,28,37,32,34,39,45
128,35,28,34,42,35,38,42,41
129,40,21,29,38,28,39,43,54
130,36,21,28,40,32,38,39,40
131,39,26,29,35,28,37,41,41
132,34,28,30,46,31,38,43,42
133,34,23,26,43,29,32,38,39
134,35,27,31,45,28,39,42,44
135,38,25,27,38,26,46,38,50
136,37,20,26,45,29,35,44,44
137,37,23,27,44,30,39,37,44
138,35,27,31,44,27,40,39,45
139,35,24,24,41,30,42,35,47
140,40,26,24,47,28,36,48,38
141,39,24,25,38,28,39,42,41
142,32,21,23,39,33,36,47,42
143,35,21,34,43,25,40,38,39
144,39,26,29,40,30,35,41,40
145,35,25,26,39,30,42,42,43
146,38,22,30,41,34,42,44,45
147,34,22,31,44,32,36,44,45
148,37,25,33,42,26,36,46,40
149,33,29,28,45,31,37,49,36
150,39,28,29,43,30,40,49,38
151,41,31,29,39,31,34,46,37
152,42,22,30,45,29,39,45,45
153,35,24,30,43,28,38,38,42
154,34,24,24,42,31,36,42,41
155,37,22,29,41,28,48,46,40
156,36,25,29,42,31,39,48,42
157,38,23,28,34,30,40,44,39
158,39,24,33,38,24,40,43,45
159,36,28,27,35,28,44,50,37
160,32,27,29,39,25,42,41,44
161,38,23,34,41,28,41,41,45
162,39,22,29,43,32,42,44,40
163,35,18,36,43,29,35,42,39
164,39,23,25,41,30,42,41,42
165,33,22,30,46,34,42,31,36
166,38,26,31,46,34,39,37,42
167,33,27,28,39,36,38,42,42
168,36,25,25,36,27,40,40,41
169,39,22,28,38,36,41,42,42
170,34,18,28,43,27,39,48,46
171,32,23,28,39,35,39,46,44
172,36,19,26,44,34,40,41,46
173,35,21,32,42,36,37,47,42
174,36,24,29,41,29,44,46,43
175,33,27,26,39,25,40,53,37
176,40,26,27,37,31,38,43,39
177,38,22,28,39,30,39,48,32
178,38,29,25,43,38,40,47,40
179,38,22,26,39,35,36,48,41
180,38,25,30,40,29,39,47,37
181,31,23,28,47,29,41,48,40
182,37,28,26,44,29,36,48,42
183,36,21,29,38,33,38,49,40
184,32,26,32,37,33,38,49,45
185,37,21,28,37,35,38,43,36
186,36,23,24,39,27,38,48,35
187,35,17,19,42,31,39,41,36
188,33,27,35,44,34,40,50,38
189,37,24,29,51,38,43,48,40
190,39,25,29,48,33,36,43,43
191,34,23,29,46,31,36,44,39
192,37,23,26,47,37,43,43,44
193,36,24,25,40,32,39,46,47
194,33,24,29,42,29,40,47,45
195,33,26,29,43,32,40,43,41
196,42,25,29,49,36,35,39,44
197,39,22,27,49,32,41,47,42
198,35,25,28,50,32,42,47,40
199,35,22,29,46,30,38,50,38
200,36,26,29,44,32,40,43,44
201,37,26,26,46,33,42,51,47
202,32,25,26,43,30,39,54,45
203,33,25,27,48,26,38,51,49
204,33,26,27,43,31,36,48,47
205,31,27,30,43,29,33,43,47
206,38,22,27,48,28,34,42,48
207,33,24,21,44,34,38,40,40
208,33,25,27,47,26,41,44,52
209,36,21,30,41,34,37,45,47
210,33,26,27,42,32,41,40,45
211,40,25,30,44,34,42,42,45
212,38,22,28,39,39,35,44,45
213,36,25,29,44,38,41,44,43
214,35,23,32,44,35,40,36,47
215,38,25,28,44,34,37,44,39
216,40,23,29,46,34,40,48,40
217,33,27,29,50,34,43,42,43
218,40,22,29,50,33,41,43,44
219,40,22,26,50,33,42,39,44
220,40,22,25,46,32,40,44,45
221,35,27,23,45,33,36,43,42
222,38,21,26,43,30,36,38,38
223,33,29,30,47,32,42,46,38
224,34,25,27,48,29,35,45,39
225,34,27,27,48,26,32,45,41
226,36,21,33,46,26,45,39,39
227,39,30,23,42,33,42,45,45
228,39,23,25,47,29,37,46,38
229,37,22,29,41,28,37,44,39
230,37,25,26,43,29,45,47,39
231,31,27,29,42,30,40,46,41
232,37,23,26,40,31,36,41,36
233,39,25,26,41,34,37,36,42
234,36,26,29,38,29,40,37,40
235,33,27,31,40,33,38,39,38
236,31,25,25,51,30,41,42,38
237,41,25,28,37,28,46,41,39
238,38,23,31,48,30,41,41,41
239,34,23,31,44,29,38,47,40
240,31,25,28,43,24,34,33,41
241,34,28,30,41,29,38,48,35
242,30,23,26,40,26,38,43,37
243,39,24,29,47,30,39,40,38
244,35,27,30,40,26,43,44,46
245,33,26,28,42,30,37,47,43
246,33,23,23,45,29,43,45,44
247,36,24,32,41,34,39,49,39
248,38,24,28,44,26,38,45,42
249,34,26,26,45,30,38,43,40
250,33,25,27,40,28,37,42,40
251,35,26,25,44,32,41,41,46
252,33,25,27,42,34,43,41,39
253,35,18,27,49,31,39,41,42
254,35,28,27,44,32,43,44,47
255,34,25,22,47,32,39,43,39
256,32,20,32,41,27,45,45,47
257,36,21,22,44,23,41,41,37
258,32,22,29,46,30,38,40,39
259,34,22,24,42,33,36,50,39
260,37,23,25,44,36,35,49,41
261,38,19,30,44,26,36,47,36
262,37,23,27,44,27,39,45,40
263,31,22,24,44,32,39,48,40
264,37,21,30,50,32,37,46,35
265,34,27,28,45,27,37,44,38
266,34,24,31,38,28,32,47,41
267,35,24,27,45,34,34,50,35
268,36,24,29,37,32,34,54,39
269,37,26,28,34,31,39,53,46
270,38,22,27,46,29,40,47,44
271,37,26,25,42,32,32,52,45
272,34,24,27,46,31,36,39,38
273,34,20,29,48,28,35,42,38
274,33,27,24,41,38,37,45,36
275,31,21,29,40,28,32,44,43
276,40,20,29,46,33,36,47,43
277,38,22,32,49,30,34,45,47
278,38,18,28,39,24,38,48,41
279,41,25,25,39,29,38,46,40
280,37,30,31,37,29,38,51,45
281,44,26,26,45,25,39,51,41
282,39,28,27,47,28,32,48,45
283,35,23,25,48,29,36,55,39
284,38,28,31,39,28,36,48,38
285,40,25,28,37,29,34,39,42
286,37,21,28,41,28,32,50,42
287,33,22,29,36,33,41,45,42
288,37,17,22,41,31,34,46,45
289,37,24,28,38,30,36,46,36
290,39,21,27,47,30,35,44,44
291,34,26,24,38,33,32,46,42
292,38,25,29,44,25,38,50,40
293,39,21,29,42,31,34,46,41
294,42,21,30,44,31,33,48,37
295,34,21,32,45,33,35,51,39
296,44,21,21,36,29,37,45,37
297,39,20,27,43,34,33,51,35
298,41,27,28,43,28,37,46,36
299,33,26,29,42,28,39,51,39
300,38,24,28,50,31,37,46,40
301,39,26,28,45,27,31,48,42
302,35,19,26,46,27,32,42,40
303,40,23,31,38,25,39,43,42
304,43,22,30,51,27,33,49,38
305,36,25,23,44,32,35,47,42
306,41,27,25,46,31,44,45,42
307,41,26,24,42,35,30,46,45
308,43,23,26,48,31,36,49,34
309,39,28,22,43,32,35,49,41
310,37,24,22,42,35,37,51,39
311,33,27,24,42,22,42,49,39
312,34,23,31,45,28,40,45,36
313,37,26,31,43,29,38,45,42
314,37,19,30,43,26,39,41,38
315,36,23,31,41,27,36,43,44
316,34,24,21,48,33,42,48,53
317,36,23,28,48,32,40,47,42
318,38,20,26,44,33,45,43,43
319,39,22,26,43,32,41,45,44
320,39,22,25,42,31,38,43,39
321,38,23,24,47,33,40,44,45
322,39,27,30,35,38,46,38,39
323,34,24,30,48,30,49,35,43
324,34,22,27,47,29,40,46,46
325,38,27,31,53,30,39,45,43
326,35,26,31,42,34,42,43,42
327,36,23,24,48,34,40,39,40
328,33,19,26,40,35,42,43,47
329,34,22,24,46,34,35,41,39
330,36,28,22,47,35,44,39,45
331,35,25,26,43,29,38,42,40
332,32,23,28,45,27,39,40,43
333,38,24,27,45,32,37,41,41
334,29,25,30,40,30,39,45,46
335,34,24,30,49,23,42,36,46
336,38,23,30,44,33,42,49,44
337,38,25,26,46,31,34,44,39
338,31,27,25,42,30,38,38,42
339,37,25,24,47,31,44,42,45
