NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.27272885,16.3702239,1429.70766345,1462.3506161999999
1,16.27272885,16.357999749999998,1424.5502647499998,1457.1809933499999
2,16.27272885,16.36336645,1428.1665260999998,1460.8026214
3,16.27272885,16.3630683,1433.66649915,1466.3025944499998
4,16.27272885,16.3636646,1434.6006031,1467.2369965499997
5,16.27272885,16.36277015,1445.3840922999996,1478.0195912999998
6,16.27272885,16.357999749999998,1435.88234995,1468.51307855
7,16.27272885,16.3678387,1435.8760888,1468.5166563499997
8,16.27272885,16.358894199999998,1424.2989243000002,1456.93054735
9,16.27272885,16.366347949999998,1438.7779827499999,1471.41705955
10,16.27272885,16.35919235,1439.1628944,1471.79511375
11,16.27272885,16.361279399999997,1448.5003560999996,1481.1346624999999
12,16.27272885,16.3672424,1441.7928755499997,1474.4331449499998
13,16.27272885,16.352633049999998,1438.16975675,1470.79511865
14,16.27272885,16.36396275,1434.3239199,1466.96090965
15,16.27272885,16.375888749999998,1433.3191544,1465.967772
16,16.27272885,16.3690313,1434.4038240999998,1467.0455842499998
17,16.27272885,16.367540549999998,1428.2237708999999,1460.8640402999997
18,16.27272885,16.360086799999998,1439.2481652999998,1471.8809809499999
19,16.27272885,16.35322935,1429.67307805,1462.29903625
20,16.27272885,16.3696276,1439.46253515,1472.1048916
21,16.27272885,16.367540549999998,1433.7285143499998,1466.36878375
22,16.27272885,16.3672424,1442.49949105,1475.13976045
23,16.27272885,16.3779758,1440.0358776,1472.68658225
24,16.27272885,16.370522049999998,1440.6256182999998,1473.2688692000002
25,16.27272885,16.378572099999996,1436.7374441499999,1469.3887451
26,16.27272885,16.37350355,1435.3337539499998,1467.97998635
27,16.27272885,16.366646099999997,1440.13873935,1472.7781142999997
28,16.27272885,16.38841105,1445.39154605,1478.0529840999998
29,16.27272885,16.3672424,1439.4133404,1472.05331165
30,16.27272885,16.3606831,1433.8218353,1466.45524725
31,16.27272885,16.364559049999997,1439.2949748499998,1471.93226275
32,16.27272885,16.373205399999996,1434.8260045,1467.4722368999999
33,16.27272885,16.37111835,1437.9899723,1470.63411765
34,16.27272885,16.3690313,1442.86383035,1475.5052923499998
35,16.27272885,16.36932945,1440.8885866,1473.5306449
36,16.27272885,16.3636646,1433.022197,1465.6585904499998
37,16.27272885,16.386324000000002,1442.9410512,1475.60010405
38,16.27272885,16.3767832,1431.6033011499999,1464.25311135
39,16.27272885,16.3648572,1439.0311120999997,1471.6686981499997
40,16.27272885,16.364559049999997,1436.4503256999997,1469.0879117499999
41,16.27272885,16.36575165,1442.12084055,1474.75932105
42,16.27272885,16.358297899999997,1424.7866976999999,1457.4177244500002
43,16.27272885,16.375888749999998,1434.3444922499996,1466.99310985
44,16.27272885,16.367540549999998,1445.6100900000001,1478.25065755
45,16.27272885,16.357999749999998,1437.7031519999998,1470.3338806
46,16.27272885,16.3678387,1431.21809135,1463.8589570499998
47,16.27272885,16.36396275,1427.76909215,1460.4060819
48,16.27272885,16.38602585,1438.0355892499997,1470.6946421
49,16.27272885,16.379168399999998,1446.1208209499998,1478.7727182
50,16.27272885,16.3690313,1431.9941757999998,1464.6362340999997
51,16.27272885,16.3714165,1445.9147993000001,1478.55894465
52,16.27272885,16.37350355,1429.2422513,1461.8887818499998
53,16.27272885,16.3618757,1442.83580425,1475.4704088
54,16.27272885,16.36813685,1418.9298390999998,1451.5707047999997
55,16.27272885,16.3654535,1431.0615626,1463.69974495
56,16.27272885,16.35024785,1434.1241594,1466.74743425
57,16.27272885,16.377081349999997,1445.7090757999997,1478.35918415
58,16.27272885,16.3672424,1444.6741971499998,1477.3141683999997
59,16.27272885,16.3594905,1434.9571904999998,1467.58940985
60,16.27272885,16.36396275,1435.1974994000002,1467.8344891499999
61,16.27272885,16.35978865,1420.81683045,1453.4496461
62,16.27272885,16.3654535,1441.33789865,1473.9760809999998
63,16.27272885,16.37827395,1442.4494018499997,1475.1007028
64,16.27272885,16.3726091,1449.4320748499997,1482.0777109499998
65,16.27272885,16.36515535,1432.3552354499998,1464.9931196499997
66,16.27272885,16.361279399999997,1422.7413887,1455.3756950999998
67,16.27272885,16.366347949999998,1427.7067787999997,1460.3461537499998
68,16.27272885,16.3594905,1444.1575031999998,1476.7897225499999
69,16.27272885,16.37171465,1436.02963605,1468.6743777
70,16.27272885,16.373205399999996,1439.4061848,1472.0524171999998
71,16.27272885,16.38185175,1443.3930465999997,1476.0476272
72,16.27272885,16.3839388,1445.6050214499999,1478.2616890999998
73,16.27272885,16.377081349999997,1434.79768025,1467.44749045
74,16.27272885,16.372907249999997,1435.29439815,1467.9400342499998
75,16.27272885,16.36873315,1434.20913215,1466.85059415
76,16.27272885,16.36694425,1441.2997354499998,1473.9397067
77,16.27272885,16.377081349999997,1437.93958495,1470.58939515
78,16.27272885,16.37409985,1443.9899429,1476.6367716
79,16.27272885,16.381255449999998,1440.63664985,1473.2906341499997
80,16.27272885,16.3690313,1433.3683491499999,1466.0101092999998
81,16.27272885,16.3678387,1439.4473295,1472.0881952
82,16.27272885,16.3678387,1444.2242888,1476.8651545
83,16.27272885,16.36098125,1436.1372682,1468.7709782999998
84,16.27272885,16.3672424,1448.6252809499997,1481.2652522
85,16.27272885,16.36575165,1451.66104425,1484.2998228999998
86,16.27272885,16.36873315,1438.95269865,1471.5944588
87,16.27272885,16.3779758,1438.5403572,1471.1910618499999
88,16.27272885,16.373205399999996,1438.2219329999998,1470.8681653999997
89,16.27272885,16.3577016,1433.165309,1465.7957394499997
90,16.27272885,16.3767832,1439.6062434499997,1472.2560536499996
91,16.27272885,16.37350355,1437.5925383499998,1470.23877075
92,16.27272885,16.38065915,1433.3579139,1466.0110037499996
93,16.27272885,16.37529245,1434.73149095,1467.3795122499998
94,16.27272885,16.3726091,1435.3450836499999,1467.99071975
95,16.27272885,16.37648505,1442.6112973,1475.26080935
96,16.27272885,16.3577016,1434.3364421999997,1466.96687265
97,16.27272885,16.372310949999996,1431.3251272,1463.970167

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.2485787,16.313873549999997,1393.8652630499996,1426.42741715
1,16.2485787,16.31864395,1392.4565043,1425.0237269499999
2,16.2485787,16.331464399999998,1396.87359655,1429.4533414999999
3,16.2485787,16.30791055,1394.5709840999998,1427.1271752
4,16.2485787,16.32281805,1401.15443425,1433.7258309999997
5,16.2485787,16.3183458,1403.9066569,1436.47328325
6,16.2485787,16.321923599999998,1402.3580658,1434.9285681000001
7,16.2485787,16.345477449999997,1404.6061167999999,1437.1998747999999
8,16.2485787,16.326395849999997,1392.9890002,1425.5636765999996
9,16.2485787,16.322221749999997,1405.0888216499998,1437.6596221
10,16.2485787,16.3290792,1406.4555412499997,1439.03319915
11,16.2485787,16.3362348,1413.5676113499999,1446.1524248499998
12,16.2485787,16.325203249999998,1395.4699063499997,1428.0433901499998
13,16.2485787,16.332656999999998,1410.31658375,1442.8978194499998
14,16.2485787,16.3320607,1401.7080987999998,1434.2887382
15,16.2485787,16.3535275,1401.5631978999998,1434.1653040999997
16,16.2485787,16.3320607,1399.7239105499998,1432.30454995
17,16.2485787,16.347564499999997,1399.9320192500002,1432.5281624499999
18,16.2485787,16.327290299999998,1408.5080058499998,1441.0838748499998
19,16.2485787,16.327290299999998,1401.59032955,1434.1661985499998
20,16.2485787,16.339216299999997,1403.6275884999998,1436.2153835
21,16.2485787,16.3416015,1404.8747499499998,1437.4649301499999
22,16.2485787,16.3165569,1394.2841638,1426.8492993999998
23,16.2485787,16.33712925,1411.1007182499998,1443.6864262
24,16.2485787,16.35561455,1411.8082282,1444.4124214499998
25,16.2485787,16.3427941,1404.5130940000001,1437.1041686499998
26,16.2485787,16.327290299999998,1399.0772232,1431.6530922
27,16.2485787,16.351738599999997,1408.4224368,1441.0227540999997
28,16.2485787,16.34070705,1410.0867101,1442.6756977
29,16.2485787,16.35919235,1410.88605025,1443.4938213
30,16.2485787,16.3577016,1409.9113978999999,1442.5176781999999
31,16.2485787,16.3195384,1396.2251203,1428.7929392499998
32,16.2485787,16.33772555,1408.89083045,1441.4771347
33,16.2485787,16.334744049999998,1401.6744078499999,1434.2577305999998
34,16.2485787,16.346371899999998,1406.40545205,1439.0001045
35,16.2485787,16.35978865,1411.0676235999997,1443.67599095
36,16.2485787,16.35084415,1416.1656904499998,1448.7651133
37,16.2485787,16.33951445,1402.0521639,1434.64025705
38,16.2485787,16.3296755,1404.2683128499998,1436.84656705
39,16.2485787,16.35322935,1398.98926895,1431.5910769999998
40,16.2485787,16.338918149999998,1408.0920866000001,1440.67958345
41,16.2485787,16.343092249999998,1406.0622814,1438.6536542
42,16.2485787,16.3374274,1409.63501285,1442.22101895
43,16.2485787,16.318047649999997,1391.5665265500002,1424.1331529
44,16.2485787,16.325203249999998,1398.2844423499998,1430.8582242999998
45,16.2485787,16.3457756,1413.5398834,1446.1339395499997
46,16.2485787,16.340110749999997,1406.4945988999998,1439.0832883499997
47,16.2485787,16.346371899999998,1409.4403209,1442.0352715
48,16.2485787,16.322221749999997,1392.30236075,1424.8731611999997
49,16.2485787,16.3296755,1399.6368507499997,1432.2151049499998
50,16.2485787,16.356807149999998,1414.74351495,1447.3486026499997
51,16.2485787,16.3433904,1399.3097802,1431.90145115
52,16.2485787,16.324010649999998,1406.0849408,1438.6575301499997
53,16.2485787,16.324010649999998,1397.8565970999998,1430.4294845999998
54,16.2485787,16.34189965,1413.7247363999998,1446.31521475
55,16.2485787,16.3499497,1391.3116083,1423.90983855
56,16.2485787,16.353825649999997,1402.00058395,1434.6029882999999
57,16.2485787,16.33772555,1402.5506707,1435.1366767999998
58,16.2485787,16.3296755,1406.7647227999998,1439.342977
59,16.2485787,16.3427941,1417.5040858,1450.0954586
60,16.2485787,16.33712925,1402.0110192,1434.5964289999997
61,16.2485787,16.340110749999997,1402.7334366500002,1435.3221261
62,16.2485787,16.326097700000002,1392.092165,1424.6668413999998
63,16.2485787,16.343092249999998,1413.2298073999998,1445.82147835
64,16.2485787,16.3469682,1415.1522786,1447.7478255
65,16.2485787,16.321327299999997,1412.6534834499998,1445.22338945
66,16.2485787,16.315960599999997,1391.1971187,1423.7613598500002
67,16.2485787,16.335936649999997,1395.01492945,1427.5994448
68,16.2485787,16.3302718,1393.80265155,1426.3812039
69,16.2485787,16.332358850000002,1413.6233653999998,1446.2043029499998
70,16.2485787,16.341005199999998,1405.8160094999998,1438.4055933999998
71,16.2485787,16.320731,1398.93440935,1431.50371905
72,16.2485787,16.3344459,1406.8541678,1439.43689425
73,16.2485787,16.345477449999997,1409.82940665,1442.4234628
