Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,1.7763568394002505e-14,-9.999999990384367e-05,9.999999997489795e-05,0.0,0.0,0.0,-34.92810000000005,-1.9524000000005657,-1.2434497875801753e-14,-0.0001000000002733259,13.06819999999998,-4.683924000000003,-36.88060000000144,8.384276000000128,-28.49632400000177
1,3.730349362740526e-14,-0.00010000000002463594,9.237055564881302e-14,0.0,0.0,0.0,-37.42410000000005,-4.527299999999457,2.6645352591003757e-14,-4.263256414560601e-13,14.814399999999893,-5.106844799999994,-41.95149999999997,9.707555199999963,-32.24394480000023
2,8.881784197001252e-15,-0.00010000000010990107,-4.973799150320701e-14,0.0,0.0,0.0,-31.052500000000073,-3.301200000000449,2.842170943040401e-14,4.547473508864641e-13,13.780899999999967,-4.452450479999999,-34.353799999999225,9.32844951999996,-25.025350479999034
3,1.5987211554602254e-14,9.999999992515995e-05,7.105427357601002e-15,0.0,0.0,0.0,-27.939099999999993,-7.221700000000936,-0.00010000000002108322,-7.602807272633072e-13,16.42770000000002,-4.452046559999996,-35.16080000000261,11.975653440000059,-23.18514656000255
4,2.3092638912203256e-14,0.0001000000001454282,-2.4868995751603507e-14,0.0,0.0,0.0,-34.79759999999994,-2.9642999999984596,9.999999999088516e-05,-2.1316282072803006e-14,14.903200000000105,-5.053964399999995,-37.761699999998626,9.849235600000174,-27.91246439999913
5,-7.105427357601002e-15,4.263256414560601e-14,-9.999999994292352e-05,0.0,0.0,0.0,-36.74939999999999,-2.969999999999658,-3.552713678800501e-14,0.00010000000006016307,13.066899999999833,-4.930572240000006,-39.719400000000405,8.13632775999989,-31.58307224000051
6,-3.375077994860476e-14,-4.263256414560601e-14,-3.552713678800501e-15,0.0,0.0,0.0,-32.14159999999995,-5.3570999999997895,-2.1316282072803006e-14,2.8066438062523957e-13,16.42739999999985,-4.608485999999998,-37.498700000000866,11.818913999999793,-25.6797860000013
7,-0.00010000000000331966,8.526512829121202e-14,-9.947598300641403e-14,0.0,0.0,0.0,-33.70149999999999,-4.615600000000228,-1.7763568394002505e-15,-3.126388037344441e-13,15.138499999999972,-4.930414560000001,-38.31719999999942,10.208085440000026,-28.109114559999384
8,7.105427357601002e-15,-0.00010000000001042508,4.263256414560601e-14,0.0,0.0,0.0,-31.939100000000025,-2.3611000000002633,-3.375077994860476e-14,-0.00010000000000331966,13.35050000000011,-4.774718880000004,-34.300400000000394,8.57578112000029,-25.724618880000328
9,-2.1316282072803006e-14,-2.1316282072803006e-14,-9.999999993226538e-05,0.0,0.0,0.0,-32.03370000000002,3.0739999999986054,9.999999996068709e-05,1.3500311979441904e-13,7.717300000000016,-4.9227206400000005,-28.9597000000021,2.794579360000178,-26.165120640001696
10,-0.00010000000002818865,5.684341886080802e-14,1.4210854715202004e-14,0.0,0.0,0.0,-32.38460000000005,2.601100000001452,-1.5987211554602254e-14,-2.984279490192421e-13,7.618000000000023,-4.384154160000001,-29.78359999999853,3.233845840000086,-26.549754159998216
11,1.7763568394002505e-15,-8.526512829121202e-14,3.552713678800501e-15,0.0,0.0,0.0,-31.588299999999933,0.5451000000015256,1.7763568394002505e-15,0.00010000000016674448,9.549500000000009,-4.252854959999995,-31.043099999998446,5.296645039999895,-25.74645495999855
12,0.00010000000001753051,6.394884621840902e-14,0.00010000000008858478,0.0,0.0,0.0,-35.675699999999935,3.965999999999511,-2.1316282072803006e-14,1.4921397450962104e-13,10.184100000000129,-4.827132719999994,-31.70950000000046,5.356967280000028,-26.352532720000205
13,0.00010000000001042508,-5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,0.0,-34.53180000000002,8.260200000000296,-9.999999999799059e-05,-2.3447910280083306e-13,3.583399999999859,-4.5485726400000015,-26.27159999999938,-0.9651726399999703,-27.236772639999586
14,-0.00010000000002463594,9.999999989673825e-05,-7.105427357601002e-14,0.0,0.0,0.0,-35.4861000000001,1.4697000000003158,-0.00010000000002996501,-3.197442310920451e-14,10.950900000000157,-4.650665760000004,-34.016500000000434,6.300234240000282,-27.716265760000603
15,-2.1316282072803006e-14,9.999999996779252e-05,5.684341886080802e-14,0.0,0.0,0.0,-33.168900000000036,-0.20659999999931244,3.197442310920451e-14,4.405364961712621e-13,10.801100000000012,-4.540420800000007,-33.37539999999899,6.260679199999892,-27.114720799999326
16,-7.105427357601002e-15,9.237055564881302e-14,-7.105427357601002e-14,0.0,0.0,0.0,-32.904400000000074,-4.123999999998759,3.019806626980426e-14,-0.00010000000060017555,14.724099999999858,-4.517364240000001,-37.028499999999156,10.206735759999816,-26.821764239999112
17,-2.3092638912203256e-14,-3.552713678800501e-14,-2.842170943040401e-14,0.0,0.0,0.0,-31.03740000000004,-5.197699999998747,9.999999998733244e-05,7.176481631177012e-13,15.378800000000112,-4.492916639999995,-36.23499999999743,10.885883360000228,-25.349116639997654
