Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,13.4275,38.9197,40.6286,0.0,0.0,0.0,-5.8938,28.3712,12.1374,-75.9084,-15.8982,3.9481250399999994,51.682199999999995,-11.95007496,39.73212503999999
1,11.3819,32.8479,42.3561,0.0,0.0,0.0,-5.06,30.1736,12.1011,-76.5718,-16.7134,3.9454934399999995,47.22880000000001,-12.76790656,34.46089344000001
2,9.2011,41.7867,41.0512,0.0,0.0,0.0,-6.5377,30.6826,13.4897,-78.1826,-16.1925,3.8675131199999995,51.49100000000003,-12.324986879999999,39.16601312000003
3,13.0024,45.3751,44.0522,0.0,0.0,0.0,-6.2183,30.1437,11.3546,-76.9891,-17.2337,3.9887244,60.720600000000005,-13.244975599999998,47.47562440000001
4,12.4735,38.5643,41.3731,0.0,0.0,0.0,-5.0345,32.8543,10.3299,-78.6695,-17.397,3.9285496799999997,51.89110000000002,-13.468450319999999,38.42264968000002
5,13.713,44.3438,42.2626,0.0,0.0,0.0,-6.9661,29.7454,10.4875,-78.2302,-16.234,3.94459344,55.35600000000002,-12.289406560000002,43.06659344000002
6,11.7879,43.9763,38.7734,0.0,0.0,0.0,-6.3403,33.7642,13.1922,-79.5633,-17.3922,3.8250727199999996,55.59040000000002,-13.56712728,42.023272720000016
7,18.3993,41.9261,39.6115,0.0,0.0,0.0,-3.4255,31.6317,10.9715,-77.6525,-17.7011,3.9837866400000004,61.46209999999999,-13.71731336,47.744786639999994
8,7.6679,37.3541,37.9944,0.0,0.0,0.0,-2.3929,29.1945,11.4745,-76.0562,-16.8921,3.8952993599999997,45.236300000000014,-12.99680064,32.23949936000002
9,11.4245,43.7047,45.393,0.0,0.0,0.0,-6.3345,29.8485,14.409,-77.2927,-16.4155,3.9654446400000003,61.1525,-12.45005536,48.70244464
10,11.1331,48.3766,39.0669,0.0,0.0,0.0,-5.1966,34.3469,13.2292,-80.072,-17.0442,3.75596064,60.88409999999999,-13.28823936,47.595860639999984
11,10.3564,36.9341,40.046,0.0,0.0,0.0,-5.4147,29.2552,12.9863,-75.4035,-16.7554,3.91760568,48.75980000000001,-12.837794320000002,35.92200568000001
12,11.4627,49.0511,32.6133,0.0,0.0,0.0,-2.5709,28.6947,11.6955,-74.0068,-16.8457,3.8244160799999998,56.93960000000001,-13.021283920000002,43.91831608000001
13,18.3383,36.6387,37.9595,0.0,0.0,0.0,-2.3731,32.0698,13.4172,-78.5711,-16.4567,3.9550766399999997,57.479299999999995,-12.501623360000002,44.97767664
14,19.5187,44.2685,33.2467,0.0,0.0,0.0,-5.9193,32.6402,10.62,-79.0888,-17.9054,3.9296743199999997,55.28599999999999,-13.97572568,41.310274319999984
15,10.0819,45.2621,29.0275,0.0,0.0,0.0,-3.0897,29.4515,10.6924,-74.2629,-17.9938,3.81536712,47.162800000000004,-14.17843288,32.98436712
16,7.8992,39.018,42.4532,0.0,0.0,0.0,-6.3068,31.6354,12.93,-78.1429,-16.6123,3.8465747999999995,49.48610000000002,-12.765725200000002,36.720374800000016
17,11.03,36.5219,41.4721,0.0,0.0,0.0,-5.975,29.1433,11.1982,-75.0049,-17.3757,3.89219328,48.3856,-13.483506719999998,34.902093279999995
