Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,371.6854,1013.9892,771.1822,0.0,0.0,0.0,-986.0049,-8994.2001,478.0816,5391.8692,-1720.3704,52.97127192,-1953.3974000000007,-1667.39912808,-3620.7965280800004
1,391.2643,996.5188,783.9207,0.0,0.0,0.0,-978.9131,-9021.6625,458.7479,5371.3681,-1675.4359,53.67190608,-1998.7558,-1621.7639939199998,-3620.5197939199998
2,409.1898,993.7036,785.3826,0.0,0.0,0.0,-968.3022,-9150.4594,467.5354,5376.1706,-1587.8154,52.36751016,-2086.7796,-1535.44788984,-3622.2274898399996
3,408.0687,1042.6543,758.6251,0.0,0.0,0.0,-994.4005,-9074.7774,465.3834,5405.5574,-1651.897,54.39176208,-1988.889000000001,-1597.50523792,-3586.394237920001
4,432.2595,1011.7189,783.9037,0.0,0.0,0.0,-981.9889,-9026.403,456.8366,5347.8368,-1626.5998,53.3309724,-1975.8364000000001,-1573.2688276,-3549.1052276
5,391.4779,1022.5014,757.7309,0.0,0.0,0.0,-970.8236,-9055.064,473.2531,5384.8956,-1633.1934,53.986829039999996,-1996.0287000000008,-1579.2065709600001,-3575.235270960001
6,398.2626,981.8973,759.0984,0.0,0.0,0.0,-986.6815,-8964.696,467.1595,5390.4796,-1744.2829,53.62157592,-1954.4801000000007,-1690.66132408,-3645.141424080001
7,409.557,1033.5171,779.9408,0.0,0.0,0.0,-960.7359,-8955.0561,463.2551,5356.0249,-1742.4482,54.846989279999995,-1873.4970999999987,-1687.6012107200002,-3561.0983107199986
8,401.6266,1016.7165,780.1416,0.0,0.0,0.0,-975.5316,-8963.9239,470.4371,5375.092,-1735.7318,54.16650936,-1895.4417000000003,-1681.56529064,-3577.0069906400004
9,353.6594,1039.9181,758.7377,0.0,0.0,0.0,-972.1804,-8942.1152,454.4613,5357.167,-1733.2985,55.25431848,-1950.3521,-1678.0441815200002,-3628.39628152
10,380.487,1066.7694,774.0382,0.0,0.0,0.0,-986.1585,-8932.1294,458.6347,5345.9223,-1740.453,55.036472399999994,-1892.4363000000003,-1685.4165275999999,-3577.8528276
