,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,6.947,18.3469,17.2862,0.0,0.0,0.0,-4.4061,-38.077,10.2157,56.3672,-16.1856,2.737746,66.6799,-13.447854,53.232046
1,9.0427,20.0663,13.8522,0.0,0.0,0.0,-4.436,-40.0407,9.6041,57.036,-14.7662,2.7212472,65.1246,-12.0449528,53.0796472
2,8.7725,20.5776,15.4496,0.0,0.0,0.0,-4.0251,-42.6323,11.3318,57.8149,-12.5642,2.7490932,67.289,-9.8151068,57.473893200000006
3,10.2306,25.4119,10.7807,0.0,0.0,0.0,-2.7392,-43.6863,8.234,57.2668,-13.175999999999998,2.73807,65.49849999999999,-10.43793,55.06056999999999
4,6.4906,28.7909,16.8543,0.0,0.0,0.0,-4.9258,-47.1587,9.4575,60.5083,-13.4161,2.70909504,70.0171,-10.70700496,59.31009504
5,8.0526,19.4097,21.5808,0.0,0.0,0.0,-2.2889,-44.4356,10.5295,58.5759,-12.2827,2.72039688,71.42399999999998,-9.56230312,61.86169688
6,7.1392,19.7298,22.3857,0.0,0.0,0.0,-3.4774,-43.4936,8.5019,57.538000000000004,-13.9859,2.74821696,68.3236,-11.23768304,57.08591696
7,9.2641,21.9867,20.5782,0.0,0.0,0.0,-3.3585,-42.695,9.7867,56.318999999999996,-13.2277,2.75831208,71.88119999999998,-10.46938792,61.41181208
8,8.2009,26.6257,16.1253,0.0,0.0,0.0,-2.0847,-41.254,11.4418,57.6511,-13.6925,2.76259968,76.70609999999998,-10.929900320000002,65.77619967999999
9,8.047,23.2415,12.6273,0.0,0.0,0.0,-3.3987,-45.7887,8.3958,61.0106,-13.0316,2.72113272,64.1348,-10.31046728,53.82433272
10,5.9014,29.163,14.0083,0.0,0.0,0.0,-3.7866,-44.7629,8.7065,59.3158,-13.2169,2.79675936,68.5455,-10.42014064,58.12535936
11,9.5977,24.0667,17.5031,0.0,0.0,0.0,-4.7985,-42.3307,7.7413,57.9588,-13.4294,2.74952808,69.7384,-10.67987192,59.05852808
12,9.335,30.6312,11.0896,0.0,0.0,0.0,-3.359,-45.5797,8.0827,60.0713,-13.4982,2.7582804,70.2711,-10.7399196,59.5311804
13,6.4998,24.2318,12.3125,0.0,0.0,0.0,-4.438,-44.7881,9.8651,61.5074,-13.8075,2.73857688,65.1905,-11.06892312,54.12157688
14,10.0173,21.0145,15.5207,0.0,0.0,0.0,-0.0587,-46.5414,7.5524,61.106,-12.8345,2.7341712,68.6108,-10.1003288,58.510471200000005
15,9.5109,19.3226,22.7748,0.0,0.0,0.0,-2.7251,-44.8725,9.7618,58.4353,-12.6695,2.75496984,72.20779999999998,-9.91453016,62.29326984
16,8.4067,23.8703,13.83,0.0,0.0,0.0,-4.0065,-48.7744,9.9459,63.2003,-12.749,2.76261768,66.47229999999999,-9.98638232,56.48591767999999
17,10.7159,28.7568,13.5279,0.0,0.0,0.0,-4.0476,-45.5922,7.975,60.0255,-12.4627,2.74109472,71.3613,-9.72160528,61.63969472
18,6.3738,28.9845,13.7241,0.0,0.0,0.0,-5.1122,-44.1115,8.5771,58.1041,-13.5709,2.75032008,66.5399,-10.82057992,55.71932008
19,8.8118,27.5035,12.1669,0.0,0.0,0.0,-5.1267,-43.2657,6.955,57.7671,-14.2385,2.79801216,64.8119,-11.44048784,53.37141215999999
20,11.5954,33.5719,14.3063,0.0,0.0,0.0,-1.6773,-39.0462,9.7032,56.536,-16.0966,2.7686484,84.9893,-13.3279516,71.66134840000002
21,9.7012,19.3788,14.1398,0.0,0.0,0.0,-5.3444,-38.4303,9.1091,55.5585,-15.1039,2.763612,64.1127,-12.340288000000001,51.77241200000001
22,12.0923,23.7757,15.2291,0.0,0.0,0.0,-2.9668,-41.4712,7.2706,56.6996,-14.2253,2.76960816,70.6293,-11.45569184,59.17360815999999
23,6.6883,25.2698,12.2306,0.0,0.0,0.0,-3.5322,-45.9712,9.2149,60.0164,-12.6315,2.74427352,63.9166,-9.88722648,54.02937351999999
24,13.0158,19.7932,15.5312,0.0,0.0,0.0,-2.9489,-47.1545,8.5958,61.0966,-12.7721,2.75173416,67.9292,-10.02036584,57.90883415999999
25,7.3834,24.4758,11.5628,0.0,0.0,0.0,-3.2782,-42.8717,8.824,57.4795,-13.6648,2.74964832,63.5756,-10.91515168,52.66044832
26,10.2397,25.303,13.8682,0.0,0.0,0.0,-3.3303,-47.7074,8.7903,62.6561,-12.8173,2.72597976,69.8196,-10.09132024,59.72827975999999
27,11.9633,30.0788,10.6449,0.0,0.0,0.0,-3.136,-47.4104,9.9088,61.4862,-13.2993,2.73469176,73.53559999999997,-10.56460824,62.97099175999998
28,10.5878,30.9342,13.4949,0.0,0.0,0.0,-2.5568,-44.6941,8.7387,59.3485,-13.1806,2.73988512,75.8532,-10.44071488,65.41248512
29,7.9298,22.406999999999996,19.8123,0.0,0.0,0.0,-3.0798,-40.3091,10.8885,55.9507,-13.7896,2.70639288,73.5994,-11.08320712,62.51619288000001
30,12.3065,23.3629,12.1643,0.0,0.0,0.0,-4.3253,-43.3468,9.4639,56.7019,-13.3229,2.7282096,66.3274,-10.5946904,55.73270959999999
31,7.1979999999999995,24.8581,12.2895,0.0,0.0,0.0,-6.0135,-40.3087,9.2957,53.8629,-13.4236,2.70840888,61.181999999999995,-10.71519112,50.46680888
32,10.424000000000001,26.0281,13.5466,0.0,0.0,0.0,-5.5194,-40.1446,8.0722,55.6845,-13.7783,2.75148504,68.09140000000001,-11.02681496,57.06458504
33,7.2964,18.8888,18.5344,0.0,0.0,0.0,-4.0692,-43.4544,9.2889,56.5268,-13.1916,2.7784944,63.0117,-10.4131056,52.5985944
34,9.2068,24.4163,8.919,0.0,0.0,0.0,-4.2212,-46.6769,8.3787,63.5124,-13.9456,2.76164064,63.53510000000001,-11.18395936,52.35114064000001
35,9.1561,23.015,19.5548,0.0,0.0,0.0,-2.9707,-49.1604,10.7654,62.9423,-12.6079,2.7942336,73.30250000000002,-9.8136664,63.48883360000001
36,8.4637,28.5109,12.0291,0.0,0.0,0.0,-4.9336,-38.4011,8.4132,54.1968,-15.1346,2.74634496,68.279,-12.38825504,55.89074496
37,8.8877,26.115,16.2666,0.0,0.0,0.0,-4.7365,-40.1809,9.1538,55.2323,-14.0262,2.71955736,70.738,-11.30664264,59.43135736
38,8.4453,24.5567,10.7937,0.0,0.0,0.0,-5.1275,-41.4189,9.35,55.6404,-13.3572,2.68766496,62.2397,-10.66953504,51.57016496
39,8.372,27.9028,16.7503,0.0,0.0,0.0,-4.2479,-40.6456,10.5888,54.5551,-14.2816,2.70340848,73.2755,-11.57819152,61.69730848
40,7.0916,18.6781,14.1882,0.0,0.0,0.0,-2.314,-45.9881,10.1311,60.84,-12.814,2.74631976,62.626900000000006,-10.06768024,52.55921976000001
41,12.4509,17.6865,24.0758,0.0,0.0,0.0,-2.7011,-42.8278,10.4975,56.3155,-12.1237,2.72069352,75.4973,-9.40300648,66.09429352
42,8.6753,21.9851,21.393,0.0,0.0,0.0,-4.1565,-46.958,9.8386,61.2004,-12.7465,2.70235584,71.9779,-10.044144159999998,61.93375584000001
43,7.4076,33.0883,8.4147,0.0,0.0,0.0,-4.9002,-46.1405,7.7621,60.3961,-13.6579,2.73781728,66.0281,-10.92008272,55.10801728
44,6.8935,24.6379,14.1617,0.0,0.0,0.0,-3.0780000000000003,-40.6717,9.4687,55.611000000000004,-13.5581,2.73475224,67.0231,-10.82334776,56.19975224
45,19.9841,22.8852,12.8504,0.0,0.0,0.0,-4.7817,-38.9482,7.184,53.8362,-15.155999999999999,2.64091536,73.01,-12.51508464,60.49491536000001
46,8.2681,17.4318,13.2097,0.0,0.0,0.0,-3.9572,-39.525,8.0751,55.1327,-15.7052,2.66479776,58.6352,-13.04040224,45.59479776
47,11.6446,26.1636,10.5289,0.0,0.0,0.0,-4.2776,-40.0156,8.2067,53.9523,-14.3782,2.63916144,66.2029,-11.73903856,54.46386144
48,5.8321,20.6752,11.1587,0.0,0.0,0.0,-4.9324,-40.4996,9.76,57.7547,-15.1974,2.630466,59.74869999999999,-12.566934,47.18176599999999
49,5.1149,25.1487,13.7685,0.0,0.0,0.0,-5.0254,-39.3271,10.3519,54.7097,-15.3841,2.74543992,64.74119999999999,-12.63866008,52.10253991999999
50,16.9088,21.0334,17.1356,0.0,0.0,0.0,-4.5274,-45.4743,8.0144,61.7934,-14.0189,2.72482272,74.8839,-11.29407728,63.58982272
51,7.2064,25.6495,13.0631,0.0,0.0,0.0,-3.673,-39.4572,10.4297,55.2035,-14.7956,2.6741988,68.422,-12.1214012,56.3005988
