,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,390.8404,1073.883,1699.0855,0.0,0.0,0.0,-790.5971,-10945.126,473.3219,5446.723000000001,-2180.4902,81.59347872000002,-2651.8692999999994,-2098.8967212800007,-4750.766021279999
1,382.1972,990.5518,1714.2356,0.0,0.0,0.0,-765.5044,-10908.0637,457.0062,5434.3483,-2193.609,85.22781264,-2695.2290000000007,-2108.38118736,-4803.610187360002
2,401.6888,1014.791,1720.7695,0.0,0.0,0.0,-773.5915,-11047.5814,472.2423,5452.0484,-2108.5367,83.30160888,-2759.6328999999987,-2025.23509112,-4784.86799112
3,389.7575,1014.1886,1684.8529999999998,0.0,0.0,0.0,-739.0437,-11200.6289,474.2865,5399.0206,-2011.4072,83.18871216000002,-2977.5664,-1928.21848784,-4905.784887839999
4,410.7222,1052.6685,1708.3837,0.0,0.0,0.0,-751.3591,-11085.8841,458.5858,5356.1175,-2060.6483,83.24621496,-2850.7654999999977,-1977.40208504,-4828.167585039998
5,393.9187,1017.1341,1698.0302,0.0,0.0,0.0,-758.921,-11008.3274,468.3489,5401.7097,-2163.7165,84.97434384,-2788.1068000000014,-2078.74215616,-4866.848956160002
6,366.9044,1040.7141,1676.4841,0.0,0.0,0.0,-777.0064,-11095.3697,486.8681,5381.0017,-2003.2781,80.63209008,-2920.4037,-1922.64600992,-4843.04970992
7,369.2537,1029.0696,1684.0767,0.0,0.0,0.0,-774.4824,-11069.4869,475.7666,5376.4811,-2044.0729999999999,81.39039984,-2909.321599999999,-1962.68260016,-4872.004200159999
8,388.4423,991.7161,1683.2335,0.0,0.0,0.0,-844.3907,-10855.844,473.4736,5389.3918,-2225.6265,83.11548816,-2773.977399999998,-2142.51101184,-4916.488411839999
9,396.9327,1029.5542,1692.0419,0.0,0.0,0.0,-768.2821,-10982.5107,476.9742,5373.3717,-2221.3021,82.59390216,-2781.9181000000012,-2138.70819784,-4920.626297840002
10,403.2393,996.9855,1685.5955,0.0,0.0,0.0,-776.0508,-10830.2443,478.5823,5341.161999999999,-2178.8596,82.68430824,-2700.7305,-2096.17529176,-4796.9057917599985
11,389.0034,1030.506,1717.2179,0.0,0.0,0.0,-780.2836,-11157.9987,482.0444,5444.1111,-2208.9634,85.9898196,-2875.3994999999995,-2122.9735804,-4998.3730804
12,391.042,1003.7255,1708.1928,0.0,0.0,0.0,-754.7795,-10912.056999999999,491.8609,5406.1677,-2184.6003,83.810052,-2665.847600000001,-2100.790248,-4766.637848000001
13,377.9198,1004.0361,1689.0033,0.0,0.0,0.0,-783.9695,-11027.7528,479.5758,5406.0913,-2066.5929,81.25070831999999,-2855.0959999999995,-1985.34219168,-4840.438191679998
14,375.5546,992.1264,1684.0408,0.0,0.0,0.0,-765.4435,-10981.6988,477.48199999999997,5384.9073,-2201.2551,85.8107196,-2833.031200000001,-2115.4443804000002,-4948.4755804
15,391.1183,1009.09,1707.2135,0.0,0.0,0.0,-747.9167,-11035.431999999999,482.0053,5399.823,-2200.3454,83.24106048,-2794.0985999999994,-2117.10433952,-4911.20293952
16,403.0817,1011.5739,1679.6875,0.0,0.0,0.0,-706.6465,-11377.7503,476.0095,5436.2565,-2012.5446,82.10374272,-3077.7877,-1930.44085728,-5008.22855728
17,394.1809,1049.5647,1707.5267,0.0,0.0,0.0,-726.5628,-11195.9985,464.58099999999996,5404.2586,-2101.3131,84.53596248,-2902.4494000000004,-2016.77713752,-4919.22653752
18,379.339,1026.8277,1706.9306,0.0,0.0,0.0,-755.5242,-11389.8155,493.211,5444.6379,-1931.7141,81.57765168,-3094.393500000002,-1850.13644832,-4944.5299483200015
19,392.6855,1025.2160000000001,1723.76,0.0,0.0,0.0,-796.5185,-11240.6839,487.6033,5444.4796,-1981.7199,81.21901824,-2963.458,-1900.50088176,-4863.95888176
20,368.8384,1009.1643,1689.3005,0.0,0.0,0.0,-723.8438,-11216.8678,482.1209,5427.6584,-2119.2631,83.3873328,-2963.6291,-2035.8757672,-4999.5048672
21,389.4476,1006.9543,1705.5124,0.0,0.0,0.0,-778.1096,-11170.0226,492.0898,5403.9296,-2164.6136,85.18033224,-2950.1984999999995,-2079.43326776,-5029.631767759999
22,357.3921,1054.3937,1685.6217,0.0,0.0,0.0,-752.817,-11173.0285,472.5804,5400.9344,-2062.0873,83.83157064,-2954.9231999999993,-1978.2557293600007,-4933.17892936
