Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,2.6645352591003757e-15,1.0302869668521453e-13,0.00010000000017207356,0.0,0.0,0.0,-39.48829999999996,-19.04220000000071,3.552713678800501e-14,-1.9895196601282805e-13,46.52319999999994,-31.059899999999956,46.672499999999964,-58.530400000000725,62.135799999999946,3.6053999999992143
1,0.00010000000004595222,-2.842170943040401e-14,-3.552713678800501e-15,0.0,0.0,0.0,-37.223300000000066,-18.073100000000345,4.085620730620576e-14,-5.684341886080802e-14,43.556000000000104,-30.64409999999993,45.93019999999995,-55.29630000000087,58.84210000000001,3.545799999999595
2,2.042810365310288e-14,-1.1723955140041653e-13,9.999999979726226e-05,0.0,0.0,0.0,-31.79360000000008,-13.180299999999441,-1.5987211554602254e-14,2.5579538487363607e-13,32.4439999999999,-30.299199999999907,44.994800000000026,-44.97379999999907,47.13960000000013,2.165800000000843
3,-9.999999999976694e-05,1.2789769243681803e-13,1.2434497875801753e-14,0.0,0.0,0.0,-37.416099999999986,-14.860299999998567,-0.00010000000001575415,-0.00010000000008858478,40.10779999999994,-30.365400000000058,47.15769999999991,-52.27669999999932,56.90009999999968,4.623400000000366
4,8.881784197001252e-15,-7.815970093361102e-14,9.999999990562003e-05,0.0,0.0,0.0,-37.615999999999985,-20.629299999999738,4.085620730620576e-14,-1.3500311979441904e-13,54.960600000000085,-29.64720000000017,45.56829999999996,-58.24520000000027,70.8817000000001,12.63649999999938
5,3.019806626980426e-14,-7.105427357601002e-15,-9.999999990739639e-05,0.0,0.0,0.0,-32.01850000000002,-19.35250000000027,1.7763568394002505e-15,4.618527782440651e-13,50.898700000000034,-30.880400000000108,43.856799999999915,-51.37109999999829,63.87509999999984,12.504000000000865
6,-2.6645352591003757e-15,1.4210854715202004e-14,1.1013412404281553e-13,0.0,0.0,0.0,-33.752300000000034,-18.837199999999278,-1.7763568394002505e-14,-2.0605739337042905e-13,58.042300000000125,-30.61580000000003,44.44720000000003,-52.589499999999404,71.87370000000013,19.284200000000276
7,-9.999999999621423e-05,2.1316282072803006e-14,7.815970093361102e-14,0.0,0.0,0.0,-32.7618,-22.91620000000033,3.552713678800501e-14,-0.00010000000032306389,51.19309999999998,-29.618900000000004,44.86440000000002,-55.67819999999932,66.4386,10.7604000000009
8,-2.3092638912203256e-14,2.842170943040401e-14,1.4033219031261979e-13,0.0,0.0,0.0,-28.743200000000087,-18.907500000000297,2.4868995751603507e-14,0.00010000000064280812,38.568399999999855,-29.33520000000003,42.332900000000095,-47.65059999999934,51.56609999999992,3.9155000000001223
9,5.5067062021407764e-14,8.881784197001252e-14,-1.509903313490213e-13,0.0,0.0,0.0,-31.68989999999998,-21.366000000001385,-1.0658141036401503e-14,-0.00010000000012411192,53.15889999999999,-30.97020000000009,42.15879999999997,-53.05600000000037,64.34749999999987,11.29149999999973
