Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,5.2125,25.0417,12.846,0.0,0.0,0.0,-2.1207,41.0741,9.7397,-170.1266,-18.1598,26.6421,-27.4002,-78.3333,-18.917900000000003,-97.2512
1,4.7325,22.0069,11.1626,0.0,0.0,0.0,-0.7076,40.2179,10.3986,-169.6875,-18.477,26.4295,-27.0306,-81.8766,-19.0781,-100.9547
2,8.3111,23.2856,11.843,0.0,0.0,0.0,-1.8101,39.336,9.8948,-165.7146,-17.9478,26.5098,-26.7051,-74.85419999999999,-18.143100000000004,-92.9973
3,8.5892,22.3437,5.6237,0.0,0.0,0.0,-0.8426,39.9945,9.929,-164.084,-19.2884,26.4909,-27.3491,-78.4465,-20.1466,-98.59309999999999
4,3.6974,22.3277,14.6872,0.0,0.0,0.0,-2.5383,41.0304,10.6197,-168.8348,-19.0579,26.7508,-27.1984,-79.01070000000001,-19.505499999999998,-98.51620000000003
5,11.8891,27.1757,10.419,0.0,0.0,0.0,-0.6375,39.7325,8.9819,-168.833,-17.9666,26.6468,-27.3066,-71.2723,-18.6264,-89.8987
6,5.8454,26.9756,7.9034,0.0,0.0,0.0,-0.9912,40.292,9.4111,-165.4405,-18.4205,26.5476,-27.2133,-76.00419999999998,-19.0862,-95.09039999999999
7,4.5043,23.8853,12.2452,0.0,0.0,0.0,-2.1256,39.4388,9.9003,-164.8469,-18.8992,26.6279,-26.9409,-76.9986,-19.2122,-96.21079999999999
8,6.3784,27.5827,9.3384,0.0,0.0,0.0,0.0515,41.2898,11.5924,-171.703,-19.4561,26.231,-26.9718,-75.4698,-20.1969,-95.66670000000002
9,7.3133,25.3404,10.4827,0.0,0.0,0.0,-2.4317,40.1058,11.8249,-167.239,-19.0502,26.661,-26.9901,-74.6036,-19.3793,-93.9829
10,10.8353,22.4586,9.0235,0.0,0.0,0.0,-2.4674,41.3519,9.6805,-168.3582,-18.9159,26.5901,-26.9896,-77.47580000000002,-19.3154,-96.7912
11,7.5345,22.8678,16.4614,0.0,0.0,0.0,-2.93,41.0728,10.7236,-168.4986,-19.0207,26.7791,-26.9091,-72.7685,-19.1507,-91.9192
12,6.977,26.2306,15.8338,0.0,0.0,0.0,-2.3738,41.6106,11.2045,-170.8678,-20.2181,26.6657,-27.0412,-71.3851,-20.5936,-91.97869999999999
13,8.2169,26.6791,9.9928,0.0,0.0,0.0,-2.241,40.2658,11.0714,-166.3911,-18.5425,26.4956,-27.0695,-72.4061,-19.116400000000002,-91.52250000000001
14,10.0793,24.874,14.7567,0.0,0.0,0.0,-2.3278,40.8617,8.9563,-166.9407,-19.3467,26.6657,-27.0895,-69.7405,-19.7705,-89.511
15,3.1256,24.2605,8.5028,0.0,0.0,0.0,-0.7202,39.2978,11.114,-165.4725,-18.6186,26.4342,-27.1086,-79.892,-19.293,-99.18499999999999
16,6.0286,28.6907,11.1499,0.0,0.0,0.0,-2.7852,39.8994,12.4901,-164.8444,-18.6585,26.6515,-27.0976,-69.37090000000002,-19.1046,-88.47550000000003
17,4.94,20.7517,15.3183,0.0,0.0,0.0,-2.2091,41.2814,10.1797,-169.903,-18.4622,26.6799,-27.1617,-79.64099999999999,-18.944,-98.58499999999998
18,8.8774,24.3691,17.1631,0.0,0.0,0.0,-3.2124,40.0402,9.6465,-163.311,-20.0094,26.9067,-26.7641,-66.42710000000001,-19.866799999999998,-86.29390000000001
19,6.5798,25.4435,12.2603,0.0,0.0,0.0,-2.6965,41.9811,11.5582,-171.0177,-19.6747,26.6185,-27.0748,-75.8913,-20.131,-96.0223
20,5.4537,24.8977,10.5663,0.0,0.0,0.0,-2.6315,40.2317,10.0856,-164.5674,-18.706,26.8831,-27.1949,-75.9639,-19.0178,-94.9817
21,8.0039,27.1082,15.4515,0.0,0.0,0.0,-2.4139,40.5848,9.1966,-168.9456,-18.7091,26.7413,-27.1444,-71.01450000000001,-19.1122,-90.12670000000001
22,9.2394,23.3278,12.1806,0.0,0.0,0.0,-1.9925,41.016,8.893,-169.691,-18.4074,26.524,-27.2331,-77.0267,-19.1165,-96.14320000000001
23,6.1593,24.4995,11.9657,0.0,0.0,0.0,0.9455,38.8959,10.6605,-163.5684,-20.3376,26.6137,-26.8476,-70.442,-20.571499999999997,-91.0135
24,6.0522,22.2549,17.5735,0.0,0.0,0.0,-0.5435,39.3914,9.1846,-167.2339,-18.161,26.5192,-27.1841,-73.3208,-18.8259,-92.14670000000001
25,6.0446,26.6863,15.4116,0.0,0.0,0.0,-2.0695,41.6351,11.2853,-171.48,-17.3768,26.5712,-27.1411,-72.48659999999998,-17.9467,-90.43329999999997
26,6.8526,22.9382,10.2845,0.0,0.0,0.0,-2.8641,40.0229,8.3199,-165.321,-19.9791,27.1902,-27.1049,-79.767,-19.8938,-99.6608
27,7.0658,24.6278,9.5525,0.0,0.0,0.0,-2.5122,40.7127,9.4233,-166.936,-18.9948,26.6846,-26.8693,-78.06610000000002,-19.1795,-97.24560000000001
28,4.6227,25.5109,19.6168,0.0,0.0,0.0,-3.014,42.2766,10.0405,-173.0488,-18.9289,26.8122,-26.9274,-73.9953,-19.044099999999997,-93.0394
29,10.6256,22.6805,9.1709,0.0,0.0,0.0,-2.5475,40.9097,9.6121,-169.764,-17.5463,26.5759,-27.0411,-79.3127,-18.011499999999998,-97.3242
