Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-3.375077994860476e-14,7.460698725481052e-14,1.1723955140041653e-13,0.0,0.0,0.0,-33.48340000000001,2.5171000000007098,-4.973799150320701e-14,-3.410605131648481e-13,18.782099999999996,-24.8607,44.19020000000006,-30.966299999999023,38.11160000000005,7.145300000001242
1,-4.263256414560601e-14,8.881784197001252e-14,-4.263256414560601e-14,0.0,0.0,0.0,-32.29670000000008,-3.5121000000000606,4.973799150320701e-14,-9.999999940646376e-05,21.20070000000004,-23.221099999999943,40.68380000000005,-35.808899999999596,38.663400000000145,2.8545000000005416
2,3.375077994860476e-14,-0.00010000000004950493,-1.9895196601282805e-13,0.0,0.0,0.0,-35.42599999999996,-8.858600000000592,-1.0658141036401503e-14,2.2737367544323206e-13,25.74970000000003,-24.80409999999982,39.73020000000002,-44.284699999999646,40.67580000000011,-3.6088999999993234
3,-2.1316282072803006e-14,6.039613253960852e-14,-0.00010000000012055921,0.0,0.0,0.0,-33.825899999999976,-4.606799999999424,1.0658141036401503e-14,0.0001000000004296453,22.101600000000108,-23.878000000000036,41.08700000000002,-38.43269999999899,39.31060000000021,0.87790000000075
4,7.105427357601002e-15,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,0.0,-33.699300000000044,-2.3621999999995182,-3.197442310920451e-14,9.999999986121111e-05,19.38750000000009,-25.82459999999991,41.73389999999998,-36.06140000000005,35.29680000000005,-0.7646000000004562
5,-0.0001000000000015433,-9.237055564881302e-14,-2.4868995751603507e-14,0.0,0.0,0.0,-33.48610000000008,-4.441700000000338,0.0,-7.389644451905042e-13,21.353500000000093,-24.407099999999986,41.300499999999985,-37.92790000000139,38.24690000000021,0.3189999999988231
6,2.1316282072803006e-14,1.0302869668521453e-13,6.927791673660977e-14,0.0,0.0,0.0,-34.69969999999996,1.0016999999997154,-1.4210854715202004e-14,5.684341886080801e-13,19.68889999999996,-25.947499999999877,43.15580000000004,-33.69799999999992,36.897200000000126,3.199200000000417
7,-1.5987211554602254e-14,-7.460698725481052e-14,-0.00010000000005305765,0.0,0.0,0.0,-33.65369999999999,-5.240099999999529,3.197442310920451e-14,1.1368683772161603e-13,22.71000000000017,-25.248199999999954,42.51449999999995,-38.89389999999912,39.97630000000005,1.0824000000013996
8,-5.329070518200751e-15,-9.999999995713438e-05,3.907985046680551e-14,0.0,0.0,0.0,-31.36759999999997,-4.731200000000911,4.618527782440651e-14,-1.1368683772161603e-13,17.72729999999986,-22.606899999999932,41.02700000000005,-36.09890000000212,36.14740000000009,0.04849999999819943
9,-3.552713678800501e-15,-7.460698725481052e-14,3.907985046680551e-14,0.0,0.0,0.0,-28.84369999999995,-4.361400000000486,0.0001000000000015433,0.00010000000054333213,19.094400000000157,-25.167900000000003,41.4117,-33.204899999999014,35.33820000000004,2.133300000001242
10,-1.9539925233402755e-14,0.0,1.9895196601282805e-13,0.0,0.0,0.0,-31.51330000000002,-2.53620000000015,1.7763568394002505e-14,-0.00010000000025911504,18.725600000000057,-23.9534999999999,40.18880000000006,-34.049600000000055,34.96090000000044,0.9113000000003808
11,-1.4210854715202004e-14,-5.684341886080802e-14,-1.7408297026122455e-13,0.0,0.0,0.0,-31.17639999999993,1.45209999999895,2.4868995751603507e-14,0.0,15.960999999999885,-24.0810999999999,40.08490000000003,-29.724300000001648,31.964799999999904,2.240499999998235
12,-7.105427357601002e-15,-1.1368683772161603e-13,6.217248937900877e-14,0.0,0.0,0.0,-28.328999999999954,-6.445100000001247,-9.999999999266151e-05,2.8421709430404007e-13,20.124400000000183,-22.559599999999968,38.81070000000007,-34.77420000000092,36.37550000000029,1.6012999999993554
13,-4.440892098500626e-15,9.999999993937081e-05,-1.8829382497642655e-13,0.0,0.0,0.0,-34.04849999999995,-3.629100000000676,0.00010000000001042508,-9.999999980436769e-05,23.11550000000001,-25.29080000000002,42.443499999999936,-37.67749999999975,40.268199999999815,2.590700000000311
14,0.0,-9.999999993937081e-05,0.00010000000008503207,0.0,0.0,0.0,-28.916400000000017,0.5554000000006738,-3.552713678800501e-14,2.2737367544323206e-13,15.603399999999997,-24.085800000000155,38.67369999999998,-28.360999999998484,30.191299999999824,1.8303000000011025
15,3.019806626980426e-14,-2.842170943040401e-14,-2.842170943040401e-14,0.0,0.0,0.0,-32.8312,-3.688299999998776,-9.99999999482526e-05,-2.2737367544323206e-13,27.137999999999955,-23.263600000000018,40.65180000000006,-36.51959999999869,44.526199999999996,8.006600000000844
16,-4.973799150320701e-14,9.237055564881302e-14,9.592326932761353e-14,0.0,0.0,0.0,-31.762900000000066,-2.2152999999993312,7.105427357601002e-15,-1.7053025658242404e-13,17.78530000000003,-22.597399999999958,38.74749999999994,-33.97819999999891,33.93540000000013,-0.042799999998777594
17,-4.707345624410664e-14,7.283063041541027e-14,-9.999999989673825e-05,0.0,0.0,0.0,-29.410100000000057,-0.6086999999994873,-3.552713678800501e-14,2.2737367544323206e-13,17.046500000000155,-22.753400000000006,38.98199999999999,-30.01889999999966,33.27510000000002,3.2562000000010585
18,-4.440892098500626e-14,-1.1013412404281553e-13,0.00010000000015253363,0.0,0.0,0.0,-32.235700000000044,-0.21510000000000673,-3.197442310920451e-14,4.547473508864641e-13,24.994400000000066,-25.10179999999999,41.65360000000001,-32.450699999998704,41.54619999999997,9.09550000000172
19,1.7763568394002505e-15,1.3855583347321954e-13,9.999999998200337e-05,0.0,0.0,0.0,-31.96000000000008,-7.071600000001041,3.552713678800501e-15,2.2737367544323206e-13,19.802399999999952,-23.296800000000154,40.016500000000036,-39.03150000000065,36.522099999999725,-2.5094000000009373
20,4.973799150320701e-14,-3.907985046680551e-14,-1.4210854715202004e-13,0.0,0.0,0.0,-31.13569999999991,-3.5586999999999307,0.00010000000001042508,-3.410605131648481e-13,18.950299999999956,-24.34100000000008,39.41189999999998,-34.69429999999991,34.02119999999986,-0.6730999999998346
21,-1.0658141036401503e-14,4.263256414560601e-14,9.99999998576584e-05,0.0,0.0,0.0,-30.232799999999994,-2.412799999999578,-2.1316282072803006e-14,-2.8421709430404007e-13,26.750400000000074,-23.82130000000003,39.97480000000005,-32.645499999998975,42.903900000000206,10.258400000001217
22,-3.375077994860476e-14,9.999999984344754e-05,-9.999999995713438e-05,0.0,0.0,0.0,-32.155899999999995,0.873100000000278,-1.4210854715202004e-14,-0.00010000000020227162,23.506299999999968,-24.492200000000018,40.862900000000096,-31.28289999999987,39.877000000000045,8.594100000000594
23,3.552713678800501e-15,9.237055564881302e-14,1.0658141036401503e-14,0.0,0.0,0.0,-31.083099999999952,-1.2377999999994813,0.0,0.0,14.300199999999968,-22.76279999999999,38.42629999999998,-32.320899999998346,29.96369999999996,-2.3571999999986133
