FRAMES,3,4,5,6,7,8,9,10
0,219,90,194,252,206,207,251,219
1,218,94,191,265,180,213,251,234
2,210,102,186,257,184,225,258,207
3,213,118,179,258,188,228,270,216
4,219,126,192,258,182,221,256,218
5,217,111,190,266,186,224,263,218
6,218,101,195,253,182,215,264,212
7,218,108,196,248,185,217,267,232
8,219,104,203,240,174,215,259,230
9,215,106,206,264,194,228,274,228
10,215,113,209,265,190,214,273,226
11,214,130,205,266,183,237,264,227
12,210,122,193,258,185,225,249,232
13,216,130,185,235,196,219,279,230
14,209,119,203,265,190,222,262,229
15,211,123,202,251,190,235,257,222
16,223,116,209,262,184,241,264,232
17,215,123,204,256,207,229,261,223
18,212,142,198,251,173,232,278,240
19,206,144,219,251,187,227,259,216
20,220,123,192,248,183,238,268,234
21,214,118,203,242,173,240,265,230
22,217,124,199,259,206,227,267,223
23,217,132,201,266,190,234,271,235
24,216,134,203,249,191,234,273,233
25,220,123,189,234,183,231,263,231
26,212,129,207,253,205,227,272,233
27,215,133,180,251,173,243,259,231
28,225,126,192,244,188,234,261,220
29,221,126,192,257,175,213,262,220
30,217,129,186,254,188,230,271,224
31,210,132,183,245,191,236,259,214
32,226,124,199,257,188,219,263,215
33,204,135,181,257,205,224,269,231
34,210,120,187,233,185,234,276,216
35,219,133,188,237,182,232,269,216
36,218,130,180,259,186,226,253,228
37,222,133,189,257,187,221,240,225
38,214,119,184,233,183,221,260,229
39,219,139,183,244,180,233,247,209
40,213,141,198,258,173,239,243,228
41,226,125,184,265,178,241,261,242
42,228,124,185,236,190,227,265,223
43,212,123,177,249,185,237,256,215
44,213,135,179,249,195,221,252,224
45,225,127,166,268,185,240,271,228
46,217,121,179,250,181,222,278,226
47,216,131,175,263,188,219,263,246
48,222,112,187,251,192,224,268,224
49,224,125,182,252,196,227,258,227
50,216,127,165,251,184,213,283,222
51,228,122,154,252,183,235,268,218
52,225,125,171,266,188,223,261,229
53,222,145,167,266,189,219,261,230
54,202,130,187,251,186,229,263,215
55,220,141,160,248,193,223,261,220
56,226,144,202,263,185,219,263,225
57,231,141,162,249,194,232,251,235
58,229,119,175,254,184,210,260,235
59,208,152,162,260,191,217,257,231
60,215,139,167,250,192,217,244,220
61,220,127,159,262,189,221,247,223
62,213,123,158,247,198,209,259,230
63,219,134,186,267,196,222,245,234
64,222,135,175,247,191,227,257,237
65,219,131,161,260,186,221,247,243
66,211,127,174,259,190,216,254,229
67,224,137,173,259,188,209,267,222
68,211,132,182,263,190,221,237,236
69,219,123,195,238,186,231,255,238
70,225,115,185,253,181,231,266,237
71,213,127,196,250,166,220,240,230
72,216,129,188,258,181,240,242,234
73,224,139,167,267,180,228,244,232
74,213,122,176,257,185,230,263,229
75,213,121,180,266,176,246,250,228
76,225,117,178,264,200,221,260,229
77,216,149,174,250,177,239,259,237
78,207,138,180,255,193,222,239,237
79,224,135,165,268,189,229,241,237
80,225,140,188,252,182,234,250,227
81,220,119,166,253,191,233,240,233
82,224,126,179,243,178,239,268,227
83,213,121,175,264,186,235,246,242
84,212,133,172,256,185,228,249,222
85,214,131,174,257,181,238,251,233
86,223,145,171,250,188,225,261,219
87,226,123,171,249,185,228,232,221
88,222,138,166,241,172,238,255,232
89,217,118,173,271,182,230,265,221
90,216,130,162,257,181,241,240,226
91,217,124,163,249,193,237,246,237
92,212,132,173,241,179,236,259,236
93,223,127,175,255,189,240,233,222
94,227,128,169,264,173,230,257,234
95,225,126,170,247,186,219,259,211
96,226,123,189,258,194,240,242,230
97,221,117,181,253,185,237,248,216
98,214,128,164,258,185,243,250,238
99,227,141,173,260,193,228,245,227
100,214,132,161,241,189,229,253,229
101,221,121,168,258,186,237,251,224
102,223,131,179,264,193,227,263,229
103,225,133,169,270,189,221,259,232
104,214,140,176,255,192,229,235,237
105,228,128,152,256,193,233,256,220
106,221,131,167,249,193,232,267,225
107,209,126,157,261,196,239,262,228
108,214,124,166,260,188,250,260,233
109,226,133,173,253,180,239,250,226
110,218,144,173,245,190,236,276,231
111,222,133,179,251,193,233,259,239
112,230,117,165,262,184,228,262,225
113,212,123,174,251,178,236,250,227
114,212,130,184,253,193,250,247,227
115,221,116,176,255,179,233,247,218
116,221,136,175,249,182,227,247,222
117,206,137,164,250,194,237,254,225
118,225,120,172,255,196,227,259,225
119,226,127,184,255,186,249,236,214
120,223,127,187,250,188,234,238,227
121,208,129,180,254,192,232,251,229
122,213,125,182,261,181,230,264,220
123,222,130,176,256,190,227,253,229
124,214,118,158,249,189,232,245,210
125,209,124,183,261,190,240,247,219
126,212,137,172,253,198,230,250,233
127,224,139,167,244,178,231,245,224
128,204,128,173,250,190,224,245,220
129,209,123,168,254,200,230,239,235
130,214,126,179,261,187,227,251,223
131,219,132,159,263,186,221,267,221
132,204,135,159,260,185,219,249,223
133,209,114,162,254,184,210,240,233
134,210,130,161,269,193,222,255,237
135,212,130,175,238,182,231,251,231
136,225,139,160,256,188,220,255,217
137,216,129,160,250,189,231,251,223
138,226,127,176,254,179,233,245,230
139,213,124,169,259,174,226,226,229
140,219,123,174,255,182,228,253,237
141,221,127,156,262,175,232,250,234
142,210,120,198,273,201,238,261,236
143,218,126,181,261,188,235,249,238
144,209,123,170,257,179,228,265,215
145,208,128,156,257,185,233,246,210
146,204,114,180,267,188,235,252,230
147,220,136,176,278,194,231,262,220
148,211,131,167,270,192,237,251,224
149,208,149,179,263,190,229,265,220
150,222,159,163,251,188,219,269,223
151,220,151,173,266,184,220,246,237
152,227,137,175,270,178,241,265,224
153,223,127,171,257,189,238,246,234
154,215,135,178,261,191,231,249,226
155,221,119,180,264,179,244,244,222
156,218,136,169,265,189,228,255,224
157,224,123,162,260,188,229,249,216
158,223,122,184,252,179,226,245,230
159,198,135,179,262,176,233,250,224
160,222,145,161,247,181,239,248,230
161,216,134,174,253,187,223,256,235
162,216,124,170,266,191,234,240,232
163,220,117,178,249,182,225,247,222
164,222,126,175,241,190,240,268,234
165,209,128,171,265,194,228,231,220
166,230,142,164,256,193,234,247,224
167,219,137,158,263,184,233,249,237
168,215,122,168,245,182,231,252,221
169,219,131,158,254,198,237,250,243
170,224,120,166,260,175,230,245,243
171,213,132,163,249,188,238,272,244
172,217,128,186,263,195,219,249,236
173,216,131,166,247,189,231,238,247
174,229,131,171,261,192,222,250,235
175,213,133,174,256,193,248,268,227
176,214,114,167,246,190,243,249,218
177,221,132,173,253,194,234,267,222
178,224,138,165,267,190,230,260,222
179,219,129,167,229,188,228,263,223
180,204,126,178,254,191,232,260,219
181,229,128,176,262,193,228,259,219
182,224,126,174,260,187,231,249,232
183,226,128,168,245,185,232,261,217
184,224,118,188,236,193,229,266,228
185,237,116,161,253,196,229,251,232
186,235,129,163,260,188,235,253,208
187,242,120,155,254,201,234,243,212
188,219,141,174,270,192,246,258,215
189,221,156,187,256,191,245,270,212
190,221,134,170,244,180,233,253,222
191,219,121,165,257,179,227,266,218
192,214,139,162,259,186,215,266,227
193,225,133,181,258,195,240,267,250
194,213,138,167,269,181,232,260,221
195,211,136,174,259,175,232,265,227
196,231,126,178,255,189,235,250,234
197,220,135,158,284,183,226,262,219
198,210,129,166,251,188,235,272,224
199,204,132,169,274,184,233,263,205
200,209,134,186,259,186,230,270,236
201,204,136,154,248,181,237,269,227
202,213,127,176,254,177,232,264,231
203,212,128,167,265,182,237,268,235
204,205,127,157,258,188,227,267,226
205,214,124,159,247,181,231,259,235
206,227,117,169,256,181,230,258,233
207,209,148,163,248,184,234,256,237
208,204,134,153,263,185,226,257,244
209,198,121,177,257,183,217,247,243
210,212,130,174,248,196,235,255,229
211,213,126,166,254,186,234,260,249
212,221,136,161,273,210,236,267,238
213,211,126,184,269,180,229,251,230
214,214,127,171,263,187,229,251,253
215,215,128,184,254,184,229,254,230
216,220,139,176,253,184,223,272,227
217,213,131,176,256,181,227,262,231
