FRAMES,3,4,5,6,7,8,9,10
0,10,4,7,10,5,8,5,8
1,6,3,7,7,10,9,8,5
2,8,3,6,10,5,6,7,9
3,8,1,5,12,5,8,5,6
4,8,2,7,7,5,6,10,6
5,9,4,4,9,6,9,9,10
6,10,2,10,10,4,10,13,9
7,14,3,7,9,6,9,15,10
8,7,4,7,13,4,7,9,9
9,11,6,6,8,5,10,6,6
10,7,7,8,9,6,6,8,8
11,12,4,8,9,6,10,13,8
12,11,5,11,10,4,9,14,11
13,13,5,5,7,7,7,12,8
14,12,5,6,10,3,10,13,10
15,9,3,9,14,7,12,13,7
16,9,6,6,12,7,11,5,8
17,9,5,5,14,6,11,8,6
18,8,4,8,8,7,11,8,12
19,5,6,7,14,4,10,7,9
20,10,8,6,10,8,13,8,10
21,8,5,6,8,7,7,12,11
22,10,7,10,9,8,10,12,8
23,11,3,8,11,6,13,15,8
24,8,5,9,12,7,8,7,12
25,10,2,8,9,6,14,8,11
26,10,4,7,11,9,11,10,9
27,10,3,6,12,8,13,10,8
28,12,5,5,11,4,7,8,11
29,8,5,7,12,4,11,14,8
30,12,6,5,12,9,12,11,8
31,6,6,6,9,6,12,6,7
32,11,4,6,10,8,13,9,7
33,8,3,7,12,8,9,13,7
34,11,6,9,8,8,7,10,3
35,11,2,7,10,9,11,14,7
36,13,6,4,12,8,13,12,6
37,10,5,7,13,8,12,10,8
38,8,2,8,10,7,14,10,6
39,14,6,11,11,5,14,10,11
40,14,5,7,12,4,14,12,9
41,12,4,5,15,11,18,10,8
42,12,3,4,18,7,13,9,7
43,12,4,7,13,6,7,10,5
44,12,6,7,9,7,8,8,3
45,8,2,10,15,7,14,10,10
46,7,5,8,12,4,15,12,10
47,10,1,5,10,11,9,12,11
48,6,5,8,14,9,9,11,7
49,9,6,4,10,10,11,8,11
50,8,6,6,12,5,10,16,8
51,6,7,7,10,8,11,9,11
52,9,7,6,11,12,13,12,7
53,5,2,6,15,7,12,8,10
54,7,6,10,13,7,10,13,8
55,9,5,7,12,7,8,10,8
56,11,5,6,13,6,9,10,11
57,9,4,8,10,7,8,10,10
58,10,7,8,5,5,9,6,9
59,9,7,5,14,7,10,12,10
60,13,3,7,10,8,7,12,8
61,11,4,11,12,9,8,11,5
62,16,7,7,11,9,8,10,5
63,9,5,6,11,8,7,13,12
64,7,4,5,13,9,10,11,11
