,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,385.9461,1043.5026,1722.7096,0.0,0.0,0.0,-1007.2414,-8947.3511,504.0604,5077.3471,-1621.8798,1066.9217,-645.8054,-1221.0266999999994,-1200.7634999999998,-2421.790199999999
1,390.9242,1098.4716,1717.8506,0.0,0.0,0.0,-1011.0629,-8961.9229,502.4629,5079.0243,-1582.2251,1065.4664,-650.0768,-1184.2522,-1166.8355,-2351.0877
2,396.3272,1008.5524,1693.467,0.0,0.0,0.0,-1024.269,-8985.0127,494.8661,5093.3814,-1550.8865,1067.0068,-644.5752,-1322.6875999999993,-1128.4549,-2451.142499999999
3,409.6484,1060.8047,1719.5613,0.0,0.0,0.0,-1008.2,-9118.478000000001,481.0129,5068.6035,-1482.1669,1067.2997,-641.2554,-1387.047199999999,-1056.1226,-2443.169799999999
4,404.0599,1047.4422,1717.369,0.0,0.0,0.0,-1035.8065,-9013.6252,484.3812,5078.5279,-1498.8018,1062.7117,-639.4269,-1317.6515000000009,-1075.5169999999996,-2393.168500000001
5,417.4929,1058.3494,1713.7062,0.0,0.0,0.0,-1017.3576,-9110.537,494.2626,5054.5989,-1439.9735,1068.7267,-648.6383,-1389.4846000000007,-1019.8851,-2409.369700000001
6,400.8456,1028.8519999999999,1718.7046,0.0,0.0,0.0,-1037.2608,-8969.8944,484.4022,5090.0898,-1578.6059,1068.9818,-642.738,-1284.2609999999984,-1152.3621,-2436.623099999999
7,407.72900000000004,1063.2349,1739.0274,0.0,0.0,0.0,-1020.4093,-8976.3232,489.7376,5053.6827,-1563.5548,1069.3315,-646.3116,-1243.3209000000004,-1140.5349,-2383.8558000000007
8,406.0955,1035.3671,1706.3431,0.0,0.0,0.0,-1021.9781,-9138.8909,511.273,5090.3043,-1462.3264,1060.8123,-638.6025,-1411.4860000000006,-1040.1165999999996,-2451.602600000001
9,416.8773,1017.6191,1735.7752,0.0,0.0,0.0,-1002.6462,-8991.3966,486.1094,5075.4758,-1544.9284,1072.3271,-656.9449,-1262.1859999999995,-1129.5462,-2391.7321999999995
10,402.2876,1036.1274,1719.2944,0.0,0.0,0.0,-991.4361,-9044.1615,486.9269,5089.325,-1552.3281,1084.4609,-664.5056,-1301.6363,-1132.3728,-2434.0091
11,378.959,1005.4502,1720.0334,0.0,0.0,0.0,-1036.0949,-9057.6754,497.3966,5081.2783,-1482.4675,1076.6505,-657.2566,-1410.6527999999996,-1063.0736000000004,-2473.7264
12,397.2939,1075.9562,1731.4589999999998,0.0,0.0,0.0,-980.5576,-9000.7762,496.4024,5078.229,-1592.0818,1082.0653,-662.2482,-1201.9933,-1172.2647,-2374.258
13,392.8132,1029.3332,1712.7341,0.0,0.0,0.0,-979.3835,-9055.6564,488.5325,5092.3833,-1524.253,1073.0548,-658.6897,-1319.2435999999989,-1109.8879000000004,-2429.1314999999986
14,397.35900000000004,1083.7266,1736.9428,0.0,0.0,0.0,-981.2509,-9051.5192,479.3865,5085.4966,-1564.5595,1091.4303,-675.4977,-1249.8586000000005,-1148.6269000000002,-2398.485500000001
15,392.1611,1018.1728,1727.3552,0.0,0.0,0.0,-986.033,-9028.3854,496.2962,5082.1645,-1590.8511,1086.5635,-672.0001,-1298.2685999999997,-1176.2877,-2474.5562999999993
16,354.4909,1035.6224,1721.0339999999999,0.0,0.0,0.0,-979.831,-9086.0312,501.9285,5099.789000000001,-1560.3265,1080.8179,-658.8516,-1352.9973999999993,-1138.3601999999996,-2491.3575999999994
17,399.8301,1066.7669,1686.6133,0.0,0.0,0.0,-1032.7524,-8943.2072,486.8563,5057.1792,-1644.3823,1078.9705,-649.5435,-1278.7138000000004,-1214.9553,-2493.669100000001
18,412.0,1085.126,1683.0403,0.0,0.0,0.0,-1014.6215,-8877.8672,479.5821,5059.4175,-1659.6358,1073.0406,-650.0402,-1173.3228000000015,-1236.6354,-2409.9582000000023
19,384.3802,1064.039,1686.5963,0.0,0.0,0.0,-1014.9717,-8930.9978,499.1898,5073.3163,-1646.5247,1079.4808,-645.4196,-1238.4478999999992,-1212.4634999999996,-2450.911399999999
20,381.5881,1022.2324,1708.338,0.0,0.0,0.0,-990.4910000000001,-9004.1164,507.6255,5084.4817,-1581.7079999999999,1066.8508,-645.5372,-1290.3417000000009,-1160.3944,-2450.736100000001
21,394.9318,1108.317,1719.7539,0.0,0.0,0.0,-1008.3558,-8983.2829,489.6988,5081.7412,-1590.8522,1074.5904,-657.6542,-1197.1960000000001,-1173.9160000000002,-2371.112
22,391.1664,1041.4633,1744.7773,0.0,0.0,0.0,-1001.1024,-9108.5823,494.8479,5094.7319,-1476.8074,1066.969,-647.2678,-1342.6979,-1057.1061999999997,-2399.8041
23,406.2001,1027.6302,1707.2761,0.0,0.0,0.0,-972.8404,-9131.8876,490.9389,5113.1191,-1485.6044,1075.0109,-645.9192,-1359.5636000000004,-1056.5127,-2416.076300000001
24,417.699,1076.6309,1716.8022,0.0,0.0,0.0,-985.4434,-9116.7696,479.5624,5087.5443,-1514.4679,1064.9986,-642.3883,-1323.9741999999997,-1091.8576000000003,-2415.8318
25,415.5627,1044.4637,1721.1031,0.0,0.0,0.0,-1024.121,-8939.999,476.0857,5064.1337,-1601.3953,1062.3054,-639.1323,-1242.7711,-1178.2222,-2420.9933
26,411.9129,1061.5203,1715.6609,0.0,0.0,0.0,-1020.6435,-9098.4569,485.767,5113.0471,-1540.5001,1072.4405,-645.6554,-1331.1921999999995,-1113.715,-2444.9072
27,392.0136,1095.927,1692.5728,0.0,0.0,0.0,-1020.4144,-9009.866,483.36800000000005,5083.3798,-1589.6124,1069.8323,-645.3415,-1283.0191999999995,-1165.1216,-2448.1408
