,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-2.5757174171303632e-14,-9.99999999891088e-05,-1.2256862191861728e-13,0.0,0.0,0.0,-36.13329999999997,-32.62989999999938,0.0001000000000423995,2.273736754432321e-13,37.45790000000018,-30.08189999999987,47.219400000000036,-68.76319999999833,54.595400000000346,-14.167799999997554
1,-3.552713678800501e-15,6.394884621840903e-14,-9.99999999393708e-05,0.0,0.0,0.0,-31.6195,-28.12109999999919,-2.8421709430404014e-14,0.0,33.22839999999989,-27.520900000000076,43.89539999999996,-59.740699999999826,49.60289999999989,-10.137799999999912
2,-1.7763568394002505e-15,0.00010000000002108321,1.4921397450962106e-13,0.0,0.0,0.0,-35.25340000000005,-31.2452999999996,0.00010000000001042508,1.7053025658242404e-13,42.347,-31.593899999999927,46.98790000000007,-66.4984999999999,57.741000000000135,-8.757499999999084
3,-3.0198066269804264e-14,-9.237055564881302e-14,-3.907985046680551e-14,0.0,0.0,0.0,-36.7418000000001,-27.732599999999977,3.552713678800501e-15,-9.999999997489796e-05,39.06799999999997,-29.718100000000078,47.54969999999993,-64.47450000000032,56.89959999999982,-7.574900000000723
4,4.085620730620577e-14,-1.1013412404281553e-13,-5.3290705182007514e-14,0.0,0.0,0.0,-33.235599999999955,-27.498200000000892,7.105427357601002e-15,3.9790393202565615e-13,38.68360000000013,-30.29449999999991,46.3095,-60.73380000000017,54.69860000000046,-6.035200000000203
5,2.486899575160351e-14,1.0302869668521453e-13,-0.00010000000001042508,0.0,0.0,0.0,-32.814900000000016,-23.160200000000444,4.618527782440651e-14,2.273736754432321e-13,34.291,-30.096000000000014,45.190100000000065,-55.975200000001365,49.38510000000004,-6.590100000001428
6,-1.0658141036401504e-14,0.00010000000007792663,1.3855583347321954e-13,0.0,0.0,0.0,-35.95469999999997,-28.86279999999961,1.4210854715202004e-14,-2.273736754432321e-13,43.877599999999866,-29.28329999999993,47.348399999999934,-64.81739999999894,61.942699999999896,-2.874699999999507
7,-9.999999998733243e-05,2.131628207280301e-14,2.486899575160351e-14,0.0,0.0,0.0,-33.15350000000005,-28.668900000000363,-2.8421709430404014e-14,3.9790393202565615e-13,38.66010000000021,-32.74199999999991,48.32429999999993,-61.82249999999976,54.242400000000245,-7.580099999999278
8,2.486899575160351e-14,-5.684341886080803e-14,1.2079226507921706e-13,0.0,0.0,0.0,-39.9398000000001,-29.655400000000487,2.486899575160351e-14,-0.00010000000048648872,44.729600000000154,-30.672499999999843,47.76860000000006,-69.59530000000129,61.825700000000495,-7.769600000000821
9,-3.5527136788005016e-14,0.00010000000004595222,9.237055564881302e-14,0.0,0.0,0.0,-31.09190000000001,-28.98789999999929,1.9539925233402755e-14,4.547473508864641e-13,34.949800000000096,-26.122300000000127,41.53539999999999,-60.079699999998724,50.362899999999954,-9.716799999998557
10,1.2434497875801752e-14,0.00010000000009924292,0.00010000000000331967,0.0,0.0,0.0,-32.307300000000055,-23.969700000000273,-1.9539925233402755e-14,9.99999995201506e-05,31.926700000000128,-27.69099999999991,43.641700000000064,-56.27670000000117,47.87740000000039,-8.399300000000549
11,1.4210854715202004e-14,-0.0001000000000423995,-1.77635683940025e-14,0.0,0.0,0.0,-32.077000000000076,-29.02400000000017,-2.8421709430404014e-14,-3.410605131648481e-13,36.8537000000001,-27.70520000000005,44.66989999999989,-61.10109999999954,53.818399999999826,-7.282699999999495
12,9.999999998733243e-05,2.131628207280301e-14,6.039613253960853e-14,0.0,0.0,0.0,-38.74900000000004,-14.984100000000709,7.105427357601002e-15,-1.1368683772161605e-13,31.484799999999982,-29.05659999999991,46.631000000000064,-53.73300000000091,49.05920000000013,-4.673800000000341
13,-2.0428103653102883e-14,-9.999999995358166e-05,-1.7408297026122455e-13,0.0,0.0,0.0,-35.713,-29.238600000000147,7.105427357601002e-15,2.842170943040401e-13,39.39710000000007,-31.697800000000143,48.97760000000001,-64.95169999999928,56.676899999999826,-8.274799999999004
14,-4.618527782440651e-14,9.999999992515995e-05,7.460698725481053e-14,0.0,0.0,0.0,-37.217400000000026,-20.88940000000129,-3.552713678800501e-15,0.0,36.11109999999994,-31.272599999999947,48.28989999999998,-58.106700000001815,53.128399999999964,-4.978300000002321
15,-4.618527782440651e-14,2.131628207280301e-14,-1.0658141036401504e-14,0.0,0.0,0.0,-35.580699999999965,-31.06639999999861,-1.0658141036401504e-14,-2.273736754432321e-13,35.8388999999999,-31.853799999999946,46.60470000000008,-66.64709999999923,50.58980000000015,-16.05729999999886
16,9.999999998555607e-05,1.0658141036401504e-14,9.947598300641404e-14,0.0,0.0,0.0,-36.732100000000074,-23.750799999999018,-1.4210854715202004e-14,5.684341886080803e-14,33.49770000000009,-29.81719999999989,46.046899999999994,-60.48279999999824,49.727400000000074,-10.755399999998385
17,1.5987211554602254e-14,-2.8421709430404014e-14,-4.973799150320702e-14,0.0,0.0,0.0,-34.00920000000009,-36.7349000000016,0.0,-8.526512829121202e-13,42.94889999999997,-31.740300000000094,48.087000000000046,-70.74410000000167,59.295599999999936,-11.448500000002186
18,1.77635683940025e-14,4.973799150320702e-14,-4.618527782440651e-14,0.0,0.0,0.0,-34.730099999999965,-32.1116000000007,4.973799150320702e-14,-3.9790393202565615e-13,38.994,-27.67209999999997,45.73399999999997,-66.84170000000145,57.05590000000001,-9.7858000000019
19,2.3092638912203256e-14,3.5527136788005016e-14,-8.526512829121202e-14,0.0,0.0,0.0,-37.72100000000001,-29.822799999999923,-1.0658141036401504e-14,5.6843418860808e-13,40.22390000000009,-33.393999999999984,48.26320000000004,-67.54379999999928,55.093100000000156,-12.4506999999991
20,-0.00010000000002996501,-5.684341886080803e-14,-7.460698725481053e-14,0.0,0.0,0.0,-36.508299999999956,-31.19390000000165,1.0658141036401504e-14,2.273736754432321e-13,34.41759999999987,-31.674200000000106,47.15040000000004,-67.70230000000163,49.893799999999686,-17.808500000001914
21,2.486899575160351e-14,1.1368683772161605e-13,-1.7053025658242404e-13,0.0,0.0,0.0,-30.148200000000053,-26.0074000000007,0.00010000000002463594,5.6843418860808e-13,33.525999999999925,-28.19659999999985,45.853200000000065,-56.155500000001105,51.18260000000015,-4.972900000001175
