Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-2.842170943040401e-14,-9.237055564881302e-14,1.4210854715202004e-14,0.0,0.0,0.0,-38.53829999999999,-15.065299999999715,-3.197442310920451e-14,-9.999999979637408e-05,28.15330000000008,-28.17310000000002,42.93849999999996,-53.603699999999634,42.91869999999991,-10.685000000000187
1,9.999999999621423e-05,-8.526512829121202e-14,1.4210854715202004e-14,0.0,0.0,0.0,-38.06749999999994,-12.352400000000396,-9.999999998555609e-05,-2.531308496145357e-13,22.572899999999837,-25.597799999999864,42.472800000000035,-50.4199000000018,39.447900000000004,-10.972000000002026
2,-8.881784197001252e-15,-8.526512829121202e-14,-0.00010000000002463594,0.0,0.0,0.0,-38.747599999999984,-7.872999999999347,0.00010000000001930687,-3.8813396940895473e-13,21.460099999999905,-27.355499999999964,43.41959999999997,-46.62060000000005,37.52419999999968,-9.09639999999991
3,1.0658141036401503e-14,3.552713678800501e-14,-5.684341886080802e-14,0.0,0.0,0.0,-34.5461999999999,-8.86060000000031,-7.105427357601002e-15,-9.999999963028472e-05,22.40350000000009,-25.7207,43.98129999999999,-43.406900000000036,40.664100000000076,-2.742800000000855
4,-0.0001000000000015433,-3.552713678800501e-14,7.105427357601002e-15,0.0,0.0,0.0,-38.89389999999992,-9.566799999998917,1.2434497875801753e-14,6.767919558114954e-13,20.060800000000164,-27.17130000000003,44.9046,-48.46079999999789,37.794100000000135,-10.66669999999776
5,2.6645352591003757e-15,-2.4868995751603507e-14,-2.4868995751603507e-14,0.0,0.0,0.0,-35.28270000000008,-14.09800000000074,9.999999997134523e-05,-4.192202140984591e-13,29.31749999999996,-25.701799999999963,44.50590000000003,-49.38060000000102,48.12160000000003,-1.2590000000018975
6,2.1316282072803006e-14,-0.00010000000003884679,-8.881784197001252e-14,0.0,0.0,0.0,-39.39979999999994,-15.63390000000002,1.0658141036401503e-14,-0.0001000000000672685,28.922000000000107,-28.51309999999995,45.33589999999994,-55.03390000000036,45.744799999999984,-9.289100000000374
7,-0.00010000000004950493,-8.526512829121202e-14,3.552713678800501e-14,0.0,0.0,0.0,-38.10280000000002,-14.637099999998306,-7.105427357601002e-15,-2.930988785010413e-14,27.866599999999966,-27.072000000000052,45.14010000000004,-52.73999999999839,45.934699999999836,-6.805299999998084
8,-9.999999998377973e-05,-2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,-39.29379999999997,-12.65479999999989,-2.842170943040401e-14,6.24389429049188e-13,26.636899999999784,-27.398100000000035,43.9435000000001,-51.94869999999945,43.18229999999985,-8.76639999999982
9,4.263256414560601e-14,0.0,-1.7763568394002505e-14,0.0,0.0,0.0,-40.24709999999998,-11.20600000000032,-9.99999999891088e-05,-0.0001000000002733259,24.35130000000006,-27.587099999999914,45.32440000000004,-51.45330000000105,42.088600000000184,-9.364700000000639
10,1.0658141036401503e-14,8.526512829121202e-14,-9.999999996068709e-05,0.0,0.0,0.0,-37.017700000000005,-9.23210000000002,1.4210854715202004e-14,3.019806626980426e-14,23.495200000000153,-26.83109999999997,44.737699999999954,-46.24989999999973,41.40180000000025,-4.848099999999484
11,-1.7763568394002505e-15,-4.973799150320701e-14,9.947598300641403e-14,0.0,0.0,0.0,-32.44330000000002,-8.206600000000046,-3.730349362740526e-14,-1.9806378759312793e-13,21.705399999999965,-24.55359999999994,42.032700000000034,-40.64989999999894,39.18450000000006,-1.465399999998425
12,2.842170943040401e-14,-1.7053025658242404e-13,-4.263256414560601e-14,0.0,0.0,0.0,-36.52470000000001,-12.077100000000438,3.907985046680551e-14,-9.999999969867446e-05,26.52109999999996,-25.611999999999988,43.37089999999998,-48.601900000000924,44.27999999999984,-4.321900000001079
13,-3.552713678800501e-15,-1.3500311979441904e-13,-3.552713678800501e-14,0.0,0.0,0.0,-35.652299999999954,-15.53260000000073,1.7763568394002505e-14,3.9168668308775523e-13,28.164500000000135,-25.71590000000019,43.434200000000004,-51.184900000000894,45.882799999999946,-5.302100000000948
14,-0.0001000000000015433,-7.815970093361102e-14,1.0658141036401503e-13,0.0,0.0,0.0,-35.089600000000026,-10.834400000000228,0.0,2.398081733190338e-13,24.249900000000085,-24.912700000000008,42.254100000000015,-45.924099999999925,41.591299999999976,-4.332799999999935
15,3.907985046680551e-14,-0.00010000000002463594,1.7763568394002505e-14,0.0,0.0,0.0,-30.94350000000009,-11.321399999999077,-1.2434497875801753e-14,3.277378368693462e-13,20.24560000000014,-23.92049999999996,41.408400000000064,-42.264999999998594,37.73350000000025,-4.531499999998353
16,-9.999999999976694e-05,-4.263256414560601e-14,5.684341886080802e-14,0.0,0.0,0.0,-35.958900000000035,-9.492399999999543,-3.197442310920451e-14,5.10702591327572e-13,19.245900000000013,-25.84829999999991,42.27620000000003,-45.45139999999864,35.67380000000002,-9.777599999998401
17,9.999999998377973e-05,-1.3500311979441904e-13,7.105427357601002e-14,0.0,0.0,0.0,-30.18479999999995,-11.745899999999045,4.973799150320701e-14,9.999999985055297e-05,20.24630000000004,-24.794500000000127,40.128399999999964,-41.930499999999014,35.58019999999999,-6.350299999999017
18,-1.2434497875801753e-14,7.460698725481052e-14,-0.00010000000001042508,0.0,0.0,0.0,-33.529600000000116,-12.91819999999991,-1.5987211554602254e-14,-9.999999996956888e-05,21.70479999999987,-25.49390000000001,40.944299999999984,-46.44800000000053,37.15519999999996,-9.29280000000081
19,9.999999999799059e-05,-0.00010000000010279564,6.394884621840902e-14,0.0,0.0,0.0,-34.03359999999998,-8.668499999999328,4.973799150320701e-14,-4.2010839251815923e-13,18.21829999999989,-23.84959999999996,41.350100000000005,-42.70209999999989,35.71879999999993,-6.98329999999995
20,-0.0001000000000015433,-1.1013412404281553e-13,-5.684341886080802e-14,0.0,0.0,0.0,-35.81150000000003,-10.32659999999997,-9.999999998200337e-05,5.968558980384842e-13,20.267000000000124,-24.917500000000075,41.575900000000004,-46.13829999999922,36.92540000000005,-9.212899999999621
21,-9.999999999088516e-05,1.5631940186722204e-13,-7.105427357601002e-15,0.0,0.0,0.0,-38.11860000000001,-12.379900000001303,2.4868995751603507e-14,1.341149413747189e-13,22.180699999999966,-27.45479999999982,42.514900000000004,-50.49860000000071,37.24080000000026,-13.257800000000891
22,-9.999999999799059e-05,9.592326932761353e-14,-1.4210854715202004e-14,0.0,0.0,0.0,-36.72730000000001,-13.672499999999491,-2.4868995751603507e-14,2.7355895326763857e-13,23.208100000000094,-26.117600000000017,43.11810000000001,-50.3998999999982,40.2086000000002,-10.191299999998222
23,-3.2862601528904634e-14,3.197442310920451e-14,3.552713678800501e-14,0.0,0.0,0.0,-34.75290000000006,-12.017699999999556,-1.7763568394002505e-14,-9.999999980170315e-05,22.438499999999888,-25.536400000000093,42.60189999999997,-46.77069999999931,39.50399999999988,-7.266699999998963
