,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,394.0414,1044.035,1719.2122,0.0,0.0,0.0,-973.9891,-10876.2583,468.9429,5327.7505,-8071.8119,55.16607816,-2896.2654,-8016.6458218399985,-10912.91122184
1,402.0236,1003.2617,1684.3511,0.0,0.0,0.0,-946.5168,-10844.6793,488.0042,5414.9689,-8150.4708,56.03888736,-2798.5866000000005,-8094.43191264,-10893.01851264
2,388.4534,1071.9036,1707.019,0.0,0.0,0.0,-952.242,-10972.2081,467.1425,5362.3619,-8003.8158,56.98158696,-2927.5697,-7946.8342130400015,-10874.40391304
3,377.0213,1021.4993,1705.7806,0.0,0.0,0.0,-946.1819,-10610.3726,466.3276,5328.5805,-8373.0072,58.45415184,-2657.345200000001,-8314.55304816,-10971.89824816
4,403.2738,1022.6018,1659.3977,0.0,0.0,0.0,-952.447,-10773.0219,470.8045,5398.3976,-8266.258,58.61041416,-2770.9934999999987,-8207.647585839999,-10978.641085839998
5,404.7372,1008.9812,1694.9087,0.0,0.0,0.0,-919.0194,-10677.0956,475.3753,5360.5596,-8342.5518,58.12887456,-2651.553000000001,-8284.42292544,-10935.97592544
6,382.6776,1006.8998,1682.2455,0.0,0.0,0.0,-938.2423,-10441.1206,476.5086,5390.7062,-8585.009,59.66198208,-2440.325200000001,-8525.34701792,-10965.67221792
7,383.4667,1034.5297,1683.94,0.0,0.0,0.0,-920.8335,-10638.0493,474.4544,5391.8938,-8377.9486,58.48381944,-2590.598200000001,-8319.46478056,-10910.06298056
8,381.83,1025.6694,1686.5759,0.0,0.0,0.0,-903.5622,-10426.6626,481.3954,5379.1005,-8565.0877,59.53608288,-2375.6536,-8505.55161712,-10881.20521712
9,385.6522,999.6339,1672.7885,0.0,0.0,0.0,-971.5729,-10544.9488,477.3252,5364.0978,-8427.0303,56.64580920000001,-2617.024100000001,-8370.384490800001,-10987.408590800002
10,403.6376,1021.6043,1694.9225,0.0,0.0,0.0,-940.8889,-10665.9841,478.0396,5368.2584,-8321.4794,57.47179248,-2640.4106,-8264.00760752,-10904.41820752
11,393.3571,1053.4997,1702.027,0.0,0.0,0.0,-938.4706,-10620.6131,472.4095,5370.4928,-8364.3291,58.9540608,-2567.2976,-8305.3750392,-10872.6726392
12,367.1421,1056.5227,1679.0077,0.0,0.0,0.0,-951.3583,-10423.2168,487.6231,5361.4525,-8590.1701,58.40831592,-2422.8269999999993,-8531.76178408,-10954.58878408
