Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,371.6854,1013.9892,771.1822,0.0,0.0,0.0,-986.0049,-8994.2001,478.0816,5391.8692,-1810.8749,1057.3205,-656.3092,-1953.3974000000007,-1409.8636000000001,-3363.261000000001
1,391.2643,996.5188,783.9207,0.0,0.0,0.0,-978.9131,-9021.6625,458.7479,5371.3681,-1770.5713,1059.3806,-650.9096,-1998.7558,-1362.1003,-3360.8561
2,409.1898,993.7036,785.3826,0.0,0.0,0.0,-968.3022,-9150.4594,467.5354,5376.1706,-1674.6175,1053.4224,-654.7186,-2086.7796,-1275.9137,-3362.6933000000004
3,408.0687,1042.6543,758.6251,0.0,0.0,0.0,-994.4005,-9074.7774,465.3834,5405.5574,-1751.8789,1059.9618,-656.8496,-1988.889000000001,-1348.7667,-3337.6557000000007
4,432.2595,1011.7189,783.9037,0.0,0.0,0.0,-981.9889,-9026.403,456.8366,5347.8368,-1701.1427,1062.4235,-648.6075,-1975.8364000000001,-1287.3267,-3263.1631000000007
5,391.4779,1022.5014,757.7309,0.0,0.0,0.0,-970.8236,-9055.064,473.2531,5384.8956,-1723.5449,1060.5288,-652.7375,-1996.0287000000008,-1315.7536,-3311.7823000000008
6,398.2626,981.8973,759.0984,0.0,0.0,0.0,-986.6815,-8964.696,467.1595,5390.4796,-1841.9479,1057.6229,-653.8903,-1954.4801000000007,-1438.2152999999998,-3392.6954000000005
7,409.557,1033.5171,779.9408,0.0,0.0,0.0,-960.7359,-8955.0561,463.2551,5356.0249,-1813.0826,1065.2254,-656.0554,-1873.4970999999987,-1403.9125999999999,-3277.4096999999983
8,401.6266,1016.7165,780.1416,0.0,0.0,0.0,-975.5316,-8963.9239,470.4371,5375.092,-1832.1044,1059.1774,-658.1849,-1895.4417000000003,-1431.1118999999999,-3326.5536
9,353.6594,1039.9181,758.7377,0.0,0.0,0.0,-972.1804,-8942.1152,454.4613,5357.167,-1818.2507,1067.6352,-659.8241,-1950.3521,-1410.4396000000002,-3360.7916999999998
10,380.487,1066.7694,774.0382,0.0,0.0,0.0,-986.1585,-8932.1294,458.6347,5345.9223,-1834.9653,1064.8427,-658.3154,-1892.4363000000003,-1428.438,-3320.8743
11,363.3305,1066.9512,793.8607,0.0,0.0,0.0,-984.2582,-9104.04,472.7773,5399.8451,-1718.9749,1065.7168,-662.027,-1991.533400000002,-1315.2851,-3306.818500000002
12,416.1973,1013.2728,777.9975,0.0,0.0,0.0,-940.1442,-9088.6811,470.258,5365.6138,-1699.6095,1072.7287,-663.9502,-1985.4858999999997,-1290.8310000000001,-3276.3169
13,382.5552,1046.8544,761.6125,0.0,0.0,0.0,-978.6422,-8934.5034,440.5738,5335.2625,-1836.2728,1067.7391,-668.2456,-1946.2871999999998,-1436.7793,-3383.0665
14,414.9919,1037.2647,774.622,0.0,0.0,0.0,-958.3116,-8961.634,474.4337,5374.5415,-1812.3146,1066.3311,-664.2084,-1844.0918000000001,-1410.1918999999998,-3254.2836999999995
15,392.5015,1044.2911,746.4408,0.0,0.0,0.0,-935.9428,-8925.7572,470.3801,5369.333,-1844.2256,1071.6845,-667.0571,-1838.7534999999998,-1439.5982,-3278.3516999999993
16,377.3138,1084.2749,779.8317,0.0,0.0,0.0,-970.1962,-9030.9068,471.566,5338.8477,-1748.0411,1066.539,-658.5687,-1949.2689,-1340.0708,-3289.3396999999995
17,402.0339,1013.5868,784.3626,0.0,0.0,0.0,-993.6974,-9102.0809,464.2364,5378.9903,-1676.4754,1057.5142,-652.2987,-2052.568300000001,-1271.2599,-3323.828200000001
18,365.9431,1021.9582,790.2341,0.0,0.0,0.0,-961.7339,-9124.7256,483.6734,5409.1139,-1709.2589,1059.3239,-653.3624,-2015.5367999999999,-1303.2974,-3318.8341999999993
19,391.4686,1047.1623,772.4823,0.0,0.0,0.0,-958.4209,-9032.0983,475.4077,5382.3818,-1762.858,1067.2383,-664.0595,-1921.6165,-1359.6792,-3281.2957
20,419.0016,1010.8705,808.8566,0.0,0.0,0.0,-958.1119,-8954.2947,471.4411,5368.7992,-1821.8085,1069.7945,-667.4218,-1833.4376000000002,-1419.4358000000002,-3252.8734000000004
21,380.0765,1041.5949,785.4697,0.0,0.0,0.0,-985.0103,-8936.2655,472.5599,5385.11,-1823.7724,1076.0693,-666.7079,-1856.4647999999988,-1414.411,-3270.8757999999984
22,387.6837,1007.5068,755.239,0.0,0.0,0.0,-981.1901,-8887.4778,458.2897,5340.4649,-1850.3137,1072.209,-661.5891,-1919.4838,-1439.6938,-3359.1776
23,415.5997,976.1667,767.652,0.0,0.0,0.0,-965.4459,-8990.7683,468.5079,5365.6492,-1765.5592,1062.8015,-656.7096,-1962.6387000000004,-1359.4672999999998,-3322.106
24,400.666,1043.6399,762.4523,0.0,0.0,0.0,-955.7503,-8947.4389,464.3837,5333.7085,-1825.6765,1056.8622,-658.694,-1898.3387999999995,-1427.5083,-3325.8470999999995
25,383.5161,1025.2445,769.7712,0.0,0.0,0.0,-967.9991,-9093.3946,475.6886,5422.3394,-1755.4577,1067.0776,-664.7882,-1984.8338999999996,-1353.1682999999998,-3338.0021999999994
26,393.2554,1050.6963,788.3339,0.0,0.0,0.0,-974.5299,-8952.4142,463.2421,5375.8362,-1808.8737,1060.4674,-657.516,-1855.5801999999994,-1405.9223000000002,-3261.5024999999996
27,407.9828,1054.0032,802.2045,0.0,0.0,0.0,-954.5985,-8901.0929,465.705,5318.4163,-1867.8952,1070.6781,-663.9822,-1807.3795999999993,-1461.1992999999998,-3268.578899999999
28,376.9402,1017.0816,790.7827,0.0,0.0,0.0,-967.1527,-9019.2409,472.3248,5384.02,-1803.0445,1068.4195,-664.8952,-1945.2443000000003,-1399.5202,-3344.7645
29,384.3374,1044.7908,805.4685,0.0,0.0,0.0,-985.0676,-9094.5325,465.9975,5384.8314,-1730.9597,1065.8633,-661.0497,-1994.1744999999992,-1326.1461000000002,-3320.3205999999996
30,368.796,1030.6083,791.0408,0.0,0.0,0.0,-968.7946,-9095.829,473.0695,5391.1514,-1731.3801,1060.5477,-655.8386,-2009.9576000000006,-1326.671,-3336.628600000001
31,440.7777,1050.1253,789.3221,0.0,0.0,0.0,-958.3854,-9179.2136,470.0705,5392.0695,-1661.5833,1064.1292,-668.0246,-1995.2339000000002,-1265.4787,-3260.7126
32,379.3524,1004.6477,776.5153,0.0,0.0,0.0,-944.1914,-9219.6048,469.427,5385.5774,-1606.0141,1069.0432,-673.5461,-2148.276399999999,-1210.517,-3358.793399999999
33,397.0564,1044.4717,746.2787,0.0,0.0,0.0,-967.0665,-9139.4533,476.7613,5377.398,-1683.6785,1070.1772,-664.3284,-2064.5536999999995,-1277.8296999999998,-3342.3833999999993
34,394.6632,1046.494,792.6535,0.0,0.0,0.0,-976.8495,-9127.7072,469.1715,5372.6019,-1694.2641,1065.8397,-665.707,-2028.972600000001,-1294.1314000000002,-3323.104000000001
35,375.1036,995.3106,776.4592,0.0,0.0,0.0,-968.0347,-9132.0716,465.7972,5402.7411,-1696.9208,1063.3591,-661.603,-2084.694599999999,-1295.1647000000003,-3379.859299999999
