,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-9.99999999722334e-05,1.0302869668521453e-13,0.00010000000017207356,0.0,0.0,0.0,-40.910899999999955,-19.152100000000182,3.5527136788005016e-14,-1.9895196601282808e-13,31.230800000000123,-31.064699999999892,48.65420000000001,-60.06300000000028,48.820300000000245,-11.24269999999958
1,1.4210854715202004e-14,-2.8421709430404014e-14,-3.552713678800501e-15,0.0,0.0,0.0,-38.972499999999926,-17.109199999999696,4.085620730620577e-14,-5.684341886080803e-14,27.153000000000088,-30.644099999999927,48.69369999999997,-56.081699999999714,45.20260000000001,-10.879099999999475
2,2.0428103653102883e-14,-1.172395514004165e-13,9.999999979726226e-05,0.0,0.0,0.0,-33.09220000000004,-14.402299999999194,-1.5987211554602254e-14,2.557953848736361e-13,25.30570000000005,-30.29919999999991,46.84760000000003,-47.49440000000072,41.85410000000017,-5.640300000000764
3,-9.999999999976694e-05,1.2789769243681806e-13,1.2434497875801752e-14,0.0,0.0,0.0,-38.50580000000009,-14.20700000000044,-0.00010000000001575417,-0.00010000000008858478,25.452000000000172,-30.365300000000087,48.9500000000001,-52.71310000000074,44.03670000000018,-8.676400000000775
4,8.88178419700125e-15,-7.815970093361102e-14,9.999999990562004e-05,0.0,0.0,0.0,-39.07770000000005,-20.555900000000427,4.085620730620577e-14,-1.3500311979441906e-13,33.873600000000096,-29.647099999999966,47.724899999999984,-59.6335000000008,51.951400000000106,-7.68210000000068
5,-2.6645352591003757e-14,-7.105427357601002e-15,-9.99999999073964e-05,0.0,0.0,0.0,-33.44060000000002,-18.017500000001146,1.7763568394002505e-15,4.618527782440651e-13,34.3762,-30.880499999999856,45.98500000000002,-51.45820000000075,49.480700000000155,-1.9775000000003689
6,9.99999999722334e-05,1.4210854715202004e-14,1.1013412404281553e-13,0.0,0.0,0.0,-35.94269999999999,-18.788600000001022,-1.77635683940025e-14,-2.0605739337042905e-13,35.439999999999884,-30.615800000000032,47.52730000000005,-54.73120000000135,52.351499999999895,-2.379700000001101
7,-2.131628207280301e-14,2.131628207280301e-14,7.815970093361102e-14,0.0,0.0,0.0,-34.811400000000056,-27.66599999999993,3.5527136788005016e-14,-0.00010000000032306387,37.194899999999976,-29.64249999999999,47.42579999999995,-62.47749999999991,54.97819999999983,-7.499300000000076
8,-2.3092638912203256e-14,2.8421709430404014e-14,1.403321903126198e-13,0.0,0.0,0.0,-31.76500000000007,-22.634700000001477,2.486899575160351e-14,0.00010000000064280812,31.64200000000002,-29.4581000000001,46.708500000000065,-54.399600000000966,48.8924000000001,-5.507200000001318
9,-9.999999997667429e-05,8.881784197001252e-14,-1.5099033134902131e-13,0.0,0.0,0.0,-35.19549999999994,-24.807599999999677,-1.0658141036401504e-14,-0.00010000000012411192,34.45920000000009,-31.01269999999988,46.56930000000004,-60.00329999999928,50.015800000000375,-9.987499999999358
10,0.0,-7.105427357601003e-14,9.999999991983088e-05,0.0,0.0,0.0,-38.128799999999906,-14.739499999999461,-3.7303493627405266e-14,1.5631940186722204e-13,28.550799999999928,-29.703899999999805,47.34500000000001,-52.86819999999986,46.19190000000026,-6.676300000000283
11,-6.2172489379008774e-15,-4.973799150320702e-14,1.2434497875801753e-13,0.0,0.0,0.0,-34.6795,-25.869300000000333,-0.0001000000000139778,-3.197442310920451e-13,35.49530000000002,-30.393699999999967,47.42859999999996,-60.54890000000106,52.530199999999894,-8.018700000001617
12,3.0198066269804264e-14,6.039613253960853e-14,1.2434497875801753e-13,0.0,0.0,0.0,-33.33629999999991,-21.40160000000085,-1.7763568394002505e-15,-2.0605739337042905e-13,32.42770000000007,-29.90240000000001,45.887300000000046,-54.737900000000074,48.412600000000104,-6.325300000000424
13,-1.7763568394002505e-15,1.77635683940025e-14,-1.7763568394002505e-15,0.0,0.0,0.0,-34.21329999999997,-21.23579999999866,-3.552713678800501e-15,2.415845301584341e-13,33.48339999999997,-30.587399999999995,48.07730000000004,-55.449099999997756,50.973299999999895,-4.475799999997406
14,-3.3750779948604765e-14,-2.8421709430404014e-14,9.99999998825274e-05,0.0,0.0,0.0,-33.382,-26.603800000000337,2.486899575160351e-14,9.999999990384367e-05,38.37030000000011,-30.04409999999996,48.37110000000004,-59.9856000000003,56.69730000000042,-3.2882999999998788
15,9.999999998733243e-05,-4.973799150320702e-14,3.3750779948604765e-14,0.0,0.0,0.0,-30.904199999999953,-29.860199999999768,-0.00010000000001042508,4.334310688136611e-13,34.6497,-30.757499999999947,44.4917,-60.76439999999982,48.383900000000175,-12.380500000000104
16,1.2434497875801752e-14,-7.815970093361102e-14,9.999999998377973e-05,0.0,0.0,0.0,-33.154399999999924,-18.222000000000527,2.3092638912203256e-14,9.947598300641404e-14,33.187200000000146,-29.46299999999998,46.63000000000001,-51.37630000000034,50.35420000000007,-1.0221000000000515
17,-4.618527782440651e-14,-1.172395514004165e-13,2.6645352591003757e-14,0.0,0.0,0.0,-32.01089999999998,-26.59340000000041,1.7763568394002505e-15,9.999999964804827e-05,37.241399999999906,-30.07240000000009,45.47360000000001,-58.60420000000145,52.6425999999997,-5.9616000000015115
18,-0.00010000000000687237,-1.4210854715202006e-13,8.526512829121202e-14,0.0,0.0,0.0,-34.75219999999993,-22.704400000000053,7.105427357601002e-15,-0.00010000000030174759,31.329800000000137,-29.5952,45.98819999999999,-57.456800000000904,47.72280000000002,-9.734000000001117
19,8.88178419700125e-15,-1.0658141036401504e-14,0.00010000000012055921,0.0,0.0,0.0,-33.7061,-26.271700000000056,-3.3750779948604765e-14,-9.947598300641404e-14,36.08549999999987,-30.715000000000003,46.32299999999992,-59.97770000000036,51.69349999999979,-8.284200000000567
20,1.7763568394002505e-15,-8.881784197001252e-14,0.00010000000005483399,0.0,0.0,0.0,-35.36819999999999,-21.805499999999093,2.486899575160351e-14,1.3500311979441906e-13,31.344200000000072,-30.464499999999948,45.83300000000003,-57.17359999999964,46.712700000000154,-10.460899999999938
21,-4.796163466380676e-14,1.6342482922482307e-13,9.999999999266153e-05,0.0,0.0,0.0,-29.370399999999982,-20.55700000000029,-1.4210854715202004e-14,-2.9132252166164113e-13,34.47279999999988,-29.368399999999962,46.82069999999995,-49.927300000001075,51.92509999999976,1.9977999999982143
22,-2.8421709430404014e-14,-9.999999996423979e-05,-1.7763568394002505e-13,0.0,0.0,0.0,-33.291500000000035,-28.810200000000805,-8.88178419700125e-15,9.999999991805451e-05,35.12070000000016,-30.65819999999993,45.81990000000007,-62.10170000000115,50.28240000000029,-11.819300000000187
23,-5.3290705182007506e-15,1.0658141036401504e-14,0.00010000000000864871,0.0,0.0,0.0,-33.164799999999964,-25.95430000000136,0.0001000000000139778,3.9790393202565615e-13,36.26260000000017,-30.171699999999905,45.18360000000002,-59.118900000000885,51.27450000000018,-7.844400000000256
24,0.00010000000003174135,4.618527782440651e-14,-9.999999995713438e-05,0.0,0.0,0.0,-35.229099999999946,-26.3628,-1.0658141036401504e-14,-2.0605739337042905e-13,34.095900000000036,-30.39370000000011,47.029800000000066,-61.591899999999534,50.731999999999886,-10.859899999999412
25,7.105427357601002e-15,9.999999999266153e-05,1.5987211554602254e-14,0.0,0.0,0.0,-34.18540000000008,-29.4015999999993,-1.7763568394002505e-15,-3.907985046680551e-13,33.09020000000004,-30.908700000000003,46.24310000000001,-63.586899999999865,48.42460000000004,-15.162300000000293
