,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,378.6649,1015.1521,1708.0352,0.0,0.0,0.0,-968.482,-9583.1736,486.0574,5378.0138,-7654.691,1459.0069,-738.9579,-1585.7322000000006,-6934.642,-8520.3742
1,381.728,1072.3532,1693.9704,0.0,0.0,0.0,-973.1839,-10431.9923,483.6906,5377.344,-6808.4709,1464.006,-742.5173,-2396.0899999999992,-6086.9822,-8483.0722
2,389.3763,988.3839999999999,1671.1243,0.0,0.0,0.0,-985.5244,-10232.1315,477.1723,5393.4582,-6974.4354,1460.3299,-738.9225,-2298.140799999999,-6253.028,-8551.1688
3,400.9751,1038.3777,1702.8039,0.0,0.0,0.0,-980.7887,-10263.1473,464.1078,5373.3944,-6975.4331,1460.415,-737.0329,-2264.2771,-6252.0509999999995,-8516.3281
4,392.347,1025.151,1687.5273,0.0,0.0,0.0,-991.428,-10440.4508,468.1396,5382.7143,-6793.5208,1451.3808,-730.554,-2475.999600000001,-6072.694,-8548.6936
5,407.08,1035.0835,1690.5404,0.0,0.0,0.0,-977.4224,-10252.8845,477.6054,5358.8182,-6983.8659,1457.3107,-737.1539,-2261.1794,-6263.7091,-8524.8885
6,391.9911,999.2803,1692.3528,0.0,0.0,0.0,-989.0407,-9982.8189,467.1543,5393.3462,-7259.9873,1465.2628,-746.8593,-2027.7348999999995,-6541.5838,-8569.3187
7,397.9355,1035.8165,1710.1362,0.0,0.0,0.0,-977.4655,-10265.5636,471.6331,5360.745,-6968.8436,1465.9432,-747.1136,-2266.7627999999995,-6250.014,-8516.776800000001
8,393.9075,1011.7215,1681.8001,0.0,0.0,0.0,-979.6064,-10329.0909,491.9606,5398.6166,-6933.4367,1451.9053,-739.6404,-2330.690999999998,-6221.1718,-8551.862799999997
9,403.9265,994.4807,1708.358,0.0,0.0,0.0,-960.5209,-10197.7523,471.1713,5375.8663,-7050.1811,1465.3006,-750.3182,-2204.4704,-6335.198699999999,-8539.6691
10,392.1866,1010.0277,1702.0888,0.0,0.0,0.0,-951.0899,-10478.2075,471.12699999999995,5388.6791,-6820.7566,1476.0831,-758.8838,-2465.1882,-6103.5573,-8568.745499999999
11,367.6528,981.0782,1699.1529,0.0,0.0,0.0,-984.8823,-10694.2862,480.1397,5381.1193,-6561.9704,1467.7718,-754.3931,-2770.0256000000013,-5848.5917,-8618.6173
12,390.8093,1050.5378,1711.4520000000002,0.0,0.0,0.0,-937.8759,-10123.8566,480.6085,5379.0438,-7159.1684,1480.8648,-766.4492,-2049.2810999999983,-6444.752799999998,-8494.033899999999
13,386.756,1004.6785,1689.795,0.0,0.0,0.0,-932.0521,-10315.6961,471.6958,5393.2847,-6988.9821,1465.7826,-755.1567,-2301.5381999999977,-6278.3562,-8579.894399999997
