POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,391.0956,1085.8754,780.7282,0.0,0.0,0.0,-1013.5908,-8945.0075,490.92,5161.166,-1704.8495,1042.2761,-644.2291,-2048.8130999999994,-1306.8025,-3355.6155999999996
1,383.1311,1064.4581,825.5853,0.0,0.0,0.0,-997.3981,-8986.4512,498.2482,5223.3208,-1697.2508,1054.6225,-650.2629,-1989.1057999999985,-1292.8912,-3281.9969999999985
2,383.8317,1060.0296,793.2197,0.0,0.0,0.0,-998.0991,-8921.718,475.1736,5147.5965,-1693.0988,1055.6715,-650.6466,-2059.9660000000003,-1288.0739,-3348.0399
3,374.496,1051.0135,784.0359,0.0,0.0,0.0,-1026.0683,-8950.5562,474.5381,5194.5821,-1723.5256,1047.0956,-644.5122,-2097.9589000000014,-1320.9422,-3418.9011000000014
4,378.9059,1042.2919,776.9581,0.0,0.0,0.0,-1001.6103,-9006.6454,469.3936,5266.9231,-1678.1456,1058.2986,-655.2946,-2073.7830999999996,-1275.1416,-3348.9246999999996
5,371.7286,1035.1255,781.311,0.0,0.0,0.0,-1011.4409,-8987.7949,468.9529,5221.5942,-1705.4149,1058.2041,-658.2527,-2120.5236000000004,-1305.4635,-3425.9871000000003
6,379.7423,1049.1401,797.1747,0.0,0.0,0.0,-1028.131,-8905.4288,482.2297,5233.9858,-1769.1934,1056.0826,-656.2261,-1991.2871999999998,-1369.3369000000002,-3360.6241
7,385.8599,1076.2746,799.0586,0.0,0.0,0.0,-1025.5677,-8922.677,478.9098,5213.6323,-1719.9459,1048.9809,-648.0082,-1994.5094999999992,-1318.9732,-3313.4826999999987
8,398.3731,1030.0502,773.0462,0.0,0.0,0.0,-1014.5177,-8805.4134,483.4744,5220.5275,-1843.8553,1050.8756,-647.3426,-1914.4596999999985,-1440.3222999999998,-3354.7819999999983
9,392.1512,1022.2555,754.8804,0.0,0.0,0.0,-1016.0908,-8895.5991,474.427,5275.1676,-1801.2862,1062.0502,-652.4107,-1992.8082000000004,-1391.6467000000002,-3384.4549
10,405.0888,1037.9706,792.3946,0.0,0.0,0.0,-995.6924,-8832.1507,471.5944,5177.8289,-1800.3441,1062.4235,-654.0574,-1942.9658,-1391.978,-3334.9438000000005
11,377.0666,1032.7627,801.7725,0.0,0.0,0.0,-999.459,-8918.2831,484.5485,5195.5159,-1749.3634,1057.3205,-655.0879,-2026.0759000000007,-1347.1308,-3373.206700000001
12,388.2489,1102.0785,783.16,0.0,0.0,0.0,-981.4199,-9045.4554,496.7731,5221.7719,-1691.1755,1050.4315,-651.8948,-2034.8429000000006,-1292.6388000000002,-3327.481700000001
13,426.8698,1071.6217,781.0166,0.0,0.0,0.0,-1017.7049,-8784.5372,444.4014,5187.2503,-1853.9123,1068.1455,-653.1697,-1891.082300000001,-1438.9364999999998,-3330.0188000000007
14,380.925,991.4515,782.7847,0.0,0.0,0.0,-998.3399,-8839.1067,467.9748,5213.4104,-1818.9495,1064.4742,-660.2985,-2000.900200000001,-1414.7738,-3415.6740000000004
15,420.802,994.4229,805.7127,0.0,0.0,0.0,-1005.1684,-8984.972,474.3431,5180.8033,-1671.979,1050.8614,-645.5193,-2114.0563999999995,-1266.6369,-3380.6933
16,403.8727,1035.36,802.2452,0.0,0.0,0.0,-1028.0811,-9015.7481,473.8826,5208.1196,-1645.5506,1041.8272,-640.1472,-2120.3491000000013,-1243.8706000000002,-3364.219700000001
17,421.3301,1058.3556,774.6392,0.0,0.0,0.0,-1011.2525,-8865.3713,470.9073,5189.8943,-1797.8256,1050.4693,-646.7514,-1961.497300000001,-1394.1077,-3355.6050000000014
18,392.4143,1060.8184,793.5579,0.0,0.0,0.0,-1000.1836,-9067.0478,464.9195,5222.1575,-1628.556,1052.1372,-650.5006,-2133.3638,-1226.9194000000002,-3360.2832000000003
19,385.8756,1032.8023,802.9074,0.0,0.0,0.0,-992.3945,-9131.9947,487.406,5267.0749,-1616.1067,1046.6845,-644.7933,-2148.3229999999994,-1214.2155,-3362.5384999999997
20,405.9213,1092.4504,797.6028,0.0,0.0,0.0,-995.3822,-9005.5965,469.1811,5234.2041,-1716.9369,1068.6794,-658.7495,-2001.6189999999997,-1307.007,-3308.6259999999993
21,385.251,1098.2014,786.0668,0.0,0.0,0.0,-1028.9481,-8938.1552,488.7941,5250.594,-1720.3957,1049.6329,-645.1798,-1958.196,-1315.9425999999999,-3274.1385999999998
22,409.798,1082.3723,797.8862,0.0,0.0,0.0,-1016.0195,-9020.2476,468.9492,5226.1664,-1647.13,1056.5456,-648.327,-2051.0950000000003,-1238.9114000000002,-3290.0064
23,380.6598,1071.0124,784.1076,0.0,0.0,0.0,-1019.7241,-9025.5689,479.9164,5213.057,-1629.7549,1046.7507,-641.608,-2116.5397999999996,-1224.6121999999998,-3341.151999999999
24,371.3119,1043.0697,815.8849,0.0,0.0,0.0,-991.6297,-9095.7804,493.1538,5230.6607,-1623.7157,1059.6358,-657.8792,-2133.329099999999,-1221.9591,-3355.2881999999986
25,389.2911,1083.5982,804.4398,0.0,0.0,0.0,-985.0944,-8977.6455,482.8556,5218.1285,-1726.6668,1062.3668,-658.5961,-1984.426700000001,-1322.8961,-3307.322800000001
26,414.7998,1041.4356,788.4261,0.0,0.0,0.0,-1007.6574,-8973.2369,462.1149,5182.8153,-1699.0121,1057.2969,-654.5991,-2091.3026,-1296.3143,-3387.6168999999995
27,404.0818,1080.3118,817.4475,0.0,0.0,0.0,-1015.2489,-8961.8355,454.5946,5219.2866,-1726.0336,1064.4364,-661.7172,-2001.3620999999994,-1323.3144,-3324.676499999999
28,393.5214,1087.7221,780.4232,0.0,0.0,0.0,-1019.0164,-8875.0001,485.7478,5203.9797,-1768.1962,1066.9973,-658.3486,-1942.6223,-1359.5475000000001,-3302.1698000000006
29,411.7468,1065.4622,816.8807,0.0,0.0,0.0,-1004.5088,-8964.0392,468.3837,5228.5494,-1756.72,1058.5443,-657.9267,-1977.5251999999991,-1356.1024,-3333.6275999999993
30,415.2359,1067.4808,811.6364,0.0,0.0,0.0,-1046.7654,-8975.8266,477.513,5240.618,-1708.5413,1044.7709,-639.7967,-2010.1079,-1303.5671000000002,-3313.6749999999997
31,401.6596,1062.6666,803.8632,0.0,0.0,0.0,-1018.5343,-8984.963,489.6029,5224.4576,-1709.1622,1051.8962,-647.1147,-2021.2474000000002,-1304.3807000000002,-3325.6281
32,412.2009,1072.8325,777.3122,0.0,0.0,0.0,-1019.3315,-8886.0907,473.8384,5198.4388,-1765.7359,1054.8352,-648.6279,-1970.7994000000008,-1359.5285999999999,-3330.3280000000004
33,404.7693,1014.4147,773.3043,0.0,0.0,0.0,-988.4113,-8988.8094,466.1683,5221.1213,-1713.1396,1058.3364,-652.3969,-2097.4428,-1307.2001,-3404.6429
34,407.2767,1046.2218,766.6807,0.0,0.0,0.0,-998.7043,-9057.6224,476.8197,5266.7409,-1642.2787,1061.3179,-655.4137,-2092.5869000000002,-1236.3745,-3328.9614
35,409.5678,1083.8468,790.6947,0.0,0.0,0.0,-1018.8166,-8908.7444,465.927,5170.7691,-1726.7136,1065.2538,-661.7074,-2006.7555999999995,-1323.1672,-3329.9227999999994
36,378.3472,1030.8975,780.4258,0.0,0.0,0.0,-1005.9104,-8988.9394,486.1554,5209.6462,-1675.8436,1062.8251,-659.2119,-2109.377699999999,-1272.2304,-3381.6080999999995
37,357.0884,1096.1179,813.1147,0.0,0.0,0.0,-989.1773,-8808.2174,473.766,5168.9405,-1832.2245,1067.3186,-664.3532,-1888.3671999999997,-1429.2591,-3317.6263
38,391.0331,1056.3106,792.1678,0.0,0.0,0.0,-984.4993,-8907.2399,479.5528,5195.0725,-1770.5009,1062.8771,-660.5605,-1977.6023999999998,-1368.1843000000001,-3345.7867
39,364.1968,1062.0762,796.1071,0.0,0.0,0.0,-1004.9293,-8908.1567,467.3326,5165.7825,-1713.6889,1072.4358,-664.8884,-2057.5908,-1306.1415000000002,-3363.7322999999997
40,382.9699,1105.1585,785.9502,0.0,0.0,0.0,-1006.5579,-8962.5886,482.3026,5218.5508,-1749.6206,1070.4182,-667.6201,-1994.2144999999991,-1346.8224999999998,-3341.0369999999994
41,370.358,1072.0757,791.8107,0.0,0.0,0.0,-1006.8331,-8823.6213,487.5796,5253.5408,-1847.5365,1055.4636,-653.6325,-1855.0896000000012,-1445.7053999999998,-3300.7950000000014
42,408.0517,1029.5322,786.1264,0.0,0.0,0.0,-1014.7359,-8897.6875,488.3964,5243.6477,-1794.6433,1063.3732,-659.0835,-1956.6689999999999,-1390.3536,-3347.0225999999993
43,378.1164,1042.5152,784.3107,0.0,0.0,0.0,-984.6592,-8959.7755,482.923,5219.0645,-1746.6551,1071.5806,-670.1391,-2037.504899999999,-1345.2136,-3382.7184999999986
44,405.1944,1092.3944,757.5833,0.0,0.0,0.0,-996.8998,-8955.1807,480.8387,5170.8468,-1669.3869,1056.5551,-648.2767,-2045.2229000000007,-1261.1084999999998,-3306.3314000000005
45,403.6614,1051.7948,776.8913,0.0,0.0,0.0,-1024.7989,-8932.8515,485.3772,5211.7771,-1720.7596,1058.464,-653.6753,-2028.1486000000004,-1315.9709000000003,-3344.1195000000007
46,392.704,1071.4372,790.8319,0.0,0.0,0.0,-1014.9592,-8894.3119,468.5659,5180.3523,-1748.1165,1054.9391,-647.77,-2005.3798000000015,-1340.9474,-3346.3272000000015
47,407.9542,1048.7435,815.5183,0.0,0.0,0.0,-1005.907,-8941.5426,480.7336,5191.9927,-1747.9356,1061.7384,-666.4238,-2002.5073000000002,-1352.621,-3355.1283
48,373.586,1076.9417,772.1122,0.0,0.0,0.0,-1010.3368,-8941.235,473.1225,5203.6654,-1738.2103,1056.5314,-652.5407,-2052.1440000000002,-1334.2196,-3386.3636
49,431.4094,1041.8247,790.019,0.0,0.0,0.0,-1006.3947,-8880.377,477.5404,5219.4007,-1788.6923,1060.7178,-661.119,-1926.5775000000003,-1389.0935,-3315.6710000000003
50,375.9099,1093.9601,767.4765,0.0,0.0,0.0,-990.3796,-8928.3327,491.6543,5208.5385,-1735.3514,1058.1946,-650.9493,-1981.1730000000016,-1328.1061,-3309.2791000000016
51,406.1552,1028.2636,772.4121,0.0,0.0,0.0,-1022.3559,-8814.199,475.8056,5228.822,-1855.3191,1051.0835,-650.6053,-1925.0964000000004,-1454.8409000000001,-3379.9373000000005
52,408.3177,1050.948,786.8764,0.0,0.0,0.0,-1015.7334,-8881.2153,463.6681,5161.1275,-1761.2557,1059.4846,-653.6664,-2026.0110000000004,-1355.4375,-3381.4485000000004
53,408.8329,1053.7788,816.2298,0.0,0.0,0.0,-1026.6194,-8840.015,485.1539,5205.7363,-1812.4568,1055.5723,-656.1966,-1896.9026999999996,-1413.0810999999999,-3309.9838
