Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,408.7032,1045.8853,822.2344,0.0,0.0,0.0,-911.1964,-9991.0505,470.8232,5300.0818,-1935.9986,1181.9377,-647.9732,-2854.5189999999993,-1402.0340999999999,-4256.553099999999
1,404.1234,1057.2649,812.6043,0.0,0.0,0.0,-942.4794,-9901.1238,469.0125,5287.4909,-1958.1368,1173.4185,-646.2152,-2813.1072000000004,-1430.9335,-4244.0407000000005
2,386.6265,1083.8927,814.725,0.0,0.0,0.0,-955.5601,-10042.1037,476.1209,5286.9465,-1830.2079,1167.0256,-638.0278,-2949.3521999999994,-1301.2101000000002,-4250.5623
3,408.9107,1059.8718,811.9463,0.0,0.0,0.0,-946.255,-9979.795,471.3614,5318.5266,-1928.6632,1194.7944,-658.9707,-2855.4332000000004,-1392.8395,-4248.2727
4,435.2858,1037.0926,835.1313,0.0,0.0,0.0,-921.8652,-10032.5603,476.786,5313.6415,-1896.2625,1182.0936,-647.0307,-2856.488299999999,-1361.1996000000001,-4217.687899999999
5,419.8414,1062.0506,801.5323,0.0,0.0,0.0,-912.8164,-9974.6487,478.8154,5230.541,-1852.0487,1183.804,-644.2156,-2894.6843999999983,-1312.4603,-4207.144699999999
6,366.1226,1089.1388,798.7984,0.0,0.0,0.0,-953.3709,-9833.604,496.7258,5271.9984,-1994.57,1185.1979,-644.4945,-2764.190899999998,-1453.8666,-4218.057499999997
7,425.6008,1063.9046,813.5545,0.0,0.0,0.0,-929.1809,-9927.6853,460.3563,5284.212,-1934.4169,1180.7233,-643.9727,-2809.2379999999976,-1397.6662999999999,-4206.904299999997
8,394.926,1024.9043,825.2913,0.0,0.0,0.0,-951.1571,-9941.7995,492.0346,5320.2247,-1896.7665,1184.6545,-641.1604,-2835.5756999999994,-1353.2723999999998,-4188.848099999999
9,380.0063,1055.1903,805.824,0.0,0.0,0.0,-873.7599,-10049.5536,472.4795,5273.8177,-1855.7233,1187.6738,-647.6627,-2935.9957000000013,-1315.7122,-4251.707900000001
10,404.9069,1050.9951,790.6447,0.0,0.0,0.0,-938.8526,-9841.602,458.8707,5240.1028,-2000.4572,1176.9859,-641.3248,-2834.934400000002,-1464.7961,-4299.730500000002
11,402.0706,1097.0806,815.9442,0.0,0.0,0.0,-956.4778,-9827.4843,467.3101,5267.9401,-2029.73,1182.4999,-640.192,-2733.616500000001,-1487.4221,-4221.038600000002
12,403.389,1098.2553,794.1326,0.0,0.0,0.0,-927.8688,-9860.9315,473.9609,5238.1205,-1949.1725,1182.5472,-643.7327,-2780.942,-1410.358,-4191.299999999999
