FRAMES,3,4,5,6,7,8,9,10
0,41,12,33,51,40,37,43,43
1,45,15,38,58,34,45,50,44
2,40,11,33,60,32,46,52,39
3,46,19,27,60,38,43,54,42
4,47,20,38,59,37,45,60,42
5,46,15,32,56,35,47,57,46
6,49,15,40,53,30,42,55,43
7,47,14,38,53,31,44,57,47
8,46,17,42,55,30,42,58,51
9,46,19,47,61,35,50,62,48
10,44,20,35,58,32,50,54,42
11,52,21,43,61,29,47,57,47
12,47,20,34,60,28,48,53,49
13,50,21,39,53,35,51,63,48
14,46,20,41,51,31,48,56,50
15,50,16,43,54,38,47,54,48
16,51,21,41,64,29,48,59,44
17,49,20,47,61,37,51,58,48
18,47,23,42,55,30,53,65,52
19,40,23,45,57,31,49,56,49
20,46,21,36,59,32,50,61,50
21,50,21,43,48,33,50,60,48
22,45,26,32,55,47,51,58,49
23,45,25,43,50,35,54,57,48
24,46,26,43,57,36,53,62,47
25,42,26,34,51,33,46,57,49
26,41,25,43,52,41,47,49,48
27,49,28,34,52,28,55,55,45
28,46,28,34,44,35,53,55,46
29,46,27,33,51,30,46,60,48
30,46,26,34,56,36,51,62,52
31,41,28,32,49,32,49,52,47
32,51,24,39,44,33,49,56,40
33,38,26,30,56,36,46,60,46
34,41,26,39,50,31,49,59,40
35,45,30,35,47,31,53,56,43
36,42,25,34,57,32,47,61,41
37,44,28,34,58,29,51,48,43
38,43,21,32,45,28,49,48,45
39,51,29,34,52,27,50,54,42
40,43,26,35,57,30,51,50,49
41,49,29,36,60,33,51,56,54
42,48,24,31,49,31,51,51,51
43,42,27,32,63,34,47,64,43
44,39,28,33,52,38,52,53,48
45,45,26,33,61,39,51,66,46
46,44,24,35,54,30,47,61,48
47,45,26,30,60,36,44,59,51
48,49,23,30,50,40,45,55,46
49,56,23,38,51,39,44,53,54
50,48,25,28,50,35,46,61,49
51,46,26,32,51,34,50,61,42
52,48,25,30,55,35,45,57,49
53,44,31,30,60,31,46,57,52
54,38,28,32,57,35,53,59,43
