Frame #,Translational,Rotational,Vibrational,Total
0,-13.1555706,-11.024990700000002,3.024433599999881,-21.155829550000107
1,-13.1555706,-11.037811150000001,-0.02981500000024795,-24.223196749999886
2,-13.1555706,-11.006803549999999,7.993103350000354,-16.169867099999834
3,-13.1555706,-11.046457499999997,-0.11657664999982842,-24.31830659999995
4,-13.1555706,-11.02946295,5.665446299999907,-18.519587250000065
5,-13.1555706,-11.033935199999998,-0.025640899999729072,-24.214848549999914
6,-13.1555706,-11.035127800000001,2.163972700000137,-22.026725700000178
7,-13.1555706,-11.023201799999999,2.7802487499998705,-21.39852364999986
8,-13.1555706,-11.029462950000001,2.112094599999999,-22.072640799999924
9,-13.1555706,-11.016344350000002,6.645167200000138,-17.52674774999992
10,-13.1555706,-11.043177849999998,-0.011627849999989337,-24.210674449999985
11,-13.1555706,-11.038705599999998,2.0864536999999714,-22.10812064999986
12,-13.1555706,-11.038109300000002,3.9803024999999934,-20.213377400000134
13,-13.1555706,-11.002331299999996,16.35710529999991,-7.801094749999955
14,-13.1555706,-11.012170249999999,3.1541288500000846,-21.01361199999991
15,-13.1555706,-11.039003749999997,0.5608201499999055,-23.634052349999862
16,-13.1555706,-11.036320399999996,1.6460861500001087,-22.546102999999846
17,-13.1555706,-11.016940650000004,9.439727150000067,-14.732784100000032
18,-13.1555706,-11.032146299999999,5.273975349999851,-18.913741549999948
19,-13.1555706,-11.03482965,1.7999315499997053,-22.39046870000017
20,-13.1555706,-11.029164799999998,4.869982099999994,-19.31445515
21,-13.1555706,-11.02290365,4.367301200000107,-19.811173050000157
22,-13.1555706,-11.028270350000001,3.4978957999998315,-20.68594515000006
23,-13.1555706,-11.0005424,15.802546300000216,-8.353268549999754
24,-13.1555706,-11.028270349999998,5.318399699999588,-18.866037550000016
25,-13.1555706,-11.03840745,0.8115642999996879,-23.38271189999982
26,-13.1555706,-11.029164800000002,1.9943253500003237,-22.19011190000012
27,-13.1555706,-11.014257299999999,12.207155450000052,-11.962970600000105
28,-13.1555706,-11.041090800000001,-0.267738699999974,-24.464400100000027
29,-13.1555706,-11.03065555,6.544392500000001,-17.641833649999896
30,-13.1555706,-11.009188749999998,13.41764444999994,-10.747711199999983
31,-13.1555706,-11.010381349999998,8.943903699999872,-15.221750100000115
32,-13.1555706,-11.042879699999999,4.776362999999989,-19.421789150000038
33,-13.1555706,-11.037513,0.8121605999999204,-23.38092299999989
34,-13.1555706,-11.031549999999998,0.9505021999995975,-23.236618400000133
35,-13.1555706,-11.01634435,1.5977858500002853,-22.573830950000108
36,-13.1555706,-11.035425949999997,0.9180038499999199,-23.2729927000004
37,-13.1555706,-11.006803550000003,14.49486039999983,-9.668110049999939
38,-13.1555706,-11.020816599999998,5.149050500000236,-19.02703854999976
39,-13.1555706,-11.033637049999998,4.5485763999999165,-19.640929399999976
40,-13.1555706,-11.03721485,7.501453999999789,-16.691927749999948
41,-13.1555706,-11.03602225,0.9385761999999858,-23.25331480000004
42,-13.1555706,-11.04019635,3.772790099999881,-20.42357315000008
43,-13.1555706,-11.032742599999997,1.4597423999995485,-22.728570799999822
44,-13.1555706,-11.02051845,7.962095749999577,-16.213695149999893
45,-13.1555706,-11.034531500000002,1.2578948499999356,-22.93250539999996
46,-13.1555706,-11.04675565,-4.945414049999648,-29.148038450000065
47,-13.1555706,-11.01753695,2.920975550000371,-21.252430149999917
48,-13.1555706,-11.00918875,9.608480050000075,-14.55627930000005
49,-13.1555706,-11.037214849999998,1.9499010000002954,-22.242884450000027
50,-13.1555706,-11.030357399999998,3.801710649999812,-20.38421734999985
51,-13.1555706,-11.029761099999996,2.5107211500003785,-21.674908699999904
52,-13.1555706,-11.011872100000001,8.4287004999997,-15.738742200000225
53,-13.1555706,-11.024692550000001,5.474034000000088,-18.706229150000233
54,-13.1555706,-11.040792650000002,0.8831202999999519,-23.313839249999816
55,-13.1555706,-11.030059249999999,5.897705150000107,-18.28762654999992
56,-13.1555706,-11.010977649999996,9.899772600000368,-14.266775649999879
57,-13.1555706,-11.027375900000001,-1.358073250000018,-25.54131790000004
58,-13.1555706,-11.010381349999998,6.796925550000047,-17.369026400000365
59,-13.1555706,-11.033338900000002,7.434370250000299,-16.754837400000085
60,-13.1555706,-11.040792649999998,4.478212999999911,-19.71815025000005
61,-13.1555706,-11.0363204,4.835098550000154,-19.35738874999997
62,-13.1555706,-11.039898200000001,-0.3109704499999708,-24.50673740000029
63,-13.1555706,-11.030357400000002,-0.07125785000012286,-24.257185849999786
64,-13.1555706,-11.036618549999998,-1.4433441499999162,-25.635533299999878
65,-13.1555706,-11.01395915,4.807966899999791,-19.36156284999987
66,-13.1555706,-11.0339352,-2.6854370499999405,-26.875241000000194
