Frame #,Translational,Rotational,Vibrational,Total
0,12.9969548,10.860411899999999,30.99418325,54.85154995
1,12.9969548,10.85772855,31.0815412,54.9359264
2,12.9969548,10.858026699999998,31.067826299999997,54.922807799999994
3,12.9969548,10.863691549999997,30.959895999999997,54.82054235
4,12.9969548,10.856237799999999,30.997462899999995,54.85035734999999
5,12.9969548,10.8544489,31.1113562,54.962461749999996
6,12.9969548,10.858026699999998,31.0660374,54.92101889999999
7,12.9969548,10.8550452,31.09793945,54.949939449999995
8,12.9969548,10.84699515,31.033837199999994,54.877787149999996
9,12.9969548,10.851765549999998,31.029066799999995,54.877787149999996
10,12.9969548,10.860411899999999,30.993885099999996,54.8512518
11,12.9969548,10.856237799999999,30.996866599999997,54.84976105
12,12.9969548,10.849380349999999,31.101517249999997,54.947852399999995
13,12.9969548,10.84341735,29.804564749999997,53.64493689999999
14,12.9969548,10.87084715,31.44677495,55.31427875
15,12.9969548,10.8490822,31.132823,54.97886
16,12.9969548,10.8425229,31.139382299999994,54.97856185
17,12.9969548,10.849380349999999,31.100622799999996,54.94665979999999
18,12.9969548,10.862498949999999,31.04486875,54.90402435
19,12.9969548,10.862498949999999,31.047253949999995,54.90640955
20,12.9969548,10.862498949999999,31.076174499999997,54.93562824999999
21,12.9969548,10.860411899999999,30.99418325,54.8512518
22,12.9969548,10.851765549999998,31.028470499999997,54.87719084999999
23,12.9969548,10.856237799999999,30.9962703,54.84916474999999
24,12.9969548,10.858026699999998,31.067528149999994,54.92250965
25,12.9969548,10.866076749999998,31.042483549999996,54.905515099999995
26,12.9969548,10.851765549999998,31.028470499999997,54.87719084999999
27,12.9969548,10.8550452,31.097343149999997,54.94934314999999
28,12.9969548,10.840734,31.070807799999997,54.90819844999999
29,12.9969548,10.8484859,31.147730499999998,54.9931712
30,12.9969548,10.841926599999999,31.15279905,54.99168045
31,12.9969548,10.841926599999999,31.153991649999995,54.99287304999999
32,12.9969548,10.851765549999998,31.029663099999997,54.878383449999994
33,12.9969548,10.8484859,31.147730499999998,54.9931712
34,12.9969548,10.8490822,31.13491005,54.980947050000005
35,12.9969548,10.862498949999999,31.076174499999997,54.935330099999995
36,12.9969548,10.866076749999998,31.042483549999996,54.905515099999995
37,12.9969548,10.8484859,31.147432349999995,54.99287304999999
38,12.9969548,10.862498949999999,31.045763199999996,54.905216949999996
39,12.9969548,10.8550452,31.098237599999997,54.950237599999994
40,12.9969548,10.856237799999999,30.9980592,54.850953649999994
41,12.9969548,10.846398849999998,31.064248499999998,54.907602149999995
42,12.9969548,10.860411899999999,30.9932888,54.850655499999995
43,12.9969548,10.84699515,31.034135349999996,54.877787149999996
44,12.9969548,10.85772855,31.080050449999995,54.93443565
45,12.9969548,10.86309525,31.062757749999996,54.922807799999994
46,12.9969548,10.863691549999997,30.961088599999997,54.82173494999999
47,12.9969548,10.860411899999999,30.964070099999997,54.8214368
48,12.9969548,10.860411899999999,30.962281199999996,54.81934975
49,12.9969548,10.862797099999998,31.030557549999997,54.8900113
50,12.9969548,10.856237799999999,30.997462899999995,54.85035734999999
51,12.9969548,10.8484859,31.146239749999996,54.9913823
52,12.9969548,10.862498949999999,31.076472649999996,54.93562824999999
53,12.9969548,10.860411899999999,30.964666399999995,54.82173494999999
54,12.9969548,10.86309525,31.063354049999997,54.92340409999999
55,12.9969548,10.862498949999999,31.04486875,54.90402435
56,12.9969548,10.84699515,31.034135349999996,54.8780853
57,12.9969548,10.849380349999999,31.100324649999997,54.94665979999999
58,12.9969548,10.84699515,31.035029799999997,54.87868159999999
59,12.9969548,10.84699515,31.03234645,54.875998249999995
60,12.9969548,10.84699515,31.033837199999994,54.877787149999996
61,12.9969548,10.8544489,31.110759899999998,54.96216359999999
62,12.9969548,10.8544489,31.11046175,54.961567300000006
63,12.9969548,10.8484859,31.147730499999998,54.99287304999999
64,12.9969548,10.849380349999999,31.101219099999994,54.947554249999996
65,12.9969548,10.84699515,31.0344335,54.8780853
66,12.9969548,10.8544489,31.11046175,54.96186544999999
67,12.9969548,10.8490822,31.064248499999998,54.91028549999999
68,12.9969548,10.841926599999999,31.154289799999997,54.9931712
69,12.9969548,10.840734,31.070211499999996,54.907602149999995
70,12.9969548,10.8550452,31.095256099999997,54.9472561
71,12.9969548,10.841926599999999,31.15279905,54.99168045
72,12.9969548,10.840734,31.06991335,54.907303999999996
73,12.9969548,10.849380349999999,31.101517249999997,54.947852399999995
74,12.9969548,10.8425229,31.1399786,54.97945629999999
75,12.9969548,10.8425229,31.139382299999994,54.97856185
76,12.9969548,10.840734,31.0690189,54.90640955
77,12.9969548,10.849380349999999,31.100324649999997,54.94636164999999
78,12.9969548,10.8544489,31.111058049999997,54.96216359999999
79,12.9969548,10.840734,31.06991335,54.907303999999996
80,12.9969548,10.841926599999999,31.15339535,54.992276749999995
81,12.9969548,10.8484859,31.147730499999998,54.9931712
82,12.9969548,10.841926599999999,31.082733799999996,54.92161519999999
83,12.9969548,10.840734,31.069615199999998,54.907303999999996
84,12.9969548,10.860411899999999,30.962281199999996,54.81964790000001
85,12.9969548,10.851765549999998,31.02996125,54.87868159999999
86,12.9969548,10.8484859,31.146836049999997,54.991978599999996
87,12.9969548,10.8490822,31.134313749999997,54.98035075
88,12.9969548,10.849380349999999,31.101517249999997,54.947554249999996
89,12.9969548,10.8252302,29.781309049999997,53.60349405
90,12.9969548,10.8544489,31.11046175,54.961567300000006
91,12.9969548,10.846398849999998,31.0654411,54.90849659999999
92,12.9969548,10.846398849999998,31.064248499999998,54.907602149999995
93,12.9969548,10.8425229,31.1399786,54.97945629999999
94,12.9969548,10.8425229,31.140276749999998,54.97945629999999
95,12.9969548,10.840734,31.069615199999998,54.90700585
96,12.9969548,10.840734,31.070211499999996,54.907602149999995
97,12.9969548,10.849380349999999,31.102113549999995,54.94844869999999
98,12.9969548,10.8490822,31.133717449999995,54.979754449999994

