Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,2.6645352591003757e-14,-8.526512829121202e-14,-1.4210854715202004e-14,0.0,0.0,0.0,-27.426399999999983,-28.995499999999765,0.0,-2.8421709430404007e-13,46.857200000000006,-27.861200000000068,44.19819999999994,-56.42190000000028,63.194199999999995,6.772299999999035
1,-0.00010000000001220144,-3.552713678800501e-14,-3.907985046680551e-14,0.0,0.0,0.0,-32.332899999999945,-25.97440000000087,8.881784197001252e-15,2.8421709430404007e-13,44.72729999999996,-28.494299999999896,44.830099999999945,-58.307400000001024,61.06310000000023,2.755699999998285
2,0.0,0.00010000000000331966,-3.552713678800501e-14,0.0,0.0,0.0,-29.981799999999993,-26.315000000000268,9.99999999766743e-05,-2.8421709430404007e-13,43.45219999999999,-28.234399999999916,45.08139999999996,-56.29660000000061,60.29919999999993,4.00259999999912
3,3.197442310920451e-14,3.552713678800501e-15,0.00010000000001753051,0.0,0.0,0.0,-26.81309999999999,-21.13210000000055,-2.3092638912203256e-14,-9.999999974752427e-05,39.37629999999993,-26.396400000000007,43.46390000000002,-47.945200000000085,56.44379999999994,8.498599999999868
4,8.881784197001252e-15,7.105427357601002e-14,3.552713678800501e-14,0.0,0.0,0.0,-27.02229999999992,-22.58189999999948,1.2434497875801753e-14,0.0,40.38510000000004,-26.164899999999953,45.4267,-49.60419999999951,59.64690000000007,10.042700000000536
5,5.329070518200751e-15,-0.00010000000007792664,0.00010000000004950493,0.0,0.0,0.0,-27.10109999999996,-30.49839999999959,2.842170943040401e-14,-2.8421709430404007e-13,46.082100000000054,-27.851600000000154,45.47090000000003,-57.59950000000052,63.701399999999694,6.101899999998722
6,7.105427357601002e-15,6.750155989720952e-14,-9.947598300641403e-14,0.0,0.0,0.0,-30.12070000000004,-8.108999999999412,-1.0658141036401503e-14,3.410605131648481e-13,29.804899999999993,-24.799299999999903,40.89009999999993,-38.22969999999947,45.89570000000013,7.666000000000452
7,-1.865174681370263e-14,1.0658141036401503e-14,9.999999998555609e-05,0.0,0.0,0.0,-36.81140000000002,-29.62079999999925,5.329070518200751e-15,0.00010000000020227162,47.697100000000006,-30.190500000000164,48.05760000000007,-66.43199999999831,65.56419999999991,-0.8677999999988515
8,3.552713678800501e-15,7.105427357601002e-14,3.907985046680551e-14,0.0,0.0,0.0,-29.220200000000006,-20.86459999999869,0.00010000000002285958,-4.547473508864641e-13,36.32750000000009,-26.22630000000011,44.73359999999996,-50.08469999999821,54.83480000000006,4.750100000001396
9,0.00010000000003262954,1.6342482922482304e-13,1.0658141036401503e-14,0.0,0.0,0.0,-28.664999999999914,-19.941699999999486,-0.00010000000001753051,3.979039320256561e-13,36.86330000000009,-27.341399999999823,44.25279999999999,-48.60669999999811,53.77470000000026,5.168000000002166
10,2.3092638912203256e-14,-8.526512829121202e-14,4.263256414560601e-14,0.0,0.0,0.0,-30.244399999999967,-23.430400000000333,-3.552713678800501e-15,-5.684341886080802e-14,40.801400000000015,-28.24850000000007,45.89260000000006,-53.674800000000204,58.44549999999978,4.770700000000488
11,2.842170943040401e-14,-0.0001000000000139778,5.684341886080802e-14,0.0,0.0,0.0,-27.431399999999982,-27.216299999999592,-1.0658141036401503e-14,-9.999999946330718e-05,38.71439999999998,-25.43709999999998,44.105499999999935,-54.64789999999783,57.382800000000046,2.7349000000026535
12,-5.1514348342607263e-14,-2.1316282072803006e-14,9.999999998555609e-05,0.0,0.0,0.0,-27.058299999999928,-33.06460000000021,-3.197442310920451e-14,-5.684341886080802e-14,49.352799999999974,-28.862799999999993,44.77240000000004,-60.122800000000126,65.26240000000014,5.139600000000684
13,1.687538997430238e-14,0.00010000000011345378,7.815970093361102e-14,0.0,0.0,0.0,-30.886900000000054,-26.348200000000205,-2.1316282072803006e-14,1.1368683772161603e-13,36.88999999999999,-24.260700000000107,43.24119999999993,-57.23499999999967,55.87049999999959,-1.364499999999623
14,1.9539925233402755e-14,-1.2434497875801753e-13,0.00010000000006371579,0.0,0.0,0.0,-29.472100000000033,-29.171700000000143,-7.105427357601002e-15,7.389644451905042e-13,40.16700000000009,-24.780499999999968,43.14109999999995,-58.643699999998745,58.52760000000007,-0.11609999999933507
15,1.5987211554602254e-14,4.263256414560601e-14,4.973799150320701e-14,0.0,0.0,0.0,-33.53339999999993,-27.5541999999991,1.4210854715202004e-14,5.684341886080802e-14,46.78569999999997,-26.235700000000044,43.679999999999964,-61.087599999998815,64.22999999999989,3.142400000001544
16,0.00010000000002019505,9.999999995713438e-05,-2.842170943040401e-14,0.0,0.0,0.0,-27.67499999999996,-24.923900000000287,0.00010000000003351772,-1.7053025658242404e-13,43.88790000000017,-24.988299999999917,44.89990000000002,-52.598600000000204,63.79950000000016,11.200900000000388
17,0.00010000000004062315,3.552713678800501e-15,0.00010000000002818865,0.0,0.0,0.0,-27.870400000000096,-22.04480000000052,0.00010000000000687237,-1.7053025658242404e-13,31.52689999999989,-26.027800000000006,44.158700000000096,-49.9149000000011,49.65779999999998,-0.2571000000008894
18,2.7533531010703882e-14,-7.815970093361102e-14,0.0,0.0,0.0,0.0,-29.157399999999935,-25.66740000000044,-4.263256414560601e-14,-1.1368683772161603e-13,42.826399999999886,-27.365000000000215,46.60410000000006,-54.824800000000664,62.0654999999995,7.240699999999322
19,-9.999999995891073e-05,9.999999999976694e-05,0.00010000000000331966,0.0,0.0,0.0,-25.41320000000006,-28.605100000000704,-1.7763568394002505e-15,-1.7053025658242404e-13,41.10569999999994,-25.57429999999998,45.4596,-54.01820000000083,60.99099999999996,6.972799999999353
20,-3.907985046680551e-14,-2.842170943040401e-14,1.7763568394002505e-14,0.0,0.0,0.0,-29.107099999999964,-25.675799999999597,-9.999999999976694e-05,0.0,41.96620000000001,-28.27220000000009,44.75559999999993,-54.78300000000041,58.44959999999985,3.6665999999994483
21,1.9539925233402755e-14,-9.999999990029096e-05,5.684341886080802e-14,0.0,0.0,0.0,-33.60049999999989,-21.99899999999907,3.375077994860476e-14,9.999999997489795e-05,37.018599999999964,-29.637800000000155,46.53270000000007,-55.59949999999941,53.91349999999999,-1.6859999999994102
22,-6.217248937900877e-15,0.00010000000005661036,-3.552713678800501e-14,0.0,0.0,0.0,-22.92210000000002,-29.705799999998916,1.7763568394002505e-15,0.00010000000054333213,34.20619999999997,-26.557000000000038,43.363599999999984,-52.62769999999753,51.01279999999991,-1.614899999997391
23,-2.1316282072803006e-14,-1.3500311979441904e-13,9.99999999642398e-05,0.0,0.0,0.0,-30.8203000000001,-30.108499999999026,-9.999999996956888e-05,7.389644451905042e-13,36.30020000000005,-26.708199999999792,44.46860000000005,-60.92879999999917,54.06060000000043,-6.868199999998751
24,-2.398081733190338e-14,-1.8829382497642655e-13,-1.0658141036401503e-14,0.0,0.0,0.0,-26.38830000000002,-32.447099999999836,-9.999999999088516e-05,-6.252776074688882e-13,37.492099999999894,-24.360000000000042,42.30759999999998,-58.83550000000133,55.439699999999604,-3.3958000000008326
25,3.552713678800501e-15,-1.2079226507921703e-13,0.0,0.0,0.0,0.0,-28.245700000000006,-27.320000000000164,5.5067062021407764e-14,2.8421709430404007e-13,42.73650000000008,-26.618500000000033,45.90599999999997,-55.56570000000016,62.02400000000013,6.458299999999724
26,3.375077994860476e-14,2.4868995751603507e-14,-9.237055564881302e-14,0.0,0.0,0.0,-29.924300000000027,-25.51889999999969,1.7763568394002505e-14,0.00010000000003174137,40.92340000000006,-28.999799999999993,43.347,-55.443099999998964,55.270600000000066,-0.17249999999845045
27,-4.973799150320701e-14,3.552713678800501e-14,9.999999992160724e-05,0.0,0.0,0.0,-25.310600000000033,-35.325200000000635,0.00010000000002463594,-1.7053025658242404e-13,48.4375,-28.51320000000002,46.77120000000003,-60.63560000000206,66.69549999999978,6.05989999999818
28,-3.197442310920451e-14,1.1013412404281553e-13,9.592326932761353e-14,0.0,0.0,0.0,-32.54220000000001,-25.497099999999605,-2.1316282072803006e-14,2.8421709430404007e-13,46.18859999999996,-27.516199999999913,46.10660000000005,-58.03929999999818,64.77899999999998,6.73970000000179
29,-2.4868995751603507e-14,-4.973799150320701e-14,-4.618527782440651e-14,0.0,0.0,0.0,-33.70100000000002,-23.996799999999112,-1.5987211554602254e-14,-2.8421709430404007e-13,46.395499999999934,-29.32589999999997,47.587599999999995,-57.69779999999869,64.65719999999996,6.95940000000104
30,-7.993605777301127e-15,-9.999999991805453e-05,3.197442310920451e-14,0.0,0.0,0.0,-32.29409999999999,-27.113099999999818,-1.7763568394002505e-14,-6.252776074688882e-13,42.82040000000009,-28.413999999999916,44.29120000000005,-59.40730000000087,58.69760000000022,-0.7097000000006517
31,0.0,2.2382096176443156e-13,0.0001000000000139778,0.0,0.0,0.0,-35.11790000000009,-19.674600000000524,-0.00010000000003529408,-9.999999974752427e-05,42.36739999999983,-26.859400000000107,45.72099999999998,-54.79259999999874,61.228999999999814,6.43640000000039
32,2.3092638912203256e-14,3.907985046680551e-14,6.039613253960852e-14,0.0,0.0,0.0,-29.47839999999999,-31.89829999999914,9.999999999799059e-05,3.979039320256561e-13,48.61399999999996,-28.291100000000192,42.83259999999992,-61.376599999999115,63.15549999999958,1.7789000000004478
33,1.0658141036401503e-14,-9.999999992160724e-05,-9.999999991805453e-05,0.0,0.0,0.0,-32.17280000000002,-28.106999999999616,-1.0658141036401503e-14,-1.7053025658242404e-13,46.16369999999998,-26.240399999999994,43.41530000000004,-60.27999999999997,63.338600000000135,3.058600000000382
34,4.440892098500626e-14,3.552713678800501e-15,-1.0302869668521453e-13,0.0,0.0,0.0,-33.21009999999995,-24.666999999999547,9.999999997134523e-05,3.410605131648481e-13,43.4639,-30.16219999999982,46.494700000000016,-57.877000000000095,59.79640000000031,1.9193999999995413
35,-3.730349362740526e-14,-9.999999998200337e-05,4.973799150320701e-14,0.0,0.0,0.0,-25.20409999999993,-38.90140000000041,-3.019806626980426e-14,5.684341886080802e-14,54.367099999999844,-30.100799999999914,46.9815000000001,-64.10560000000001,71.24780000000004,7.142200000000031
36,0.0,-1.4210854715202004e-14,-1.7763568394002505e-14,0.0,0.0,0.0,-33.835900000000095,-25.60109999999935,-0.00010000000002996501,1.1368683772161603e-13,40.66230000000005,-25.980599999999953,44.0598,-59.43709999999962,58.7415000000001,-0.6955999999995299
