Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-0.00010000000002285958,0.00010000000001042508,7.105427357601002e-15,0.0,0.0,0.0,-39.72969999999992,-1.2209000000006682,0.00010000000004595222,6.536993168992922e-13,16.367600000000028,-30.2661999999999,50.76780000000006,-40.95049999999972,36.86920000000008,-4.081299999999196
1,-2.6645352591003757e-14,-2.1316282072803006e-14,-2.842170943040401e-14,0.0,0.0,0.0,-35.53219999999993,-9.813600000001237,-0.0001000000000015433,-9.999999991805453e-05,20.519500000000004,-31.80640000000004,49.88559999999995,-45.34600000000151,38.598699999999795,-6.747300000001708
2,-3.552713678800501e-15,-1.2079226507921703e-13,0.00010000000008147936,0.0,0.0,0.0,-39.935100000000006,0.6162000000004824,-2.842170943040401e-14,0.00010000000010279564,13.674500000000005,-29.018700000000017,49.59239999999998,-39.31869999999985,34.24819999999997,-5.070499999999889
3,9.999999999799059e-05,-9.999999988963282e-05,0.00010000000006016307,0.0,0.0,0.0,-40.615800000000036,1.706600000000062,-9.999999996956888e-05,-9.99999999891088e-05,12.954199999999929,-31.9341,50.46399999999999,-38.9092999999997,31.48409999999992,-7.425200000000238
4,1.7763568394002505e-15,0.0,-9.999999995358166e-05,0.0,0.0,0.0,-36.847400000000086,-0.42940000000002243,-9.999999996601616e-05,2.842170943040401e-14,16.327999999999967,-30.124399999999916,49.235700000000065,-37.27699999999933,35.4393,-1.8376999999988755
5,2.3092638912203256e-14,9.947598300641403e-14,2.1316282072803006e-14,0.0,0.0,0.0,-40.345799999999926,-0.6629000000013825,1.0658141036401503e-14,2.842170943040401e-14,16.21780000000012,-32.10900000000001,50.36759999999998,-41.00870000000148,34.4764000000001,-6.532300000001385
6,-2.1316282072803006e-14,-1.9184653865522705e-13,-7.815970093361102e-14,0.0,0.0,0.0,-35.95549999999999,1.9859000000011093,-4.263256414560601e-14,1.9895196601282805e-13,18.067500000000074,-31.352800000000002,52.17899999999999,-33.96960000000033,38.89370000000006,4.92409999999974
7,-1.7763568394002505e-14,-9.237055564881302e-14,-2.1316282072803006e-14,0.0,0.0,0.0,-39.00079999999997,-1.0760000000010201,-9.999999998377973e-05,-1.4210854715202004e-13,15.109699999999947,-30.828399999999867,52.02630000000006,-40.0769000000021,36.30760000000003,-3.7693000000025307
8,-2.5757174171303632e-14,1.4210854715202004e-14,-7.105427357601002e-14,0.0,0.0,0.0,-39.352400000000046,-2.934999999999885,-2.3092638912203256e-14,1.4210854715202004e-14,16.52339999999988,-32.34510000000016,51.97990000000006,-42.28739999999969,36.158199999999894,-6.129199999999571
9,-3.375077994860476e-14,0.0,0.00010000000000331966,0.0,0.0,0.0,-39.112500000000004,-2.876299999999844,-8.881784197001252e-15,2.842170943040401e-14,17.84670000000001,-30.766999999999832,50.916400000000046,-41.98869999999974,37.996100000000226,-3.99259999999952
