FRAMES,1,2,3,4,5,6,7,8,9,10
0,25,25,25,25,25,25,25,25,25,25
1,25,25,25,25,25,25,25,25,25,25
2,25,25,25,25,25,25,25,25,25,25
3,25,25,25,25,25,25,25,25,25,25
4,25,25,25,25,25,25,25,25,25,25
5,25,25,25,25,25,25,25,25,25,25
6,25,25,25,25,25,25,25,25,25,25
7,25,25,25,25,25,25,25,25,25,25
8,25,25,25,25,25,25,25,25,25,25
9,25,25,25,25,25,25,25,25,25,25
10,25,25,25,25,25,25,25,25,25,25
11,25,25,25,25,25,25,25,25,25,25
12,25,25,25,25,25,25,25,25,25,25
13,25,25,25,25,25,25,25,25,25,25
14,25,25,25,25,25,25,25,25,25,25
15,25,25,25,25,25,25,25,25,25,25
16,25,25,25,25,25,25,25,25,25,25
17,25,25,25,25,25,25,25,25,25,25
18,25,25,25,25,25,25,25,25,25,25
19,25,25,25,25,25,25,25,25,25,25
20,25,25,25,25,25,25,25,25,25,25
21,25,25,25,25,25,25,25,25,25,25
22,25,25,25,25,25,25,25,25,25,25
23,25,25,25,25,25,25,25,25,25,25
24,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25
26,25,25,25,25,25,25,25,25,25,25
27,25,25,25,25,25,25,25,25,25,25
28,25,25,25,25,25,25,25,25,25,25
29,25,25,25,25,25,25,25,25,25,25
30,25,25,25,25,25,25,25,25,25,25
31,25,25,25,25,25,25,25,25,25,25
32,25,25,25,25,25,25,25,25,25,25
33,25,25,25,25,25,25,25,25,25,25
34,25,25,25,25,25,25,25,25,25,25
35,25,25,25,25,25,25,25,25,25,25
36,25,25,25,25,25,25,25,25,25,25
37,25,25,25,25,25,25,25,25,25,25
38,25,25,25,25,25,25,25,25,25,25
39,25,25,25,25,25,25,25,25,25,25
40,25,25,25,25,25,25,25,25,25,25
41,25,25,25,25,25,25,25,25,25,25
42,25,25,25,25,25,25,25,25,25,25
43,25,25,25,25,25,25,25,25,25,25
44,25,25,25,25,25,25,25,25,25,25
45,25,25,25,25,25,25,25,25,25,25
46,25,25,25,25,25,25,25,25,25,25
47,25,25,25,25,25,25,25,25,25,25
48,25,25,25,25,25,25,25,25,25,25
49,25,25,25,25,25,25,25,25,25,25
50,25,25,25,25,25,25,25,25,25,25
51,25,25,25,25,25,25,25,25,25,25
52,25,25,25,25,25,25,25,25,25,25
53,25,25,25,25,25,25,25,25,25,25
54,25,25,25,25,25,25,25,25,25,25
55,25,25,25,25,25,25,25,25,25,25
56,25,25,25,25,25,25,25,25,25,25
57,25,25,25,25,25,25,25,25,25,25
58,25,25,25,25,25,25,25,25,25,25
59,25,25,25,25,25,25,25,25,25,25
60,25,25,25,25,25,25,25,25,25,25
61,25,25,25,25,25,25,25,25,25,25
62,25,25,25,25,25,25,25,25,25,25
63,25,25,25,25,25,25,25,25,25,25
64,25,25,25,25,25,25,25,25,25,25
65,25,25,25,25,25,25,25,25,25,25
66,25,25,25,25,25,25,25,25,25,25
67,25,25,25,25,25,25,25,25,25,25
68,25,25,25,25,25,25,25,25,25,25
69,25,25,25,25,25,25,25,25,25,25
70,25,25,25,25,25,25,25,25,25,25
71,25,25,25,25,25,25,25,25,25,25
72,25,25,25,25,25,25,25,25,25,25
73,25,25,25,25,25,25,25,25,25,25
74,25,25,25,25,25,25,25,25,25,25
75,25,25,25,25,25,25,25,25,25,25
76,25,25,25,25,25,25,25,25,25,25
77,25,25,25,25,25,25,25,25,25,25
78,25,25,25,25,25,25,25,25,25,25
79,25,25,25,25,25,25,25,25,25,25
80,25,25,25,25,25,25,25,25,25,25
81,25,25,25,25,25,25,25,25,25,25
82,25,25,25,25,25,25,25,25,25,25
83,25,25,25,25,25,25,25,25,25,25
84,25,25,25,25,25,25,25,25,25,25
85,25,25,25,25,25,25,25,25,25,25
86,25,25,25,25,25,25,25,25,25,25
87,25,25,25,25,25,25,25,25,25,25
88,25,25,25,25,25,25,25,25,25,25
89,25,25,25,25,25,25,25,25,25,25
90,25,25,25,25,25,25,25,25,25,25
91,25,25,25,25,25,25,25,25,25,25
92,25,25,25,25,25,25,25,25,25,25
93,25,25,25,25,25,25,25,25,25,25
94,25,25,25,25,25,25,25,25,25,25
95,25,25,25,25,25,25,25,25,25,25
96,25,25,25,25,25,25,25,25,25,25
97,25,25,25,25,25,25,25,25,25,25
98,25,25,25,25,25,25,25,25,25,25
99,25,25,25,25,25,25,25,25,25,25
100,25,25,25,25,25,25,25,25,25,25
101,25,25,25,25,25,25,25,25,25,25
102,25,25,25,25,25,25,25,25,25,25
103,25,25,25,25,25,25,25,25,25,25
104,25,25,25,25,25,25,25,25,25,25
105,25,25,25,25,25,25,25,25,25,25
106,25,25,25,25,25,25,25,25,25,25
107,25,25,25,25,25,25,25,25,25,25
108,25,25,25,25,25,25,25,25,25,25
109,25,25,25,25,25,25,25,25,25,25
110,25,25,25,25,25,25,25,25,25,25
111,25,25,25,25,25,25,25,25,25,25
112,25,25,25,25,25,25,25,25,25,25
113,25,25,25,25,25,25,25,25,25,25
114,25,25,25,25,25,25,25,25,25,25
115,25,25,25,25,25,25,25,25,25,25
116,25,25,25,25,25,25,25,25,25,25
117,25,25,25,25,25,25,25,25,25,25
118,25,25,25,25,25,25,25,25,25,25
119,25,25,25,25,25,25,25,25,25,25
120,25,25,25,25,25,25,25,25,25,25
121,25,25,25,25,25,25,25,25,25,25
122,25,25,25,25,25,25,25,25,25,25
123,25,25,25,25,25,25,25,25,25,25
124,25,25,25,25,25,25,25,25,25,25
125,25,25,25,25,25,25,25,25,25,25
126,25,25,25,25,25,25,25,25,25,25
127,25,25,25,25,25,25,25,25,25,25
128,25,25,25,25,25,25,25,25,25,25
129,25,25,25,25,25,25,25,25,25,25
130,25,25,25,25,25,25,25,25,25,25
131,25,25,25,25,25,25,25,25,25,25
132,25,25,25,25,25,25,25,25,25,25
133,25,25,25,25,25,25,25,25,25,25
134,25,25,25,25,25,25,25,25,25,25
135,25,25,25,25,25,25,25,25,25,25
136,25,25,25,25,25,25,25,25,25,25
137,25,25,25,25,25,25,25,25,25,25
138,25,25,25,25,25,25,25,25,25,25
139,25,25,25,25,25,25,25,25,25,25
140,25,25,25,25,25,25,25,25,25,25
141,25,25,25,25,25,25,25,25,25,25
142,25,25,25,25,25,25,25,25,25,25
143,25,25,25,25,25,25,25,25,25,25
144,25,25,25,25,25,25,25,25,25,25
145,25,25,25,25,25,25,25,25,25,25
146,25,25,25,25,25,25,25,25,25,25
147,25,25,25,25,25,25,25,25,25,25
148,25,25,25,25,25,25,25,25,25,25
149,25,25,25,25,25,25,25,25,25,25
150,25,25,25,25,25,25,25,25,25,25
151,25,25,25,25,25,25,25,25,25,25
152,25,25,25,25,25,25,25,25,25,25
153,25,25,25,25,25,25,25,25,25,25
154,25,25,25,25,25,25,25,25,25,25
155,25,25,25,25,25,25,25,25,25,25
156,25,25,25,25,25,25,25,25,25,25
157,25,25,25,25,25,25,25,25,25,25
158,25,25,25,25,25,25,25,25,25,25
159,25,25,25,25,25,25,25,25,25,25
160,25,25,25,25,25,25,25,25,25,25
161,25,25,25,25,25,25,25,25,25,25
162,25,25,25,25,25,25,25,25,25,25
163,25,25,25,25,25,25,25,25,25,25
164,25,25,25,25,25,25,25,25,25,25
165,25,25,25,25,25,25,25,25,25,25
166,25,25,25,25,25,25,25,25,25,25
167,25,25,25,25,25,25,25,25,25,25
168,25,25,25,25,25,25,25,25,25,25
169,25,25,25,25,25,25,25,25,25,25
170,25,25,25,25,25,25,25,25,25,25
171,25,25,25,25,25,25,25,25,25,25
172,25,25,25,25,25,25,25,25,25,25
173,25,25,25,25,25,25,25,25,25,25
174,25,25,25,25,25,25,25,25,25,25
175,25,25,25,25,25,25,25,25,25,25
176,25,25,25,25,25,25,25,25,25,25
177,25,25,25,25,25,25,25,25,25,25
178,25,25,25,25,25,25,25,25,25,25
179,25,25,25,25,25,25,25,25,25,25
180,25,25,25,25,25,25,25,25,25,25
181,25,25,25,25,25,25,25,25,25,25
182,25,25,25,25,25,25,25,25,25,25
183,25,25,25,25,25,25,25,25,25,25
184,25,25,25,25,25,25,25,25,25,25
185,25,25,25,25,25,25,25,25,25,25
186,25,25,25,25,25,25,25,25,25,25
187,25,25,25,25,25,25,25,25,25,25
188,25,25,25,25,25,25,25,25,25,25
189,25,25,25,25,25,25,25,25,25,25
190,25,25,25,25,25,25,25,25,25,25
191,25,25,25,25,25,25,25,25,25,25
192,25,25,25,25,25,25,25,25,25,25
193,25,25,25,25,25,25,25,25,25,25
194,25,25,25,25,25,25,25,25,25,25
195,25,25,25,25,25,25,25,25,25,25
196,25,25,25,25,25,25,25,25,25,25
197,25,25,25,25,25,25,25,25,25,25
198,25,25,25,25,25,25,25,25,25,25
199,25,25,25,25,25,25,25,25,25,25
200,25,25,25,25,25,25,25,25,25,25
201,25,25,25,25,25,25,25,25,25,25
202,25,25,25,25,25,25,25,25,25,25
203,25,25,25,25,25,25,25,25,25,25
204,25,25,25,25,25,25,25,25,25,25
205,25,25,25,25,25,25,25,25,25,25
206,25,25,25,25,25,25,25,25,25,25
207,25,25,25,25,25,25,25,25,25,25
208,25,25,25,25,25,25,25,25,25,25
209,25,25,25,25,25,25,25,25,25,25
210,25,25,25,25,25,25,25,25,25,25
211,25,25,25,25,25,25,25,25,25,25
212,25,25,25,25,25,25,25,25,25,25
213,25,25,25,25,25,25,25,25,25,25
214,25,25,25,25,25,25,25,25,25,25
215,25,25,25,25,25,25,25,25,25,25
216,25,25,25,25,25,25,25,25,25,25
217,25,25,25,25,25,25,25,25,25,25
218,25,25,25,25,25,25,25,25,25,25
219,25,25,25,25,25,25,25,25,25,25
220,25,25,25,25,25,25,25,25,25,25
221,25,25,25,25,25,25,25,25,25,25
222,25,25,25,25,25,25,25,25,25,25
223,25,25,25,25,25,25,25,25,25,25
224,25,25,25,25,25,25,25,25,25,25
225,25,25,25,25,25,25,25,25,25,25
226,25,25,25,25,25,25,25,25,25,25
227,25,25,25,25,25,25,25,25,25,25
228,25,25,25,25,25,25,25,25,25,25
229,25,25,25,25,25,25,25,25,25,25
230,25,25,25,25,25,25,25,25,25,25
231,25,25,25,25,25,25,25,25,25,25
232,25,25,25,25,25,25,25,25,25,25
233,25,25,25,25,25,25,25,25,25,25
234,25,25,25,25,25,25,25,25,25,25
235,25,25,25,25,25,25,25,25,25,25
236,25,25,25,25,25,25,25,25,25,25
237,25,25,25,25,25,25,25,25,25,25
238,25,25,25,25,25,25,25,25,25,25
239,25,25,25,25,25,25,25,25,25,25
240,25,25,25,25,25,25,25,25,25,25
241,25,25,25,25,25,25,25,25,25,25
242,25,25,25,25,25,25,25,25,25,25
243,25,25,25,25,25,25,25,25,25,25
244,25,25,25,25,25,25,25,25,25,25
245,25,25,25,25,25,25,25,25,25,25
246,25,25,25,25,25,25,25,25,25,25
247,25,25,25,25,25,25,25,25,25,25
248,25,25,25,25,25,25,25,25,25,25
249,25,25,25,25,25,25,25,25,25,25
250,25,25,25,25,25,25,25,25,25,25
251,25,25,25,25,25,25,25,25,25,25
252,25,25,25,25,25,25,25,25,25,25
253,25,25,25,25,25,25,25,25,25,25
254,25,25,25,25,25,25,25,25,25,25
255,25,25,25,25,25,25,25,25,25,25
256,25,25,25,25,25,25,25,25,25,25
257,25,25,25,25,25,25,25,25,25,25
258,25,25,25,25,25,25,25,25,25,25
259,25,25,25,25,25,25,25,25,25,25
260,25,25,25,25,25,25,25,25,25,25
261,25,25,25,25,25,25,25,25,25,25
262,25,25,25,25,25,25,25,25,25,25
263,25,25,25,25,25,25,25,25,25,25
264,25,25,25,25,25,25,25,25,25,25
265,25,25,25,25,25,25,25,25,25,25
266,25,25,25,25,25,25,25,25,25,25
267,25,25,25,25,25,25,25,25,25,25
268,25,25,25,25,25,25,25,25,25,25
269,25,25,25,25,25,25,25,25,25,25
270,25,25,25,25,25,25,25,25,25,25
271,25,25,25,25,25,25,25,25,25,25
272,25,25,25,25,25,25,25,25,25,25
273,25,25,25,25,25,25,25,25,25,25
274,25,25,25,25,25,25,25,25,25,25
275,25,25,25,25,25,25,25,25,25,25
276,25,25,25,25,25,25,25,25,25,25
277,25,25,25,25,25,25,25,25,25,25
278,25,25,25,25,25,25,25,25,25,25
279,25,25,25,25,25,25,25,25,25,25
280,25,25,25,25,25,25,25,25,25,25
281,25,25,25,25,25,25,25,25,25,25
282,25,25,25,25,25,25,25,25,25,25
283,25,25,25,25,25,25,25,25,25,25
284,25,25,25,25,25,25,25,25,25,25
285,25,25,25,25,25,25,25,25,25,25
