,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,0.00010000000001042508,-1.4210854715202004e-14,-2.8421709430404014e-14,0.0,0.0,0.0,-43.35980000000002,-13.911200000000793,9.99999999891088e-05,-2.415845301584341e-13,27.488899999999923,-32.671099999999925,51.0735,-57.270800000002005,45.8913,-11.37950000000177
1,-1.0658141036401504e-14,-4.618527782440651e-14,-0.0001000000001170065,0.0,0.0,0.0,-48.11140000000007,-15.619299999999747,-3.0198066269804264e-14,7.567280135845067e-13,28.79699999999989,-32.449100000000115,52.8632000000001,-63.7307999999987,49.21109999999987,-14.519699999998707
2,-1.5987211554602254e-14,-9.947598300641404e-14,7.105427357601002e-15,0.0,0.0,0.0,-42.143099999999954,-13.002500000000115,-1.7763568394002505e-15,5.32907051820075e-13,31.845000000000066,-31.083600000000125,54.0989,-55.14559999999892,54.860300000000045,-0.2852999999995518
3,-2.131628207280301e-14,7.105427357601002e-15,-1.0658141036401503e-13,0.0,0.0,0.0,-42.2293,-8.356200000000474,-4.796163466380676e-14,9.999999997400977e-05,25.704100000000015,-32.080500000000114,53.90489999999996,-50.58540000000134,47.52849999999975,-3.0569000000004536
4,1.4210854715202004e-14,2.8421709430404014e-14,2.0605739337042905e-13,0.0,0.0,0.0,-41.38169999999997,-10.535100000001043,-4.085620730620577e-14,-5.062616992290714e-13,24.09810000000001,-32.47740000000003,52.18820000000001,-51.91680000000164,43.80890000000011,-8.107900000002445
5,-0.00010000000004417585,1.4210854715202004e-14,-0.0001000000001454282,0.0,0.0,0.0,-40.481799999999936,-15.564699999999812,-9.999999999266153e-05,6.794564910705958e-13,33.721500000000006,-31.09309999999986,53.9307,-56.046799999999074,56.55910000000003,0.5123000000016518
6,-5.3290705182007506e-15,1.2434497875801753e-13,1.2789769243681806e-13,0.0,0.0,0.0,-46.18870000000002,-14.936899999999106,-5.3290705182007506e-15,-1.9362289549462728e-13,31.26519999999979,-31.749800000000075,53.99829999999998,-61.12559999999918,53.5136999999998,-7.611899999998819
7,1.77635683940025e-14,1.4921397450962106e-13,-7.105427357601002e-15,0.0,0.0,0.0,-48.75169999999997,-15.917799999998806,0.00010000000001042508,9.999999979459771e-05,36.314199999999964,-32.879099999999944,53.820900000000066,-64.66929999999915,57.25599999999986,-7.4132999999983795
8,-0.00010000000003174135,8.526512829121202e-14,-4.263256414560601e-14,0.0,0.0,0.0,-40.1939,-20.311500000000557,-7.105427357601002e-15,5.417888360170764e-14,31.646,-33.11530000000017,51.51640000000004,-60.50549999999896,50.04709999999999,-10.458399999997843
9,0.00010000000004062316,2.131628207280301e-14,-9.237055564881302e-14,0.0,0.0,0.0,-46.21200000000003,-16.278400000000026,1.2434497875801752e-14,2.0694557179012923e-13,28.060300000000087,-31.90100000000004,54.706600000000044,-62.49030000000066,50.8659000000002,-11.624400000000115
10,1.7763568394002505e-15,9.999999993226538e-05,-9.999999988608009e-05,0.0,0.0,0.0,-48.31549999999992,-14.874199999999234,-1.77635683940025e-14,-4.53859172466764e-13,34.56979999999989,-32.68060000000011,54.56390000000001,-63.189699999999284,56.45309999999967,-6.7366000000003
11,-1.9539925233402755e-14,9.999999997845066e-05,0.0,0.0,0.0,0.0,-42.933899999999966,-17.490099999999735,3.552713678800501e-15,0.00010000000032039937,31.95970000000016,-32.071100000000094,53.292599999999965,-60.42380000000169,53.181200000000146,-7.2426000000017785
12,-3.0198066269804264e-14,-9.999999994647625e-05,9.947598300641404e-14,0.0,0.0,0.0,-46.81509999999993,-16.01140000000036,2.8421709430404014e-14,0.00010000000079912752,32.4060000000001,-31.612800000000114,53.09730000000001,-62.826499999999854,53.8905,-8.935999999999858
13,-7.105427357601002e-15,-2.8421709430404014e-14,-2.8421709430404014e-14,0.0,0.0,0.0,-38.05340000000004,-21.942699999999924,3.552713678800501e-15,-6.217248937900878e-14,34.91610000000006,-32.98779999999989,52.31540000000002,-59.99610000000053,54.24370000000019,-5.752399999999987
14,9.99999999891088e-05,2.131628207280301e-14,-1.882938249764265e-13,0.0,0.0,0.0,-38.651699999999956,-20.006700000001377,4.085620730620577e-14,5.5067062021407764e-14,37.25599999999992,-33.068100000000136,51.94829999999999,-58.6583000000021,56.13619999999978,-2.5221000000030074
15,4.796163466380676e-14,-9.237055564881302e-14,7.105427357601002e-15,0.0,0.0,0.0,-48.23439999999993,-18.987200000000893,-8.88178419700125e-15,4.3520742565306136e-13,33.962199999999946,-32.77510000000007,54.74430000000003,-67.2216000000022,55.93140000000002,-11.290200000002393
16,-3.552713678800501e-15,-0.00010000000009924292,-1.4210854715202004e-14,0.0,0.0,0.0,-48.301900000000046,-20.676399999999553,1.9539925233402755e-14,3.2152058793144533e-13,37.737900000000025,-33.46490000000018,52.37309999999997,-68.97839999999857,56.64609999999993,-12.332299999999542
17,-1.77635683940025e-14,9.237055564881302e-14,1.2789769243681806e-13,0.0,0.0,0.0,-44.99489999999998,-24.200800000000037,0.00010000000003529408,-3.765876499528531e-13,32.997299999999946,-33.672800000000024,52.08280000000001,-69.19559999999987,51.407299999999935,-17.788299999999815
18,3.552713678800501e-15,-4.973799150320702e-14,7.105427357601003e-14,0.0,0.0,0.0,-48.3124,-20.161400000000445,-2.131628207280301e-14,2.7533531010703882e-14,33.01149999999993,-32.86020000000013,53.23909999999997,-68.473800000002,53.39039999999976,-15.083400000002355
19,1.7763568394002505e-15,-0.00010000000010279564,6.750155989720953e-14,0.0,0.0,0.0,-43.549100000000095,-22.143999999999476,-3.552713678800501e-15,-6.270539643082884e-13,33.859299999999884,-32.056800000000074,54.428699999999935,-65.69319999999885,56.23119999999986,-9.461999999999676
