Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,9.99999999726775e-05,1.687538997430238e-14,-0.00010000000000420783,0.0,0.0,0.0,-25.59850000000006,-10.9303000000004,-2.6645352591003757e-15,-0.00010000000001753051,12.173500000000024,-3.2733914399999975,-36.52890000000061,8.900108560000175,-27.62879144000044
1,1.3322676295501878e-14,-5.1514348342607263e-14,8.881784197001252e-15,0.0,0.0,0.0,-23.66569999999997,-8.24300000000034,8.881784197001252e-16,-1.1368683772161603e-13,9.899900000000061,-3.17556864,-31.908700000000792,6.7243313600002175,-25.184368640000805
2,-2.9753977059954195e-14,-6.838973831690964e-14,9.999999995180531e-05,0.0,0.0,0.0,-23.74309999999993,-9.263399999999884,2.5757174171303632e-14,-7.105427357601002e-14,10.341400000000082,-3.2770872000000013,-33.00640000000052,7.064312799999994,-25.942087200000515
3,2.375877272697835e-14,-0.00010000000000509601,0.00010000000002996501,0.0,0.0,0.0,-25.504500000000018,-15.840299999999438,1.4210854715202004e-14,-9.999999930698777e-05,13.88719999999997,-3.1826095200000064,-41.34489999999825,10.70459047999982,-30.64030951999797
4,-8.43769498715119e-15,7.105427357601002e-15,-6.217248937900877e-15,0.0,0.0,0.0,-24.478399999999997,-5.5978999999997265,2.4868995751603507e-14,3.694822225952521e-13,7.511399999999917,-3.2954371200000026,-30.076299999998312,4.215962879999893,-25.860337119998434
5,-0.00010000000000420783,-9.999999987897468e-05,-6.394884621840902e-14,0.0,0.0,0.0,-24.04370000000009,-9.06319999999985,-9.769962616701378e-15,4.973799150320701e-13,11.16890000000002,-3.2599346399999987,-33.1070999999994,7.908965359999993,-25.198134639999402
6,0.00010000000001753051,0.0001000000000015433,-3.552713678800501e-15,0.0,0.0,0.0,-21.04969999999999,-9.7532000000017,2.1316282072803006e-14,3.126388037344441e-13,8.758899999999946,-3.1185360000000055,-30.802700000000947,5.640363999999755,-25.162336000000508
7,2.7533531010703882e-14,5.595524044110789e-14,1.9539925233402755e-14,0.0,0.0,0.0,-23.598399999999923,-8.031200000001135,9.999999998289155e-05,-0.00010000000037280188,8.677400000000036,-3.231495359999995,-31.62960000000197,5.445904639999998,-26.18369536000243
8,3.6415315207705135e-14,-3.730349362740526e-14,-9.414691248821327e-14,0.0,0.0,0.0,-19.426300000000026,-9.249899999999641,1.0658141036401503e-14,5.826450433232822e-13,9.685799999999924,-3.0754735199999974,-28.676200000000136,6.6103264799999195,-22.065873519999762
9,-9.99999999971024e-05,-1.4566126083082054e-13,-6.572520305780927e-14,0.0,0.0,0.0,-23.853999999999974,-8.65729999999916,-1.4210854715202004e-14,-9.947598300641403e-14,11.429900000000115,-3.229136640000002,-32.51139999999951,8.200763360000114,-24.310636639999622
10,-0.00010000000000243148,1.9895196601282805e-13,0.00010000000003174137,0.0,0.0,0.0,-25.9098,-0.8995000000003577,-3.730349362740526e-14,2.1316282072803006e-13,5.272800000000087,-3.3522919199999985,-26.809300000000526,1.9205080800000314,-24.8887919200005
11,6.217248937900877e-15,-7.993605777301127e-15,0.00010000000008858478,0.0,0.0,0.0,-21.507200000000058,-10.133199999999619,9.999999998999698e-05,0.00010000000003174137,12.245199999999944,-2.8717783200000073,-31.64009999999945,9.373421679999936,-22.26667831999974
12,1.2878587085651816e-14,8.970602038971265e-14,-1.7763568394002505e-15,0.0,0.0,0.0,-18.738999999999983,-10.282599999999572,7.993605777301127e-15,-2.7000623958883807e-13,12.75149999999993,-2.5698815999999987,-29.02160000000017,10.181618400000017,-18.839981599999923
13,-2.398081733190338e-14,-9.999999986121111e-05,-9.99999999109491e-05,0.0,0.0,0.0,-20.28800000000007,-10.370599999999639,0.0,-1.9895196601282805e-13,15.053699999999992,-2.643950880000001,-30.658799999999765,12.409749119999885,-18.24905087999919
14,-3.1086244689504383e-15,-9.999999993226538e-05,-9.999999998733244e-05,0.0,0.0,0.0,-17.642100000000045,-12.207699999999287,9.999999999621423e-05,-2.8421709430404007e-13,12.906599999999997,-2.5640424000000017,-29.849899999998748,10.342557599999974,-19.507342399998997
15,-1.1546319456101628e-14,2.6645352591003757e-15,6.039613253960852e-14,0.0,0.0,0.0,-20.24240000000006,-12.205899999999247,-2.6645352591003757e-14,4.263256414560601e-14,12.616600000000087,-2.8456891199999976,-32.448299999999925,9.770910880000203,-22.677389119999496
16,-8.881784197001252e-15,1.9539925233402755e-13,0.0,0.0,0.0,0.0,-19.85990000000007,-10.296600000001195,8.881784197001252e-15,-1.4210854715202004e-13,11.027300000000144,-2.662381440000001,-30.15650000000099,8.364918560000158,-21.791581440000613
17,-2.4424906541753444e-14,-0.00010000000006904486,-5.1514348342607263e-14,0.0,0.0,0.0,-22.390299999999982,-17.836299999999824,-1.1546319456101628e-14,-7.105427357601002e-14,16.517699999999955,-2.8294963199999987,-40.22669999999958,13.688203679999814,-26.538496320000007
18,2.6645352591003757e-15,-9.769962616701378e-15,-0.00010000000000331966,0.0,0.0,0.0,-16.599000000000014,-18.960700000000756,-6.217248937900877e-15,-4.263256414560601e-13,16.557300000000133,-2.7587260799999997,-35.55980000000047,13.798573920000162,-21.76122608000054
19,1.865174681370263e-14,-2.220446049250313e-14,-0.00010000000003351772,0.0,0.0,0.0,-20.760399999999976,-15.76240000000017,1.3322676295501878e-14,-3.552713678800501e-13,19.736100000000143,-3.0368851200000018,-36.52290000000075,16.69921488000007,-19.823685120000455
20,-0.00010000000001486598,5.773159728050814e-14,3.552713678800501e-15,0.0,0.0,0.0,-18.097499999999933,-16.479900000000697,9.999999997400977e-05,-0.00010000000065701897,14.572299999999967,-2.623798079999999,-34.57750000000138,11.948501919999925,-22.628998080001452
21,-7.105427357601002e-15,9.999999995713438e-05,3.9968028886505635e-14,0.0,0.0,0.0,-19.33209999999996,-22.416599999998816,-0.00010000000002907683,0.00010000000017384991,18.977800000000112,-2.987292960000006,-41.74859999999853,15.99050704000022,-25.758092959998535
22,2.1316282072803006e-14,1.9539925233402755e-14,1.7763568394002505e-15,0.0,0.0,0.0,-20.013500000000043,-16.41629999999918,0.00010000000002552412,-2.8421709430404007e-13,13.361299999999925,-2.7780782399999975,-36.42970000000023,10.583221760000013,-25.846478239999996
23,-3.375077994860476e-14,-3.907985046680551e-14,-0.00010000000001753051,0.0,0.0,0.0,-22.537299999999956,-10.772200000000232,-1.7763568394002505e-14,-9.999999980436769e-05,12.634700000000052,-2.9658484799999956,-33.30970000000067,9.668851520000022,-23.640848480000642
24,1.0658141036401503e-14,4.707345624410664e-14,4.440892098500626e-15,0.0,0.0,0.0,-21.87890000000008,-15.036400000000812,0.00010000000000509601,-1.5631940186722204e-13,14.372799999999803,-2.957700960000005,-36.91520000000075,11.415099039999896,-25.500100960000864
