Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,5.5018,29.5005,12.0128,0.0,0.0,0.0,-5.2152,-44.5238,11.674,59.691,-13.5428,2.72516256,68.6411,-10.81763744,57.823462559999996
1,8.1614,23.7877,16.0752,0.0,0.0,0.0,-3.1066,-43.2036,10.8925,57.6542,-13.1062,2.69750952,70.2608,-10.408690479999999,59.85210952
2,7.2823,26.8501,16.3893,0.0,0.0,0.0,-3.7944,-41.6598,11.3882,54.0959,-13.9621,2.69481456,70.55160000000001,-11.267285439999998,59.284314560000006
3,11.0977,26.4551,12.7581,0.0,0.0,0.0,-1.5432,-44.5666,12.182,59.0711,-12.6352,2.73785256,75.45420000000001,-9.897347439999999,65.55685256000001
4,7.2982,25.1543,8.3943,0.0,0.0,0.0,-4.601,-40.3337,9.3771,55.9779,-13.5217,2.7460555199999996,61.2671,-10.77564448,50.49145552
5,8.7569,27.2147,11.7289,0.0,0.0,0.0,-6.0095,-41.5649,11.1422,57.0978,-13.3084,2.66268168,68.3661,-10.64571832,57.72038168
6,6.4203,27.2196,11.2867,0.0,0.0,0.0,-5.4953,-44.1557,11.9892,58.6204,-13.0607,2.71588392,65.88519999999998,-10.344816080000001,55.54038391999999
7,6.6937,23.5597,13.1419,0.0,0.0,0.0,-5.5919,-39.3515,11.7802,58.6771,-16.5033,2.70437184,68.9092,-13.798928159999999,55.11027184
8,10.0207,22.9229,11.1027,0.0,0.0,0.0,-5.8724,-39.8404,10.6994,55.8977,-14.8844,2.7149515199999996,64.9306,-12.16944848,52.76115152
9,12.4049,21.8665,10.8756,0.0,0.0,0.0,-4.8523,-39.0515,11.099,54.362,-15.6375,2.71122768,66.7042,-12.926272319999999,53.77792768
10,5.0822,23.4876,14.1379,0.0,0.0,0.0,-4.9943,-41.24,12.1367,55.9097,-13.4501,2.6243568,64.5198,-10.825743200000002,53.694056800000006
11,7.8671,15.7819,17.3591,0.0,0.0,0.0,-4.1158,-41.152,12.2925,56.7377,-15.5316,2.65289472,64.7705,-12.878705279999998,51.89179472
12,9.8425,26.3503,11.0611,0.0,0.0,0.0,-6.2098,-39.8151,10.214,55.3115,-15.5178,2.6519486399999996,66.75450000000001,-12.86585136,53.88864864000001
13,8.8852,22.355,13.6712,0.0,0.0,0.0,-3.5024,-43.313,9.154,55.9637,-13.4099,2.7118368,63.2137,-10.6980632,52.5156368
14,9.249,18.7714,20.7866,0.0,0.0,0.0,-5.5709,-44.855,11.8518,60.3771,-13.7548,2.74275504,70.61,-11.012044959999999,59.597955039999995
15,9.4721,25.4155,14.9274,0.0,0.0,0.0,-5.99,-40.9333,12.7044,54.2673,-12.771,2.67143256,69.86339999999998,-10.099567440000001,59.76383255999998
16,11.6836,24.4677,14.7554,0.0,0.0,0.0,-6.7173,-41.8538,13.0144,55.6246,-13.3944,2.6326008,70.9746,-10.761799199999999,60.2128008
17,8.5808,22.1395,8.4854,0.0,0.0,0.0,-4.6536,-41.0372,11.3528,57.0964,-14.2226,2.64203424,61.96410000000001,-11.580565759999999,50.38353424000001
18,12.7345,24.5069,8.9435,0.0,0.0,0.0,-5.9709,-40.5816,11.6338,54.3156,-13.421,2.62302696,65.5818,-10.797973039999999,54.78382696
19,7.4429,17.7899,17.4804,0.0,0.0,0.0,-5.6381,-45.4536,10.0067,61.3129,-14.013,2.7560303999999998,62.9411,-11.2569696,51.6841304
20,9.1773,24.321,13.5812,0.0,0.0,0.0,-6.5802,-42.6954,12.1994,57.2694,-13.4505,2.6361237600000003,67.2727,-10.81437624,56.45832376
21,15.8179,26.1008,12.1675,0.0,0.0,0.0,-5.819,-39.2462,8.7881,55.8816,-15.8226,2.72948184,73.69069999999999,-13.09311816,60.59758183999999
22,9.7209,25.615,11.0931,0.0,0.0,0.0,-5.827,-40.3741,10.2052,56.1995,-15.7544,2.6578044,66.6326,-13.0965956,53.536004399999996
23,12.4425,20.2341,11.3957,0.0,0.0,0.0,-6.4436,-44.7631,9.2041,59.6841,-13.1799,2.67175152,61.7538,-10.50814848,51.245651519999996
24,8.9375,21.3576,16.3858,0.0,0.0,0.0,-5.8395,-41.639,11.8687,57.6847,-14.8583,2.6663968799999997,68.7558,-12.19190312,56.563896879999994
25,12.1141,24.5099,15.7445,0.0,0.0,0.0,-6.4651,-45.4164,11.6712,59.6945,-12.5213,2.71014552,71.8527,-9.811154479999999,62.04154552
26,12.3699,21.025,11.6508,0.0,0.0,0.0,-6.1825,-40.7355,10.8945,55.2037,-13.1847,2.617326,64.2259,-10.567374,53.658525999999995
27,7.6388,19.3666,12.4319,0.0,0.0,0.0,-3.603,-41.4962,12.1853,55.4758,-12.9188,2.63045736,61.999199999999995,-10.28834264,51.71085736
28,8.4337,25.164,9.1611,0.0,0.0,0.0,-4.3047,-40.1204,10.0808,54.108,-14.07,2.74499856,62.522499999999994,-11.325001440000001,51.19749855999999
29,6.2818,27.0091,9.8872,0.0,0.0,0.0,-5.2589,-43.5458,9.452,59.5903,-13.6999,2.75292288,63.4157,-10.94697712,52.46872288
30,10.2354,20.4632,12.3213,0.0,0.0,0.0,-6.3992,-41.3571,11.593,55.8342,-13.7006,2.66082984,62.690799999999996,-11.03977016,51.65102983999999
31,7.5324,26.542,10.4744,0.0,0.0,0.0,-5.4861,-39.6462,11.1048,57.2756,-15.9001,2.70181368,67.7969,-13.198286320000001,54.59861367999999
