,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,392.14,1048.2193,1713.1523,0.0,0.0,0.0,-714.534,-12660.7231,492.0519,5309.4452,-7157.0138,1768.3054,-747.0174,-4420.248399999999,-6135.725799999998,-10555.9742
1,434.7876,1077.1356,1745.9982,0.0,0.0,0.0,-762.074,-12970.6994,486.3286,5276.094,-6767.736,1739.9979999999998,-736.9202,-4712.429399999998,-5764.6582,-10477.0876
2,405.0969,1080.4576,1736.5689,0.0,0.0,0.0,-755.5242,-12831.7569,494.1266,5265.0588,-6902.7351,1775.8796,-750.8552,-4605.9723,-5877.7107,-10483.683
3,386.7525,1065.1262,1743.9856,0.0,0.0,0.0,-776.7157,-12484.566,484.5819,5281.9844,-7275.6434,1758.9358,-744.3577,-4298.851100000001,-6261.0653,-10559.916400000002
4,443.5651,1022.2327,1706.9304,0.0,0.0,0.0,-746.9677,-13121.7008,481.8492,5291.3328,-6681.9394,1757.6978,-747.7148,-4922.7583,-5671.9564,-10594.7147
5,400.9661,1063.7281,1728.8377,0.0,0.0,0.0,-808.8471,-13026.1254,496.4541,5282.5893,-6651.11,1729.9668,-716.2532,-4862.397200000001,-5637.3964,-10499.7936
6,403.9079,1062.9323,1754.4836,0.0,0.0,0.0,-730.2705,-13119.9857,477.3235,5283.7053,-6689.4956,1756.9607,-747.4619,-4867.9036,-5679.996800000001,-10547.9004
7,399.219,1058.6716,1727.1015,0.0,0.0,0.0,-735.4784,-12852.7011,488.9918,5310.5081,-6920.0751,1761.9409,-748.5086,-4603.687500000001,-5906.642800000001,-10510.3303
8,402.055,1082.4053,1725.7491,0.0,0.0,0.0,-732.9981,-12704.5194,497.246,5256.4731,-7106.8917,1760.4808,-744.2409,-4473.588999999999,-6090.6518,-10564.2408
9,405.2636,1078.2944,1723.9867,0.0,0.0,0.0,-700.0407,-13216.4675,476.2415,5283.0088,-6611.0418,1768.4094,-758.5228,-4949.713200000002,-5601.1552,-10550.8684
10,417.7823,1043.8547,1748.9935,0.0,0.0,0.0,-754.2094,-13042.6696,478.6569,5298.8554,-6729.5288,1754.3289,-742.7171,-4808.7361999999985,-5717.917,-10526.653199999997
11,430.88,1095.8219,1739.1109,0.0,0.0,0.0,-740.0084,-13336.2292,489.694,5339.2788,-6569.5484,1745.4412,-738.9456,-4981.452000000001,-5563.0528,-10544.504800000002
12,413.0287,1084.8544,1734.3357,0.0,0.0,0.0,-726.2225,-12739.2215,484.45,5288.6695,-7040.145,1761.8416,-744.29,-4460.105699999998,-6022.593400000002,-10482.699099999998
13,395.3833,1044.7802,1741.5379,0.0,0.0,0.0,-768.4974,-12432.268,476.7743,5262.8359,-7320.7291,1776.4088,-754.4553,-4279.453800000001,-6298.775599999999,-10578.2294
14,379.2488,1079.4175,1712.0273,0.0,0.0,0.0,-706.8804,-12861.046,479.1578,5271.7536,-6991.2589,1782.3765,-760.0619,-4646.321399999999,-5968.944299999999,-10615.265699999998
15,407.5291,1017.0692,1727.017,0.0,0.0,0.0,-812.6706,-12383.0879,480.3863,5270.6148,-7309.4243,1778.5398,-758.2673,-4293.1421,-6289.1518,-10582.2939
