Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-3.552713678800501e-14,2.842170943040401e-14,6.750155989720952e-14,0.0,0.0,0.0,-44.87170000000013,1.5994999999991606,-0.00010000000002818865,-6.821210263296962e-13,14.627700000000086,-32.78460000000009,51.32200000000002,-43.27230000000088,33.165099999999896,-10.107200000000532
1,-1.2434497875801753e-14,-7.815970093361102e-14,1.4210854715202004e-14,0.0,0.0,0.0,-44.26590000000004,4.030200000000729,-0.00010000000000687237,1.5631940186722204e-13,11.535200000000156,-33.365800000000014,53.17780000000002,-40.235799999997695,31.347200000000157,-8.888599999997993
2,-3.375077994860476e-14,7.105427357601002e-14,6.039613253960852e-14,0.0,0.0,0.0,-38.52299999999996,-5.711800000000569,0.0,-7.958078640513122e-13,25.263899999999886,-31.759199999999908,53.69000000000001,-44.23480000000191,47.194700000000104,2.9598999999982
3,2.1316282072803006e-14,-1.7763568394002505e-13,-1.4210854715202004e-14,0.0,0.0,0.0,-41.50370000000001,-11.84750000000028,-0.00010000000003707044,-4.689582056016661e-13,27.468400000000038,-33.12949999999987,51.47340000000004,-53.35130000000221,45.81230000000009,-7.539000000002346
4,-2.3092638912203256e-14,0.00010000000001753051,-4.973799150320701e-14,0.0,0.0,0.0,-38.97640000000005,-6.865799999999499,-3.375077994860476e-14,-3.126388037344441e-13,24.139700000000143,-33.568899999999864,52.80500000000006,-45.84210000000061,43.375800000000446,-2.466300000000622
5,-3.552713678800501e-15,-2.842170943040401e-14,2.1316282072803006e-14,0.0,0.0,0.0,-45.38750000000001,-3.9311000000004235,1.7763568394002505e-14,5.542233338928781e-13,24.030299999999794,-33.38929999999982,52.02100000000003,-49.31860000000101,42.66199999999989,-6.656600000001347
6,1.7763568394002505e-14,1.2079226507921703e-13,9.999999979726226e-05,0.0,0.0,0.0,-37.51969999999998,-2.27439999999876,1.7763568394002505e-14,-0.00010000000052912128,27.152399999999904,-32.19390000000014,51.77150000000002,-39.794099999999546,46.72999999999955,6.9359000000004585
7,3.552713678800501e-15,8.526512829121202e-14,-2.4868995751603507e-14,0.0,0.0,0.0,-38.2405,-8.707699999999441,-9.999999998733244e-05,-3.552713678800501e-13,27.689499999999967,-30.341799999999807,50.412699999999965,-46.94830000000019,47.76040000000024,0.8120999999995959
8,3.907985046680551e-14,-1.4210854715202004e-14,-0.00010000000007792664,0.0,0.0,0.0,-41.14060000000004,-9.97099999999875,-7.105427357601002e-15,2.1316282072803006e-13,25.934999999999974,-33.45550000000007,53.34100000000008,-51.111699999998635,45.82050000000021,-5.291199999998881
9,-2.4868995751603507e-14,-1.2079226507921703e-13,-9.999999996068709e-05,0.0,0.0,0.0,-34.27589999999994,3.6468999999995297,1.4210854715202004e-14,4.405364961712621e-13,13.456699999999827,-30.12440000000013,48.35780000000003,-30.62909999999961,31.690099999999617,1.061000000000469
10,1.0658141036401503e-14,1.4210854715202004e-13,0.0001000000001170065,0.0,0.0,0.0,-42.96969999999992,-6.323400000000465,-1.4210854715202004e-14,-1.9895196601282805e-13,20.687799999999847,-33.74369999999983,52.55130000000001,-49.29300000000089,39.495400000000025,-9.7976000000004
11,1.2434497875801753e-14,-7.105427357601002e-14,-1.0658141036401503e-13,0.0,0.0,0.0,-39.65790000000001,-3.361099999999553,-9.99999999891088e-05,-1.1368683772161603e-13,22.93799999999996,-32.553000000000154,52.129599999999996,-43.01909999999995,42.51459999999969,-0.5045000000007178
12,2.3092638912203256e-14,6.394884621840902e-14,-0.00010000000014898092,0.0,0.0,0.0,-38.52000000000008,-8.047299999999765,-9.999999999266151e-05,-9.947598300641403e-14,27.953699999999987,-31.007900000000042,50.74760000000001,-46.56750000000012,47.69340000000007,1.1258999999999517
13,9.999999999799059e-05,8.526512829121202e-14,-0.00010000000001753051,0.0,0.0,0.0,-38.16030000000009,-14.08760000000045,-1.5987211554602254e-14,-0.00010000000051491043,30.31299999999984,-33.020800000000065,52.83959999999999,-52.24800000000084,50.131799999999764,-2.116200000001072
14,1.9539925233402755e-14,5.684341886080802e-14,-4.973799150320701e-14,0.0,0.0,0.0,-40.55010000000007,-3.768399999999925,1.5987211554602254e-14,-2.4158453015843406e-13,24.627900000000018,-34.30129999999988,54.09550000000007,-44.31850000000043,44.42210000000021,0.10359999999978697
15,-3.552713678800501e-14,0.00010000000006016307,9.592326932761353e-14,0.0,0.0,0.0,-36.80840000000008,-7.081100000001065,2.842170943040401e-14,-2.5579538487363607e-13,21.348400000000026,-32.58610000000008,52.68470000000008,-43.88940000000102,41.44699999999991,-2.442400000000873
16,-9.999999997134523e-05,0.00010000000001753051,5.3290705182007514e-14,0.0,0.0,0.0,-37.75770000000004,-10.554600000000399,-1.9539925233402755e-14,-9.999999976173513e-05,25.42710000000002,-33.34689999999978,51.26989999999994,-48.31240000000011,43.3501000000003,-4.962299999999807
17,2.1316282072803006e-14,0.00010000000015963906,9.999999986121111e-05,0.0,0.0,0.0,-38.26649999999997,-0.8692999999999635,4.085620730620576e-14,-2.4158453015843406e-13,12.055999999999809,-29.31640000000003,50.07790000000001,-39.1356,32.817499999999676,-6.318099999999639
18,-2.6645352591003757e-14,1.2079226507921703e-13,-6.039613253960852e-14,0.0,0.0,0.0,-39.67349999999996,-2.477799999999995,2.4868995751603507e-14,2.7000623958883807e-13,14.546900000000036,-29.685000000000187,49.14940000000003,-42.15129999999981,34.01129999999965,-8.139999999999702
19,8.881784197001252e-15,-9.999999985410568e-05,1.0658141036401503e-14,0.0,0.0,0.0,-41.19000000000001,-3.6993000000011946,-8.881784197001252e-15,1.2789769243681803e-13,26.06660000000017,-34.29659999999985,53.95650000000003,-44.889400000000364,45.72650000000058,0.8370999999997579
20,9.999999998733244e-05,6.394884621840902e-14,7.105427357601002e-15,0.0,0.0,0.0,-41.44760000000001,-0.971300000000408,2.3092638912203256e-14,1.5631940186722204e-13,16.083400000000093,-29.094400000000107,51.06200000000004,-42.41879999999972,38.05099999999992,-4.367799999999804
21,-4.440892098500626e-14,-1.7763568394002505e-13,-0.00010000000007437393,0.0,0.0,0.0,-42.72680000000001,-2.7947000000010256,-7.105427357601002e-15,-4.405364961712621e-13,20.89230000000015,-32.212800000000094,53.011200000000066,-45.52160000000059,41.69070000000013,-3.8309000000002342
22,2.4868995751603507e-14,-1.2789769243681803e-13,7.105427357601002e-15,0.0,0.0,0.0,-41.171600000000055,-8.365199999999824,1.0658141036401503e-14,-2.7000623958883807e-13,23.727499999999985,-33.45550000000003,54.171900000000015,-49.53679999999903,44.44389999999997,-5.092899999999055
23,-8.881784197001252e-15,-2.1316282072803006e-14,-4.263256414560601e-14,0.0,0.0,0.0,-36.04589999999998,-1.1709000000005751,4.973799150320701e-14,1.1368683772161603e-13,18.073000000000068,-32.98300000000006,51.90789999999998,-37.216800000000234,36.997899999999866,-0.21890000000036736
24,-0.00010000000002818865,-9.947598300641403e-14,0.00010000000004595222,0.0,0.0,0.0,-41.83099999999998,0.6487999999996816,-3.730349362740526e-14,-1.4210854715202004e-14,19.626699999999932,-32.70900000000004,51.21969999999997,-41.18219999999992,38.13739999999975,-3.044799999999718
