,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,403.965,1063.3231,834.0129,0.0,0.0,0.0,-688.0734,1660831.1803,469.4991,5316.9001,-1702439.1192,82.59623136,1668230.8071,-1702356.52296864,-34125.71586864022
1,406.3368,1049.7881,827.8736,0.0,0.0,0.0,-736.7435,1551886.879,484.2764,5298.5985,-1593297.3776,79.81598808,1559217.0089,-1593217.56161192,-34000.55271191998
2,378.4275,1107.437,807.1611,0.0,0.0,0.0,-671.6909,1750515.6233,478.2947,5324.3222,-1793399.994,85.8112632,1757939.5749,-1793314.1827368,-35374.60783679983
3,363.1383,1088.0397,802.7584,0.0,0.0,0.0,-704.0995,1720625.1361,485.4891,5315.4148,-1762736.2346,82.95298704,1727975.8768999998,-1762653.2816129604,-34677.404712960284
4,415.4837,1028.7566,818.1929,0.0,0.0,0.0,-689.6647,1617752.1924,482.2363,5250.7819,-1660086.6068,81.9195012,1625057.9791,-1660004.6872988,-34946.70819879984
5,390.0771,1084.2365,848.7008,0.0,0.0,0.0,-656.4504,1711466.8802,488.5779,5269.0917,-1753716.821,83.33415792,1718891.1138,-1753633.48684208,-34742.373042080064
6,386.0674,1052.4882,807.404,0.0,0.0,0.0,-691.6972,1741050.4386,470.7802,5311.8302,-1783993.6264,86.500422,1748387.3113999998,-1783907.1259779998,-35519.81457800018
7,369.2641,1041.6568,802.9808,0.0,0.0,0.0,-654.8746,1822733.3459,469.5639,5330.2358,-1866681.8465,85.98351312,1830092.1727,-1866595.86298688,-36503.69028687999
8,393.6062,1079.1996,791.5308,0.0,0.0,0.0,-740.9119,1643711.2286,473.6322,5321.6064,-1686016.1831,81.39669479999998,1651029.8919000004,-1685934.7864052,-34904.89450519986
9,393.616,1075.0701,821.2829,0.0,0.0,0.0,-693.8684,1639317.3448,475.2565,5257.3385,-1681861.0024,83.18286719999998,1646646.0404,-1681777.8195328,-35131.77913280006
10,422.9026,1099.174,834.0591,0.0,0.0,0.0,-737.4347,1681158.4063,474.2965,5247.5379,-1723368.6493,82.68700104,1688498.9417,-1723285.96229896,-34787.02059896008
11,415.8212,1061.2385,818.2619,0.0,0.0,0.0,-665.1595,1691601.8734,489.8688,5294.7812,-1733666.5324,82.79724816,1699016.6855,-1733583.73515184,-34567.04965183977
12,425.1119,1085.3322,797.1126,0.0,0.0,0.0,-636.3207,1850494.5231,475.7847,5310.1651,-1893207.4171,83.61255815999998,1857951.7089,-1893123.80454184,-35172.09564183976
13,409.3854,1075.3198,820.9649,0.0,0.0,0.0,-671.0438,1841271.334,467.0213,5309.3394,-1884973.9183,86.92458047999997,1848682.321,-1884886.99371952,-36204.672719520255
14,415.9164,1061.6987,803.4133,0.0,0.0,0.0,-686.2328,1741776.8178,466.3369,5308.2435,-1785153.369,87.2304984,1749146.1938000002,-1785066.1385016004,-35919.944701599714
15,399.9187,1073.1892,832.9851,0.0,0.0,0.0,-676.591,1692167.9994,476.3863,5308.944,-1735127.4367,85.25163024,1699582.8317,-1735042.18506976,-35459.35336975998
16,395.1838,1048.2865,812.3115,0.0,0.0,0.0,-651.8841,1815234.8085,493.3892,5329.0467,-1858622.6477,86.09841576000002,1822661.1421000003,-1858536.54928424,-35875.4071842398
17,408.2788,1058.1054,810.9408,0.0,0.0,0.0,-644.5382,1709459.4807,490.3229,5279.3292,-1752375.7625,84.99031488,1716861.9196,-1752290.77218512,-35428.85258512005
18,403.8787,1057.2917,810.1681,0.0,0.0,0.0,-636.8319,1752948.4834,470.4506,5281.2882,-1795977.5826,84.7433628,1760334.7288000004,-1795892.8392371999,-35558.110437199924
19,375.9619,1081.1789,806.6479,0.0,0.0,0.0,-675.5156,1877707.0138,479.7655,5296.8459,-1921646.645,86.88439152,1885071.8983,-1921559.76060848,-36487.86230847979
