Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,9.999999999088516e-05,-9.999999996779252e-05,0.0,0.0,0.0,0.0,-36.92590000000009,-18.406699999999375,-1.7763568394002505e-15,0.00010000000003884679,45.92719999999998,-7.257388320000002,-55.332499999999726,38.66981167999997,-16.662688319999994
1,-2.4868995751603507e-14,9.999999993937081e-05,1.3500311979441904e-13,0.0,0.0,0.0,-37.366000000000014,-22.76700000000031,7.105427357601002e-15,2.0605739337042905e-13,55.32679999999982,-7.2921794399999955,-60.132899999999026,48.03462055999994,-12.098279439999551
2,-3.730349362740526e-14,-9.99999999109491e-05,-1.3145040611561853e-13,0.0,0.0,0.0,-39.37479999999996,-15.214499999999745,-3.019806626980426e-14,-9.999999967647e-05,43.53510000000015,-7.116069599999992,-54.58949999999976,36.419030400000224,-18.17046959999999
3,-2.4868995751603507e-14,-6.394884621840902e-14,-9.237055564881302e-14,0.0,0.0,0.0,-34.4771,-26.94670000000015,-3.552713678800501e-15,-0.00010000000017384991,50.664,-7.187420160000002,-61.423900000001524,43.47657983999984,-17.947320160001226
4,-1.7763568394002505e-14,-1.4210854715202004e-14,2.1316282072803006e-14,0.0,0.0,0.0,-35.8879,-26.716999999998905,2.6645352591003757e-14,-9.237055564881302e-14,54.47350000000003,-7.111046160000001,-62.60489999999919,47.362453840000086,-15.242446159998877
5,0.0001000000000139778,3.552713678800501e-14,-0.0001000000000921375,0.0,0.0,0.0,-29.303200000000007,-35.2651000000006,7.105427357601002e-15,-9.999999926435521e-05,59.49360000000004,-6.581139839999999,-64.56840000000008,52.91246016000024,-11.655939839999839
6,0.00010000000001042508,-1.4210854715202004e-14,-4.973799150320701e-14,0.0,0.0,0.0,-40.32510000000007,-21.199199999998797,-1.4210854715202004e-14,-4.405364961712621e-13,41.99159999999999,-7.207040880000002,-61.524199999999325,34.78455911999998,-26.73964087999935
7,1.2434497875801753e-14,-1.3500311979441904e-13,1.5987211554602254e-13,0.0,0.0,0.0,-34.8253,-24.382200000000125,0.0001000000000015433,-1.6342482922482304e-13,52.96880000000009,-7.1181734400000085,-59.20740000000066,45.85062656000006,-13.356773440000595
8,-1.0658141036401503e-14,7.105427357601002e-15,-5.3290705182007514e-14,0.0,0.0,0.0,-36.06690000000008,-37.83120000000082,3.197442310920451e-14,-6.679101716144942e-13,62.83849999999998,-6.872338079999993,-73.89810000000182,55.96616191999994,-17.931938080002105
9,5.329070518200751e-15,8.526512829121202e-14,-1.4566126083082054e-13,0.0,0.0,0.0,-33.82910000000001,-41.07509999999875,-2.1316282072803006e-14,-8.206768598029157e-13,67.3914999999999,-6.804889920000005,-74.90420000000131,60.58661007999986,-14.317589920001687
10,3.552713678800501e-15,-9.999999981857854e-05,9.999999998200337e-05,0.0,0.0,0.0,-33.5786,-45.774899999999974,-3.552713678800501e-14,9.999999976528784e-05,66.53489999999996,-7.074323279999994,-79.35339999999985,59.46057671999989,-19.89282327999996
11,-1.2434497875801753e-14,-0.00010000000003174137,0.0001000000000672685,0.0,0.0,0.0,-31.656600000000047,-21.05109999999992,9.999999997489795e-05,6.750155989720952e-13,56.203999999999795,-6.995003039999999,-52.70759999999922,49.20899695999979,-3.498603039999658
