GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,392.5175,1051.0573,798.898,0.0,0.0,0.0,-991.9129,-8990.9914,485.3508,5382.2113,-1641.4715,51.905232,-1872.8694000000005,-1589.566268,-3462.4356680000005
1,396.1052,1089.3677,821.5797,0.0,0.0,0.0,-1024.0082,-9027.6997,470.0299,5353.0558,-1578.0398,50.90889024,-1921.569599999999,-1527.1309097600001,-3448.700509759999
2,371.7653,1081.1215,805.0244,0.0,0.0,0.0,-1000.4883,-9022.2419,476.5672,5381.2067,-1621.2272,51.877650239999994,-1907.0451000000012,-1569.34954976,-3476.3946497600014
3,383.8141,1044.2198,819.2497,0.0,0.0,0.0,-1026.7391,-8934.884,470.3001,5369.435,-1676.43,50.04612576,-1874.6043999999993,-1626.38387424,-3500.9882742399996
4,410.2294,1078.3498,820.2948,0.0,0.0,0.0,-1025.3707,-9046.025,491.6474,5410.631,-1585.2435,49.879314719999996,-1860.2432999999992,-1535.3641852800001,-3395.6074852799993
5,409.8322,1086.1848,836.4743,0.0,0.0,0.0,-1027.1992,-9029.2751,480.7462,5381.9442,-1576.9886,51.146882639999994,-1861.2926000000007,-1525.8417173599998,-3387.1343173600003
6,406.9408,1086.187,814.5948,0.0,0.0,0.0,-1012.02,-8979.2623,478.2629,5363.8672,-1641.2466,50.30579304,-1841.4296000000004,-1590.94080696,-3432.3704069600003
7,410.9134,1084.2322,798.9242,0.0,0.0,0.0,-998.2196,-9048.5439,483.3807,5373.9838,-1599.2508,51.44688792,-1895.329200000001,-1547.80391208,-3443.133112080001
8,413.1513,1076.725,799.6643,0.0,0.0,0.0,-1016.2497,-9040.0236,471.1636,5370.0334,-1598.3238,51.63405624,-1925.5357000000004,-1546.6897437599998,-3472.2254437600004
9,427.7559,1052.5923,814.6552,0.0,0.0,0.0,-1002.3614,-8986.2043,496.7593,5356.6163,-1625.2437,51.45639696,-1840.1867000000002,-1573.78730304,-3413.9740030400003
10,391.6966,1028.6421,819.9003,0.0,0.0,0.0,-1031.7322,-8876.7159,488.0222,5366.2926,-1696.1371,50.8933476,-1813.894299999999,-1645.2437524,-3459.1380523999987
11,424.2457,1061.0561,807.8852,0.0,0.0,0.0,-1008.5603,-8913.5155,457.0757,5348.842,-1663.6667,51.390203039999996,-1822.9710999999998,-1612.27649696,-3435.2475969599996
12,379.1027,1088.9595,786.5123,0.0,0.0,0.0,-1007.8661,-8867.3478,486.449,5361.8167,-1722.1755,51.2556048,-1772.3737,-1670.9198952000002,-3443.2935952000003
13,386.914,1108.0972,792.2274,0.0,0.0,0.0,-971.6489,-9010.2306,488.0677,5342.5244,-1598.2901,50.964345359999996,-1864.0488000000014,-1547.32575464,-3411.3745546400014
14,383.7183,1055.9587,800.7131,0.0,0.0,0.0,-1040.3755,-8968.6011,494.5408,5383.0406,-1615.4933,49.12100495999999,-1891.0050999999994,-1566.3722950400002,-3457.3773950399996
