Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,393.305,1018.3162,785.4759,0.0,0.0,0.0,-1007.9003,-9012.4574,488.8539,5417.8237,-1615.2161,51.6274452,-1916.5829999999996,-1563.5886548,-3480.1716548
1,374.6593,988.0909,775.7207,0.0,0.0,0.0,-982.9198,-9001.3391,476.1611,5396.3243,-1606.2116,52.51641984,-1973.302599999999,-1553.69518016,-3526.9977801599994
2,378.8556,1002.2586,797.87,0.0,0.0,0.0,-991.8765,-8987.678,479.4031,5365.2606,-1591.6109,52.64921736,-1955.9066000000003,-1538.96168264,-3494.86828264
3,380.5595,984.5991,793.7628,0.0,0.0,0.0,-965.9651,-8955.1781,466.3491,5405.6571,-1669.9854,53.14646592,-1890.2155999999986,-1616.83893408,-3507.0545340799986
4,367.1631,1039.716,745.8188,0.0,0.0,0.0,-997.6097,-8973.9601,465.1655,5375.7607,-1604.8119,52.47957456,-1977.9457000000002,-1552.33232544,-3530.27802544
5,388.5454,1005.8062,759.3728,0.0,0.0,0.0,-978.4706,-8942.0216,469.2891,5401.4931,-1696.3412,52.92684072,-1895.9856,-1643.41435928,-3539.3999592799996
6,417.566,1045.1437,774.1859,0.0,0.0,0.0,-976.1374,-8942.2959,478.303,5345.665,-1640.83,51.21493776,-1857.569699999999,-1589.61506224,-3447.184762239999
7,413.564,1024.192,768.7815,0.0,0.0,0.0,-985.3102,-8877.6388,455.7705,5318.7367,-1682.0575,52.32385583999999,-1881.9043000000001,-1629.7336441599998,-3511.63794416
8,395.5178,1027.4896,772.1106,0.0,0.0,0.0,-977.7522,-8941.8014,456.8161,5369.7418,-1624.7144,52.78799951999999,-1897.8777,-1571.92640048,-3469.8041004799998
9,370.1112,1076.3659,782.3847,0.0,0.0,0.0,-978.7228,-8962.0176,472.3894,5406.9014,-1654.2847,52.823522159999996,-1832.5877999999993,-1601.46117784,-3434.0489778399997
10,405.9312,980.3764,790.4821,0.0,0.0,0.0,-969.1309,-8952.0444,475.0697,5392.654,-1683.5385,52.39603512,-1876.6619,-1631.14246488,-3507.8043648800003
11,385.5955,1060.9701,771.8874,0.0,0.0,0.0,-992.4584,-8797.3185,445.5813,5350.077,-1789.2826,54.87135624,-1775.6655999999994,-1734.41124376,-3510.0768437599995
12,416.5633,1036.8651,797.6918,0.0,0.0,0.0,-965.98,-8836.8803,459.6086,5361.6092,-1755.641,54.376283519999994,-1730.5223000000015,-1701.26471648,-3431.7870164800015
13,403.1461,1058.9737,775.5241,0.0,0.0,0.0,-971.9769,-8934.7765,480.1617,5324.3439,-1632.8651,52.52339952,-1864.603900000001,-1580.3417004799999,-3444.945600480001
