Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-9.999999999443787e-05,2.1316282072803006e-14,3.552713678800501e-15,0.0,0.0,0.0,-41.97429999999999,-30.819699999999614,3.375077994860476e-14,6.252776074688882e-13,75.71400000000006,-7.54343424,-72.79409999999893,68.17056576000004,-4.623534239998435
1,-9.99999999642398e-05,-0.000100000000054834,1.0658141036401503e-14,0.0,0.0,0.0,-45.243899999999975,-40.8260999999998,2.842170943040401e-14,-2.8421709430404007e-13,79.95650000000002,-7.268662799999988,-86.07020000000071,72.68783720000017,-13.38236280000055
2,0.00010000000000331966,1.4921397450962104e-13,0.0001000000000139778,0.0,0.0,0.0,-37.20989999999997,-45.355699999999445,-5.329070518200751e-15,-1.7053025658242404e-13,90.76410000000004,-7.638979679999986,-82.56539999999976,83.12512031999987,0.5597203199998546
3,-4.440892098500626e-14,9.999999991450181e-05,-9.999999998200337e-05,0.0,0.0,0.0,-42.19459999999992,-34.5586000000001,-2.4868995751603507e-14,1.7053025658242404e-13,82.04930000000014,-7.421060159999998,-76.75319999999857,74.62823984000008,-2.1249601599980394
4,-9.999999995535802e-05,1.2434497875801753e-13,0.00010000000001930687,0.0,0.0,0.0,-36.72939999999991,-38.80319999999887,8.881784197001252e-15,-0.00010000000008858478,77.3798999999999,-7.499157839999995,-75.53269999999952,69.88074215999995,-5.651957839998204
5,1.4210854715202004e-14,-3.552713678800501e-14,-1.7763568394002505e-14,0.0,0.0,0.0,-41.69650000000002,-41.98610000000005,-2.6645352591003757e-14,-9.999999963383743e-05,82.24680000000019,-7.558244639999994,-83.68269999999904,74.68855536000007,-8.994144639998723
6,-1.7763568394002505e-15,6.394884621840902e-14,-8.171241461241152e-14,0.0,0.0,0.0,-35.01040000000005,-45.54559999999978,-9.999999999266151e-05,1.7053025658242404e-13,85.86559999999987,-7.514871840000014,-80.5560999999995,78.35072815999979,-2.2053718400001685
7,3.907985046680551e-14,-0.00010000000001042508,-6.394884621840902e-14,0.0,0.0,0.0,-43.79630000000009,-44.46299999999917,-1.4210854715202004e-14,5.115907697472721e-13,85.77210000000014,-7.399156319999998,-88.25939999999974,78.37294368000008,-9.886456319999667
8,-1.7763568394002505e-14,3.907985046680551e-14,-9.999999993226538e-05,0.0,0.0,0.0,-41.5664,-48.89779999999851,-1.9539925233402755e-14,1.1368683772161603e-13,86.06559999999986,-7.451365679999999,-90.46429999999884,78.61423431999988,-11.850065679999204
9,0.0,9.237055564881302e-14,4.973799150320701e-14,0.0,0.0,0.0,-41.98790000000001,-50.4722000000005,-3.552713678800501e-15,-9.999999969068085e-05,82.62009999999992,-7.714396080000007,-92.46020000000033,74.9057039199999,-17.554496080001115
10,7.993605777301127e-15,9.237055564881302e-14,3.552713678800501e-14,0.0,0.0,0.0,-42.01110000000001,-47.960499999999854,-0.00010000000000687237,0.0,82.1323,-7.3925474399999995,-89.97169999999912,74.7397525600001,-15.231947439999459
11,1.3322676295501878e-14,8.526512829121202e-14,-8.881784197001252e-14,0.0,0.0,0.0,-40.46469999999999,-35.645900000000296,3.730349362740526e-14,-0.00010000000037280188,75.77950000000007,-7.438960800000002,-76.11070000000203,68.34053920000026,-7.77016080000152
12,5.329070518200751e-15,-0.00010000000012766463,0.0,0.0,0.0,0.0,-41.59169999999999,-38.29240000000041,9.999999998377973e-05,5.684341886080801e-13,72.86360000000019,-7.468315919999998,-79.88409999999902,65.3952840800001,-14.488815919999382
13,-2.6645352591003757e-14,2.842170943040401e-14,-2.4868995751603507e-14,0.0,0.0,0.0,-43.732199999999985,-32.990700000000885,-1.2434497875801753e-14,2.8421709430404007e-13,80.05200000000009,-7.625982240000003,-76.72289999999998,72.4260177600001,-4.296882239999434
