,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,390.8577,991.0161,1684.799,0.0,0.0,0.0,-237.7353,-15274.152,474.3197,5396.2823,-2749.8254,140.04679968,-6574.6125,-2609.778600320001,-9184.39110032
1,372.2306,1011.8844,1688.4235,0.0,0.0,0.0,-353.9188,-15183.2004,483.4352,5403.6244,-2649.9889,135.51246215999998,-6577.521099999999,-2514.47643784,-9091.997537839998
2,390.0263,982.3902,1712.7507,0.0,0.0,0.0,-321.9551,-15139.4183,472.38800000000003,5377.1505,-2718.1459,136.33608239999998,-6526.6677,-2581.8098176,-9108.4775176
3,380.4093,1055.463,1684.9183,0.0,0.0,0.0,-323.5317,-15118.9641,476.2114,5387.1042,-2731.8485,135.63937152,-6458.389599999999,-2596.20912848,-9054.59872848
4,383.8877,1002.2005,1685.4542,0.0,0.0,0.0,-305.8334,-15052.4178,481.939,5344.4079,-2794.0353,135.15698952,-6460.361899999997,-2658.87831048,-9119.240210479997
5,389.2779,986.3371,1670.1835,0.0,0.0,0.0,-252.1375,-15424.2465,456.5389,5374.972,-2619.1077,137.30545008,-6799.0746,-2481.80224992,-9280.87684992
6,408.0959,1003.9915,1709.1161,0.0,0.0,0.0,-245.6244,-15423.2089,462.8244,5386.2513,-2407.1515,133.86623256,-6698.554100000001,-2273.28526744,-8971.839367440001
7,376.1042,1103.7212,1687.0337,0.0,0.0,0.0,-293.9454,-15063.9785,468.6637,5369.8817,-2821.3006,133.67347776,-6352.519400000001,-2687.62712224,-9040.146522240002
8,406.9865,1012.0677,1712.3541,0.0,0.0,0.0,-344.986,-15077.0264,483.9003,5385.7988,-2678.4232,134.22365928000002,-6420.9050000000025,-2544.19954072,-8965.104540720002
9,375.5824,1014.1892,1701.7843,0.0,0.0,0.0,-302.7461,-15217.1473,489.6513,5408.5239,-2664.6552,133.3053324,-6530.1623,-2531.3498676,-9061.512167600002
10,358.4394,998.755,1712.8528,0.0,0.0,0.0,-302.5776,-15159.1454,478.8892,5399.6733,-2681.9764,133.53435359999997,-6513.113299999999,-2548.4420464,-9061.5553464
11,385.0848,1026.2219,1694.4175,0.0,0.0,0.0,-313.7637,-15052.7883,471.9038,5367.9774,-2588.0921,131.98681152,-6420.946599999998,-2456.10528848,-8877.051888479999
12,371.8897,975.6314,1692.2812,0.0,0.0,0.0,-336.2982,-15196.3944,481.409,5448.0722,-2548.2734,129.25675296,-6563.4091,-2419.01664704,-8982.425747039999
13,399.98800000000006,983.9873,1708.8544,0.0,0.0,0.0,-318.2091,-15524.9654,476.4396,5393.2081,-2459.8544,132.78532104,-6880.6970999999985,-2327.0690789600008,-9207.76617896
14,429.3661,1023.165,1700.9544,0.0,0.0,0.0,-262.1168,-15277.6565,462.7929,5374.5362,-2534.7167,135.31220208000002,-6548.958699999997,-2399.40449792,-8948.363197919998
15,397.7931,1031.3647,1714.4973,0.0,0.0,0.0,-254.1997,-15482.7456,466.3499,5388.4851,-2507.6851,131.9416488,-6738.4552,-2375.7434512,-9114.1986512
16,412.6428,1017.8921,1710.9319,0.0,0.0,0.0,-305.0,-15069.3554,484.6242,5376.4337,-2776.0704,131.81941296,-6371.8307,-2644.25098704,-9016.08168704
17,407.1809,1035.0498,1702.888,0.0,0.0,0.0,-225.6399,-15565.0216,477.3076,5375.5018,-2310.9867,133.21266839999998,-6792.733399999999,-2177.7740316,-8970.5074316
18,388.4737,986.9835,1709.519,0.0,0.0,0.0,-224.7936,-15430.2232,476.04699999999997,5403.1497,-2445.2521,131.73149088,-6690.8439,-2313.52060912,-9004.36450912
19,386.13699999999994,1011.1467,1693.7066,0.0,0.0,0.0,-224.1845,-15503.7766,478.9067,5418.1,-2423.2385,130.26361680000002,-6739.964099999998,-2292.9748832,-9032.938983199998
20,369.3679,1039.8429,1688.4485,0.0,0.0,0.0,-190.0316,-15472.4999,471.254,5452.6359,-2493.0583,132.54674184,-6640.982299999999,-2360.5115581600007,-9001.493858159998
21,399.2717,1066.1451,1718.7256,0.0,0.0,0.0,-224.1597,-15389.6891,468.8521,5397.9637,-2417.4256,131.15054375999998,-6562.890599999999,-2286.27505624,-8849.165656239997
22,402.2851,1031.8187,1668.319,0.0,0.0,0.0,-161.1403,-15719.771999999999,456.983,5395.4223,-2421.2052,132.85848887999998,-6926.084199999998,-2288.34671112,-9214.43091112
23,383.2197,1042.0817,1711.7479,0.0,0.0,0.0,-236.1464,-15360.4303,475.0608,5416.7445,-2638.0505,133.91283816,-6567.722100000003,-2504.13766184,-9071.859761840002
24,365.6556,1033.8335,1682.0149,0.0,0.0,0.0,-205.5905,-15428.131000000001,482.5634,5414.113,-2655.7625,139.01112576,-6655.5411,-2516.75137424,-9172.29247424
25,383.9229,1085.5212,1702.7985,0.0,0.0,0.0,-278.1156,-15102.563999999998,456.8584,5381.1063,-2703.3232,134.27192015999998,-6370.4723,-2569.05127984,-8939.52357984
26,356.3831,1018.4961,1700.0765,0.0,0.0,0.0,-163.6292,-15619.8357,492.8675,5467.0777,-2528.0437,130.71543624,-6748.564,-2397.32826376,-9145.89226376
27,367.0124,1027.383,1662.5185,0.0,0.0,0.0,-339.4662,-14986.9586,476.4131,5379.1178,-2577.4293,130.30033248,-6413.98,-2447.12896752,-8861.10896752
28,358.6443,1022.0897,1679.2207,0.0,0.0,0.0,-311.7878,-15294.7038,479.3149,5373.3598,-2416.2773,131.656248,-6693.8622,-2284.6210520000004,-8978.483252
29,404.0029,997.0564,1681.3494,0.0,0.0,0.0,-316.1387,-14948.2759,467.7562,5319.8829,-2745.4512,134.07752808,-6394.366800000002,-2611.37367192,-9005.74047192
30,381.7514,1029.3211,1683.5782,0.0,0.0,0.0,-166.9043,-15627.6925,460.3567,5325.0249,-2423.641,132.4679328,-6914.564499999999,-2291.1730672,-9205.737567199998
31,385.1036,1044.1882,1667.8523,0.0,0.0,0.0,-278.4568,-15202.1093,476.2724,5326.955,-2469.9863,130.57967951999998,-6580.194600000002,-2339.40662048,-8919.60122048
32,385.7393,1034.8,1704.9746,0.0,0.0,0.0,-206.4038,-15463.6044,482.7663,5418.0044,-2545.5133,133.478604,-6643.723600000001,-2412.034696,-9055.758296000002
33,397.4187,996.8379,1680.3024,0.0,0.0,0.0,-222.7432,-15450.0474,477.788,5353.9252,-2517.583,135.40190543999998,-6766.518399999999,-2382.18109456,-9148.69949456
34,363.4381,1041.3734,1683.6245,0.0,0.0,0.0,-287.6231,-15140.7666,493.5572,5375.3857,-2736.3156,135.78307704,-6471.010800000003,-2600.53252296,-9071.543322960002
35,402.083,1046.5585,1657.2391,0.0,0.0,0.0,-225.4666,-15251.0191,469.3359,5363.8529,-2646.633,134.19604224,-6537.416299999999,-2512.43695776,-9049.853257759998
36,390.3131,1006.6519,1699.531,0.0,0.0,0.0,-207.8115,-15351.9001,468.015,5395.4815,-2382.1882,129.83133239999998,-6599.7191,-2252.3568676,-8852.075967600002
37,370.667,978.0009,1687.8278,0.0,0.0,0.0,-294.9296,-15087.017,477.3613,5408.9157,-2821.3849,140.514426,-6459.1739,-2680.870474,-9140.044374
38,394.5515,1033.4172,1731.6071,0.0,0.0,0.0,-292.7276,-15358.48,468.5655,5381.3479,-2484.8238,134.81315064,-6641.718399999999,-2350.01064936,-8991.72904936
39,372.0294,1020.9332,1685.5835,0.0,0.0,0.0,-243.8165,-15447.2924,475.4586,5410.7198,-2533.222,134.10847224,-6726.3844,-2399.11352776,-9125.49792776
40,354.6171,1041.596,1661.2251,0.0,0.0,0.0,-269.5126,-15197.4705,495.98400000000004,5366.7405,-2519.2219,135.67493592,-6546.820399999999,-2383.54696408,-8930.367364079999
