Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-0.00010000000004062315,0.00010000000003174137,-0.00010000000001753051,0.0,0.0,0.0,-38.77780000000003,-18.770799999999944,9.999999999266151e-05,-1.9895196601282805e-13,31.405000000000026,-33.483899999999785,49.32229999999999,-57.54860000000038,47.24340000000012,-10.305200000000035
1,-1.4210854715202004e-14,-1.2079226507921703e-13,0.0,0.0,0.0,0.0,-35.01930000000013,-18.826699999998667,-1.4210854715202004e-14,2.1316282072803006e-13,30.44539999999996,-32.297899999999906,48.084100000000014,-53.845999999998284,46.23159999999996,-7.614399999997879
2,-9.999999994647624e-05,-4.263256414560601e-14,4.618527782440651e-14,0.0,0.0,0.0,-33.671200000000056,-23.149199999999475,0.00010000000002108322,-3.552713678800501e-13,33.10419999999991,-29.788900000000098,48.04810000000003,-56.82039999999998,51.363399999999956,-5.457000000000022
3,-2.3092638912203256e-14,9.999999996068709e-05,-0.00010000000001042508,0.0,0.0,0.0,-38.52370000000007,-13.067099999999066,3.730349362740526e-14,-0.0001000000005859647,29.68819999999985,-31.537200000000063,48.66439999999998,-51.590900000000886,46.815399999999656,-4.775500000001465
4,8.881784197001252e-15,0.00010000000005305765,9.999999997845066e-05,0.0,0.0,0.0,-38.1559,-14.496499999999635,0.0,9.999999969068085e-05,28.425699999999885,-29.774800000000013,49.51549999999999,-52.65209999999854,48.16639999999986,-4.485699999998452
5,1.9539925233402755e-14,7.105427357601002e-15,-6.039613253960852e-14,0.0,0.0,0.0,-35.41739999999998,-16.11179999999892,-1.9539925233402755e-14,0.00010000000015963906,26.234499999999958,-31.248900000000084,47.63439999999992,-51.52909999999844,42.61999999999979,-8.909099999999093
6,-1.2434497875801753e-14,7.105427357601002e-14,-3.907985046680551e-14,0.0,0.0,0.0,-38.001800000000095,-16.87520000000113,-2.1316282072803006e-14,4.263256414560601e-13,27.534899999999933,-31.42380000000003,48.33300000000004,-54.877000000000976,44.444099999999835,-10.432900000000913
7,0.00010000000004062315,2.842170943040401e-14,-3.907985046680551e-14,0.0,0.0,0.0,-30.179399999999998,-21.659900000000064,2.4868995751603507e-14,-2.842170943040401e-14,30.82870000000014,-30.105500000000056,45.09329999999996,-51.839200000000716,45.81650000000004,-6.022700000000903
8,0.00010000000000509601,4.973799150320701e-14,0.00010000000003884679,0.0,0.0,0.0,-35.83129999999993,-12.035100000000046,-1.0658141036401503e-14,-2.8421709430404007e-13,25.46710000000004,-27.927300000000002,45.701999999999956,-47.86619999999995,43.2418,-4.624399999999497
9,-3.197442310920451e-14,-9.999999996068709e-05,-8.881784197001252e-14,0.0,0.0,0.0,-35.65749999999995,-17.80420000000012,-2.1316282072803006e-14,-2.2737367544323206e-13,32.660499999999914,-32.425499999999985,48.6905,-53.46180000000058,48.92549999999993,-4.536299999999741
10,-4.263256414560601e-14,0.00010000000009569021,6.750155989720952e-14,0.0,0.0,0.0,-35.04400000000001,-8.628199999999229,-7.105427357601002e-15,3.268496584496461e-13,24.262899999999842,-28.980999999999867,46.65220000000006,-43.672099999998906,41.9340999999998,-1.7379999999990972
11,-5.3290705182007514e-14,-7.815970093361102e-14,5.3290705182007514e-14,0.0,0.0,0.0,-33.137399999999985,-26.417899999999342,2.5757174171303632e-14,-3.126388037344441e-13,32.84119999999986,-30.974899999999955,46.464199999999956,-59.55529999999962,48.33049999999986,-11.224799999999767
12,9.999999999266151e-05,1.7763568394002505e-13,-9.999999997489795e-05,0.0,0.0,0.0,-35.6859,-2.357900000000015,-0.00010000000000331966,5.968558980384842e-13,17.430099999999797,-31.641099999999966,45.65880000000004,-38.04389999999921,31.44779999999976,-6.596099999998771
13,0.00010000000000509601,1.0658141036401503e-13,-4.263256414560601e-14,0.0,0.0,0.0,-34.221899999999984,-22.218599999999775,-4.263256414560601e-14,2.7000623958883807e-13,29.81710000000006,-30.762299999999946,46.12720000000003,-56.44039999999987,45.18200000000026,-11.258399999999384
