Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,11.2454,51.9961,33.6816,0.0,0.0,0.0,-0.7026,-76.7129,13.6529,44.7666,-26.0124,41.7951,-38.9122,77.9271,-23.1295,54.7976
1,12.3042,48.9137,36.0472,0.0,0.0,0.0,-1.9688,-75.0075,13.5051,41.4881,-25.4447,42.0314,-38.7279,75.282,-22.1412,53.14079999999999
2,8.5294,55.3325,30.0002,0.0,0.0,0.0,0.5922,-75.9796,15.1387,40.7799,-24.2824,41.54,-38.7754,74.3933,-21.517799999999998,52.87550000000001
3,15.3729,57.4925,31.7622,0.0,0.0,0.0,-3.2824,-67.2972,10.5885,34.8427,-28.1661,41.5825,-38.4083,79.47919999999999,-24.991899999999994,54.487300000000005
4,14.2447,51.3227,29.9693,0.0,0.0,0.0,2.5324,-73.5799,13.1383,38.674,-25.1041,42.0078,-39.7015,76.3015,-22.7978,53.5037
5,10.1787,55.7915,29.0746,0.0,0.0,0.0,-2.0482,-78.2515,16.3294,45.2243,-25.9521,41.1856,-38.6678,76.29880000000003,-23.4343,52.86450000000002
6,10.6788,57.3181,25.9588,0.0,0.0,0.0,1.227,-55.1383,12.6817,26.9871,-30.7282,42.2298,-38.8833,79.7132,-27.381700000000002,52.3315
7,16.0069,51.5993,45.7685,0.0,0.0,0.0,-4.3393,-72.7105,11.7414,35.0574,-24.2294,41.7857,-38.4701,83.12370000000001,-20.913800000000002,62.209900000000005
8,7.9968,56.261,34.4618,0.0,0.0,0.0,-5.4041,-75.3045,11.6043,40.2492,-24.7969,42.4236,-38.6236,69.86449999999999,-20.996900000000004,48.86759999999999
9,12.0379,61.6423,32.2,0.0,0.0,0.0,-3.2742,-68.6201,11.1665,33.8953,-27.0919,42.1826,-38.7824,79.04770000000002,-23.6917,55.356000000000016
10,10.0455,57.8562,29.1023,0.0,0.0,0.0,-3.6143,-73.8886,14.068,41.3173,-26.3486,41.1951,-38.3866,74.88640000000001,-23.540100000000006,51.3463
11,10.6259,57.0565,30.0883,0.0,0.0,0.0,-1.1049,-73.7894,15.2826,37.4793,-25.5735,41.9463,-38.9461,75.63830000000002,-22.5733,53.065000000000026
12,7.6083,55.0378,28.3442,0.0,0.0,0.0,1.3249,-71.5184,12.5302,38.3427,-26.7274,41.7337,-39.2175,71.66969999999999,-24.2112,47.45849999999999
13,12.9326,47.4975,31.9101,0.0,0.0,0.0,-2.051,-75.5802,13.0909,41.4167,-24.3281,41.3605,-38.6939,69.2166,-21.661499999999997,47.555099999999996
14,11.4728,55.835,40.3993,0.0,0.0,0.0,-3.6145,-51.7753,12.0052,25.1061,-31.9581,41.7526,-38.6435,89.42859999999999,-28.849000000000004,60.579599999999985
15,12.5225,51.0639,38.1121,0.0,0.0,0.0,-1.8074,-69.1204,13.8289,36.3995,-27.9753,40.9021,-37.8964,80.9991,-24.969600000000003,56.029499999999985
16,16.2095,48.8085,29.1348,0.0,0.0,0.0,0.1891,-71.9199,14.4367,39.5659,-26.1191,42.0786,-39.4218,76.4246,-23.462299999999995,52.96229999999999
17,15.2236,51.492,39.9358,0.0,0.0,0.0,-3.3311,-54.2158,10.8985,27.5696,-31.2556,41.6581,-38.0963,87.5726,-27.693800000000003,59.8788
18,7.3252,50.7399,37.0474,0.0,0.0,0.0,-1.8068,-53.8596,12.7144,27.8123,-31.6018,42.1165,-38.9492,79.9728,-28.434499999999996,51.538300000000014
19,11.5752,51.6691,30.0824,0.0,0.0,0.0,0.5475,-69.3197,14.1085,39.5685,-29.2836,42.1873,-39.4305,78.23150000000001,-26.5268,51.70470000000001
20,6.1229,52.7924,26.3739,0.0,0.0,0.0,-1.6718,-72.0508,14.5134,40.16,-26.9376,42.3432,-39.2043,66.24,-23.7987,42.4413
21,14.8198,56.347,26.2922,0.0,0.0,0.0,1.9539,-71.8142,12.6348,38.5581,-25.3608,42.4378,-39.936,78.79160000000002,-22.858999999999998,55.932600000000015
22,10.2114,55.3289,19.5274,0.0,0.0,0.0,1.0826,-70.2325,13.6411,41.7954,-29.2086,42.0172,-38.8085,71.3543,-25.9999,45.35439999999999
23,11.3894,52.1902,20.6295,0.0,0.0,0.0,0.6767,-69.8267,12.8749,40.2248,-28.9478,42.4661,-39.2615,68.1588,-25.7432,42.4156
24,7.5072,48.0438,25.4367,0.0,0.0,0.0,-1.1114,-72.1135,13.7966,42.6656,-29.8129,42.0975,-39.4976,64.22499999999998,-27.213,37.01199999999998
25,10.742,47.5927,34.5442,0.0,0.0,0.0,-1.9571,-70.8902,15.2869,41.988,-29.9392,42.2157,-39.1795,77.3065,-26.903,50.4035
26,7.6712,57.4535,33.6265,0.0,0.0,0.0,-0.6266,-69.515,13.7761,40.3296,-30.6329,42.5653,-39.6997,82.71530000000001,-27.7673,54.948000000000015
27,8.5299,48.8389,32.1582,0.0,0.0,0.0,-2.1513,-68.9017,14.0879,40.352,-30.1856,42.3385,-39.6755,72.91389999999998,-27.522599999999997,45.39129999999999
28,10.342,56.0713,22.1505,0.0,0.0,0.0,-1.4489,-70.5003,15.4463,40.304,-28.6166,42.2488,-38.9431,72.36490000000003,-25.310899999999997,47.054000000000045
29,14.9818,48.563,30.144,0.0,0.0,0.0,-3.1147,-71.6555,13.4376,40.4273,-26.157,41.9889,-38.4252,72.7835,-22.593299999999996,50.19020000000001
30,17.4933,56.4046,20.5359,0.0,0.0,0.0,-0.7669,-69.6015,11.4819,40.5029,-29.3214,42.6598,-39.8123,76.05019999999999,-26.473900000000004,49.576299999999996
31,12.2903,53.2979,26.5889,0.0,0.0,0.0,-3.0684,-54.3746,13.616,28.8669,-32.2497,42.1495,-38.7763,77.217,-28.876499999999993,48.34050000000001
32,12.3509,46.007,30.8055,0.0,0.0,0.0,-3.1523,-49.6536,14.1801,29.5518,-36.2919,42.1212,-38.9411,80.0894,-33.111799999999995,46.9776
33,16.4847,48.5943,32.4728,0.0,0.0,0.0,-4.8902,-52.8949,13.671,27.9027,-31.4676,42.381,-38.6897,81.34039999999999,-27.776300000000003,53.56409999999998
34,17.0908,45.3413,22.9396,0.0,0.0,0.0,-0.4683,-72.2445,11.3253,42.8314,-27.8665,42.4094,-39.313,66.8156,-24.770100000000003,42.04549999999999
35,9.2798,52.4472,22.0358,0.0,0.0,0.0,-1.8166,-74.2727,13.425,42.5805,-25.8728,41.9085,-38.5868,63.679,-22.5511,41.1279
36,10.7131,48.0002,25.9426,0.0,0.0,0.0,-2.1499,-72.9238,14.2569,41.3983,-26.6253,42.1212,-38.6773,65.23740000000001,-23.1814,42.05600000000001
37,13.2857,49.6944,29.718,0.0,0.0,0.0,-4.0176,-71.4991,12.6215,42.1069,-26.6236,42.1873,-38.7056,71.90979999999999,-23.141899999999996,48.767900000000004
38,18.4767,48.2774,34.3698,0.0,0.0,0.0,-5.3138,-71.3362,10.5315,39.913,-27.261,42.5086,-38.3533,74.91839999999999,-23.105699999999995,51.8127
39,7.4249,51.9268,25.3884,0.0,0.0,0.0,-1.3318,-56.0723,14.7707,30.7842,-31.4598,41.6251,-38.7202,72.89089999999999,-28.554899999999996,44.33599999999999
40,9.0288,49.6145,27.0691,0.0,0.0,0.0,-5.2149,-54.4884,15.6573,30.9411,-31.761,41.7526,-38.4155,72.6075,-28.4239,44.183600000000006
41,13.8749,53.5131,14.2406,0.0,0.0,0.0,2.6338,-70.5509,14.5973,40.3934,-28.9931,42.0078,-39.2731,68.7022,-26.258399999999995,42.44380000000001
42,8.7399,51.07,32.5337,0.0,0.0,0.0,-2.7684,-64.4507,13.0542,40.2811,-34.0063,42.5133,-39.1595,78.45980000000002,-30.652500000000003,47.807300000000005
43,14.4253,52.1394,25.4745,0.0,0.0,0.0,-3.628,-70.9415,11.1167,41.4395,-28.9623,42.4661,-39.1355,70.0259,-25.631700000000002,44.39419999999999
44,16.4149,57.5456,26.8246,0.0,0.0,0.0,-5.6203,-70.6168,12.6507,40.6621,-28.2064,42.1353,-38.614,77.86080000000001,-24.685099999999995,53.17570000000001
45,10.7566,49.081,28.4134,0.0,0.0,0.0,-4.5244,-74.4958,12.7988,43.7428,-26.6634,42.1873,-38.8169,65.7724,-23.292999999999996,42.479400000000005
46,11.4361,48.6641,34.9389,0.0,0.0,0.0,-0.0814,-75.3649,15.4319,43.3143,-25.7042,41.9227,-38.3647,78.33899999999998,-22.1462,56.19279999999998
47,10.3987,52.0347,29.1954,0.0,0.0,0.0,-1.7702,-72.5312,15.8411,42.5729,-28.3618,42.0219,-39.128,75.7414,-25.467899999999997,50.2735
48,8.4662,44.599,34.4405,0.0,0.0,0.0,-4.8136,-72.2435,15.0504,41.8379,-26.2539,41.5542,-38.4281,67.3369,-23.1278,44.20910000000001
49,14.0985,48.1874,18.4158,0.0,0.0,0.0,6.9703,-74.0398,14.216,44.5981,-28.6811,42.3243,-39.8242,72.44630000000001,-26.180999999999997,46.26530000000002
50,8.1462,50.89,24.1778,0.0,0.0,0.0,-3.4193,-74.7462,12.6932,44.5583,-25.8641,42.2204,-38.7506,62.300000000000004,-22.3943,39.9057
51,15.9266,53.6326,29.879,0.0,0.0,0.0,-4.1142,-75.569,13.4515,45.9913,-26.5667,42.3527,-38.4988,79.1978,-22.712800000000005,56.485
52,11.8293,49.8744,28.4362,0.0,0.0,0.0,-2.0741,-70.8526,14.5832,39.9536,-28.3216,42.381,-38.7617,71.75,-24.702299999999997,47.0477
53,9.8371,48.2784,26.9785,0.0,0.0,0.0,-0.3164,-73.1688,14.9376,43.6892,-28.7091,42.1353,-39.2848,70.23559999999999,-25.858599999999996,44.377
54,10.0763,51.7642,32.5566,0.0,0.0,0.0,-3.7919,-76.2057,12.8667,46.646,-27.7659,41.9652,-38.5811,73.91220000000001,-24.381799999999995,49.53040000000001
55,8.2045,42.8876,32.3906,0.0,0.0,0.0,-3.7287,-74.3371,12.8995,43.6351,-27.0441,42.1826,-38.6747,61.95149999999998,-23.5362,38.415299999999974
