Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,389.0867,1071.4972,810.951,0.0,0.0,0.0,-1014.7985,-8886.51,472.0794,5063.5536,-1704.1344,50.974279919999994,-2094.1406000000006,-1653.1601200799998,-3747.3007200800007
1,390.1872,1048.5324,795.5911,0.0,0.0,0.0,-1001.1662,-8869.8519,493.5391,5045.3548,-1743.9536,51.72862752,-2097.8134999999993,-1692.2249724800001,-3790.038472479999
2,395.7707,1048.9082,791.0648,0.0,0.0,0.0,-1016.8911,-8854.568,493.4976,4997.7336,-1713.6486,50.89291056,-2144.4842,-1662.75568944,-3807.23988944
3,397.6231,1033.1262,782.2202,0.0,0.0,0.0,-1010.413,-8852.3715,459.0877,5040.3422,-1767.4759,52.55783784,-2150.3850999999986,-1714.9180621599999,-3865.3031621599985
4,398.2457,1025.9108,792.6319,0.0,0.0,0.0,-987.3567,-8917.2896,471.3373,5057.7379,-1721.7133,53.01828792,-2158.7826999999997,-1668.69501208,-3827.4777120799995
5,389.6189,1040.3671,799.0209,0.0,0.0,0.0,-1019.419,-8930.5539,495.1753,5046.8954,-1685.7949,52.93753632,-2178.8953,-1632.8573636800002,-3811.75266368
6,401.0886,1033.4254,786.0799,0.0,0.0,0.0,-980.8568,-8878.7791,476.4706,5017.9972,-1698.1307,51.8961888,-2144.5742,-1646.2345112,-3790.8087112
7,399.4257,1082.8314,793.0858,0.0,0.0,0.0,-1017.5677,-8801.9743,490.736,5039.1216,-1809.6439,52.52364504,-2014.3414999999995,-1757.12025496,-3771.46175496
8,422.9808,1042.9426,781.6797,0.0,0.0,0.0,-1015.3308,-8770.4206,469.5738,5033.9044,-1833.411,53.068379039999996,-2034.6700999999985,-1780.34262096,-3815.0127209599987
9,419.2505,1067.3676,794.0824,0.0,0.0,0.0,-1007.6697,-8903.4122,490.2889,5011.9671,-1689.9679,50.56971048,-2128.125400000001,-1639.3981895200002,-3767.5235895200008
10,407.7782,1064.3456,812.7478,0.0,0.0,0.0,-1026.7184,-8793.0224,468.1363,5014.6831,-1785.0756,52.05569976,-2052.0498,-1733.01990024,-3785.0697002399997
11,381.2598,1027.2707,795.9889,0.0,0.0,0.0,-998.5247,-8884.6894,479.1528,5067.6227,-1740.3253,53.35168176,-2131.9191999999994,-1686.97361824,-3818.8928182399995
12,396.8528,1044.8935,787.0365,0.0,0.0,0.0,-997.3601,-8913.1849,489.6714,5072.5757,-1743.4463,54.95403384,-2119.5150999999996,-1688.49226616,-3808.0073661599995
13,411.3293,1075.3642,788.2672,0.0,0.0,0.0,-978.5881,-8869.4406,488.9943,5048.0018,-1734.145,53.580326400000004,-2036.0719,-1680.5646735999999,-3716.6365736
14,368.5631,1057.44,793.8622,0.0,0.0,0.0,-1001.4226,-8821.2291,477.77,5039.1097,-1806.4391,55.0058616,-2085.9067000000005,-1751.4332384,-3837.3399384000004
15,420.8405,1047.2271,811.562,0.0,0.0,0.0,-1009.8952,-8831.6932,490.3048,5062.6823,-1790.7494,53.76857688,-2008.9716999999991,-1736.98082312,-3745.9525231199987
16,372.2786,1072.3744,786.5512,0.0,0.0,0.0,-1010.8078,-8785.2492,478.9017,5025.5976,-1797.9054,52.418705759999995,-2060.3535,-1745.4866942400001,-3805.84019424
17,366.5354,1030.8301,778.3521,0.0,0.0,0.0,-1006.8719,-8838.7806,486.9097,5031.2706,-1752.0095,52.675765919999996,-2151.7546,-1699.3337340799999,-3851.0883340800005
18,366.8323,1048.1766,787.6362,0.0,0.0,0.0,-1028.4476,-8844.9684,490.139,5044.9688,-1747.7433,52.410350879999996,-2135.6630999999998,-1695.3329491200002,-3830.99604912
19,414.1004,986.5955,791.8215,0.0,0.0,0.0,-993.9922,-8816.0571,481.0525,5057.7362,-1793.2529,54.286040879999995,-2078.7432,-1738.96685912,-3817.7100591199996
20,394.645,1076.6631,776.7383,0.0,0.0,0.0,-999.6799,-8807.788,485.8034,5063.3273,-1804.6898,53.92298952,-2010.2908000000007,-1750.76681048,-3761.0576104800007
21,412.2344,1062.0199,769.0756,0.0,0.0,0.0,-985.4261,-8685.974,463.7368,5016.0336,-1904.6633,53.229033359999995,-1948.2998000000007,-1851.43426664,-3799.734066640001
22,370.0656,1086.6944,775.7705,0.0,0.0,0.0,-1023.4022,-8838.5707,473.9105,5015.0131,-1747.834,52.839082080000004,-2140.5188,-1694.99491792,-3835.5137179199996
23,373.4121,1097.6873,804.571,0.0,0.0,0.0,-1011.432,-8831.2532,479.1849,5019.6052,-1738.6385,51.937925039999996,-2068.224699999999,-1686.70057496,-3754.9252749599987
24,431.2469,1060.0337,768.4219,0.0,0.0,0.0,-1005.6074,-8797.1188,472.1269,5019.706,-1776.1825,53.00005248,-2051.1907999999994,-1723.1824475199999,-3774.3732475199995
25,395.9467,1021.2439,763.6126,0.0,0.0,0.0,-1034.0594,-8829.7194,489.3338,5055.3032,-1749.4879,51.59914848,-2138.338599999999,-1697.8887515200001,-3836.227351519999
26,385.8443,1060.8568,798.3908,0.0,0.0,0.0,-1003.7128,-8787.3824,467.6721,5029.4909,-1828.9808,53.4536064,-2048.8403000000008,-1775.5271936000001,-3824.367493600001
27,392.0591,1054.589,764.5135,0.0,0.0,0.0,-1030.2494,-8723.1355,483.8287,5000.8645,-1832.5606,52.46809344,-2057.530100000001,-1780.09250656,-3837.622606560001
28,401.4043,1031.3212,798.7062,0.0,0.0,0.0,-1016.7543,-8833.732,479.1918,5028.3058,-1751.9341,52.66353672,-2111.557,-1699.27056328,-3810.8275632799996
29,383.2143,1043.8605,768.5825,0.0,0.0,0.0,-1006.5162,-8909.4295,470.8061,4969.8814,-1644.0336,52.47555048,-2279.6009000000004,-1591.55804952,-3871.15894952
30,388.1866,1026.617,773.3097,0.0,0.0,0.0,-990.6634,-8930.8979,490.04,5043.5926,-1677.2536,51.22359648,-2199.8154000000004,-1626.03000352,-3825.84540352
